,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6
KIF23,-0.1258811,0.0025950137,-0.0740492,0.39821687,-0.027666336,0.0042191013
PCBD1,0.09883341,-0.25260374,-0.010760378,-0.098115794,0.030242337,-0.022477243
CBX2,-0.10823385,0.0020544291,0.129162,0.25724036,0.09142539,-0.058015104
NOSTRIN,0.14545387,0.057391834,0.18396106,-0.062495425,0.17972451,-0.011294123
FAM43A,0.04986394,-0.034954302,0.26056746,-0.08859635,0.18103856,-0.034496736
MARCKS,0.04446397,0.040937442,0.1060322,0.16312131,0.06300073,0.08405332
ITPR3,0.012741962,0.015198639,0.15481497,0.030136498,-0.28911543,-0.20343786
STOX2,0.07006941,0.087321095,0.22733282,-0.010999919,0.0052412134,-0.1724396
PTP4A3,0.08458947,0.12299593,0.09902498,-0.07773751,0.17878143,0.016077856
CALD1,0.107133776,0.23156804,0.071079716,0.003968848,-0.24021795,-0.0076469737
FGD2,0.31289145,-0.0031296448,0.001227714,0.04741059,0.2633995,-0.08951395
RASGRP3,0.1895548,0.0061275694,0.18251652,0.031159656,0.10073309,-0.020228839
EVI2A,0.2475095,0.07908259,-0.10007489,-0.0034258817,-0.05438385,0.11829263
MYOZ1,0.05019756,-0.007213737,0.07613178,-0.009659358,0.09454482,-0.058901094
IER3,0.123864695,0.018484948,-0.06716701,0.0030862747,-0.07586198,0.052925475
PTEN,0.12353138,0.0071313833,0.11647077,0.00017696635,-0.10352017,-0.12378558
TPM1,0.05310856,-0.018488072,0.09884796,-0.002325199,-0.17209525,-0.00899032
USP49,-0.083906315,-0.068187244,0.15382937,0.09024923,-0.016833873,-0.17952912
DEPDC1B,-0.051237203,-0.07400596,-0.10946099,0.376097,0.05590646,-0.007095711
SDC3,-0.047753803,0.1197563,0.16921525,0.0058141025,0.10010646,-0.03082639
DST,0.023683356,0.018358067,0.1878716,0.023660183,-0.21516655,-0.1721394
TPD52,0.070701644,-0.12596288,0.0011951197,0.09600095,0.2102301,-0.049514025
TMEM106A,0.24399449,-0.08980937,0.07895593,0.08355395,0.16527246,-0.043640256
SERINC5,-0.007785998,0.10390453,0.1351202,0.07925461,-0.16075729,0.0057405434
SLC22A15,0.0023363293,-0.067602806,0.03350145,0.20531979,-0.013814585,-0.1610113
GMFG,0.27335122,-0.10883944,-0.0022367074,-0.076155,0.14812565,0.034008685
TMEM119,-0.12279176,-0.011986674,0.28289306,-0.0054027406,0.10778693,0.05988915
TNFRSF1B,0.3086728,0.01295027,-0.02692356,0.0736868,0.17709857,-0.005527
SSPN,0.02930029,0.18651679,0.12595361,0.004757297,-0.17626095,0.045087166
RNASEL,0.17791584,-0.08700665,0.16625713,0.010421271,-0.17921656,-0.22250883
MYH11,0.120400146,0.18095674,0.1790081,-0.050204266,0.080054834,-0.07576943
SLA,0.28304827,-0.061452404,0.0029304395,0.10733191,0.20813736,-0.048131198
PEX6,-0.05949916,-0.1018752,0.10961089,0.13537434,-0.051629405,-0.01269416
NR1H3,0.22092216,-0.21312477,0.005917641,0.026445463,0.04684798,0.16340132
ANTXR1,0.0017959697,0.15627077,0.18075863,0.017851537,-0.2683679,-0.095981605
APLP1,-0.10575567,-0.039864603,0.17194995,0.051613428,-0.07200643,-0.017192263
FANCD2,-0.12305856,0.027508387,-0.009904249,0.4048576,0.0056498502,0.051669452
ACACB,0.03547998,-0.0069485307,0.16096078,0.1052837,0.049240112,0.00614103
GALT,0.05454098,0.14144367,-0.022669993,0.025955893,0.12502,0.01999482
EPB41L3,0.044476677,-0.042620413,0.12254006,0.08842806,0.14928569,-0.10424299
HOXA9,-0.07519351,0.017395025,0.011223087,0.15572755,-0.010150278,-0.037961323
SH3RF2,0.041553892,-0.030032078,0.1534828,-0.017126357,-0.0683083,-0.085781015
BAG3,-0.014767352,0.02226861,0.06466125,0.0076084007,-0.08567589,-0.16250916
PRKCZ,0.0031147655,0.1241319,0.029013729,0.005797999,0.118823014,0.21405296
IFT57,-0.061570764,-0.12241262,0.1056098,0.07203585,-0.09840495,-0.12545003
HECW2,0.00759367,0.023141608,0.27185735,-0.03321035,-0.06697923,-0.06362137
COTL1,0.21759517,0.013009873,-0.085574806,0.10903543,0.21357399,-0.0028579647
LRFN3,0.016375626,0.06387368,0.14688292,0.014110194,-0.18418482,-0.045745436
DNM1,0.05308018,0.120106146,0.12692416,0.039115075,-0.32793617,0.10287819
KLF5,-0.019649938,0.11686358,0.016664386,0.14264022,-0.10305499,0.0038778007
ARHGAP9,0.29971504,-0.10788283,-0.018297652,0.058519248,0.14175399,0.10958764
CIRBP,0.11001461,0.09192828,0.047169473,-0.047124483,0.025504963,-0.06220607
PARP14,0.20686214,-0.071830064,0.090939574,0.07951052,0.017911665,-0.19526589
GNAZ,-0.11257277,0.051643416,-0.015207656,0.11991589,-0.06442714,-0.16987558
CDKN2C,-0.059222948,-0.0024565489,0.09946229,0.19667111,-0.10033191,-0.056935087
BMP1,-0.017463429,0.018840602,0.20147778,0.04179376,-0.055167675,0.21393198
ITGA9,0.12007837,0.08786381,0.20494562,0.1161673,0.015125369,-0.016147863
CCBE1,0.03847024,-0.13042842,0.11950534,-0.0017063866,-0.10838365,-0.027447442
LGALS3,0.119411096,0.042364627,-0.064911455,0.009559513,-0.27295655,0.16058563
SLC16A10,0.18794784,-0.00973666,-0.056526653,0.19784115,-0.010032481,0.17357704
SLC26A11,-0.0057067275,0.06473581,0.11371511,0.013786563,0.10307235,-0.009840562
CARD9,0.26979414,-0.11694652,0.039372623,0.008199866,0.038074337,0.10709877
OSBPL3,0.18590185,0.03449117,0.09150688,0.13254496,-0.11521088,-0.0591988
ADARB1,0.039146457,0.13162462,0.23076512,-0.033832643,-0.013854111,0.0022736348
GSN,0.052386876,0.13417499,0.17848365,-0.11722314,-0.0036888348,0.010859297
RCN3,-0.06266914,0.084967956,0.14362133,-0.0020991492,0.015872445,0.22296478
LMNB1,-0.031051075,-0.04807012,-0.012171279,0.42361704,0.03500876,-0.006562284
CTNNAL1,0.03394287,0.08352549,0.06961111,0.035835695,-0.01802598,-0.05955315
TYMS,-0.15539034,-0.053878803,0.02665433,0.3062462,0.005597917,-0.027850615
RHOJ,0.14299564,0.15252306,0.08679671,0.0031896275,-0.07183283,-0.05280002
EHD2,0.06465328,0.28247336,0.028963808,0.0042035924,-0.1937046,0.0010609289
EXT1,0.06382209,-0.11468313,0.18490411,0.0016214601,-0.24606156,0.25971502
JUN,0.011333113,0.20602223,-0.018091297,0.054467317,-0.15285006,0.026422923
POLR1C,-0.08027676,-0.059377052,-0.028137714,0.24192788,0.040758803,-0.017861405
HSPB1,-0.013145839,0.009946161,0.060015853,0.11052613,0.043102596,-0.073870994
NR1D1,-0.018530486,0.09222725,0.026798604,0.006249869,-0.18710306,-0.098417036
CD44,0.17464203,0.089794554,-0.08318855,0.078837685,-0.17345913,0.022627445
COPZ2,-0.029241178,0.08538473,0.12162859,-0.1710594,-0.018381117,0.11735467
