,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
ITGA10,-0.04017616672057657,-0.03217673997989373,0.06894821804405564,0.0043954490821196505,0.006171091189520826,0.005797936843308342,-0.008745501829861882,0.017645203712619642
ADAMTSL2,-0.007852966003532155,-0.01730827665984709,0.07899934225516718,-0.03098104096511478,-0.03276891636769457,0.02498772368746935,-0.004909910695503837,0.01741504888319011
HSPB6,0.0035587021544660645,0.060315725984691794,0.012677464929916319,0.011092203321340303,-0.011327164165252056,-0.005216079739888604,0.007707754155903322,-0.012077150690249248
PODN,0.05215246829211962,0.07936481255647564,0.017314268545736165,0.004179231696662743,0.0073260298325453265,0.02454938353187235,0.039629968224602255,-0.00781778419238427
COL13A1,-0.050978653068228526,-0.03766723357536592,0.07627807329789194,-0.02505415406002399,-0.03387520248101321,0.01495374455936625,0.02829354846645125,0.0196249529380694
BASP1,0.008169880905192911,0.04817309475819256,0.0004426630808194755,0.04338214470788051,0.042243710362243565,0.029858180613938846,0.06358019108794445,-0.004244216019314099
SLC20A2,-0.0019891752987073606,-0.03173805434404124,0.049925830088019,-0.022205385323837475,-0.027475503545739636,-0.01840195746666918,0.011331016653985244,-0.009802048792396644
FEZ1,-0.01237380764625356,0.026174631598933212,0.019817629292871963,0.02053109228818087,-0.05847783994337261,0.015937013358797433,0.020757613709462025,-0.017313241394111223
PLEK,0.0761968288978501,-0.06458107853802315,-0.00937258813937519,0.0438945921358215,0.030808363958107994,0.008525058353751797,0.0347745915983137,0.017704650298944177
CLDN5,0.05548764044516795,-0.006717288705921525,0.020554576339472216,-0.0006595999389073346,-0.07930806102725912,0.04267406535288565,0.006101436931418803,-0.0913250960242439
THBS3,0.013956206420514355,0.08158667463476096,0.02645956788753521,0.016434707243315104,-0.011525139482301433,0.0455230045973831,0.009963765272976943,0.025987372743990236
LXN,0.0024070670343340804,-0.04666821136518634,0.03463008808440402,-0.030133786246718135,-0.002568346069564907,-0.0028252029340730617,-0.033985796228419365,-0.00675355631144109
NDRG2,0.0074831972152123016,0.0055412606315932604,0.02229364192036958,-0.022301958097294714,-0.09404601983224357,-0.04841444166569642,0.005371122345256794,0.009073707150032511
SNCAIP,-0.035246322996073866,-0.027150754199706237,0.047799533516654294,0.0048251007856306245,-0.01842261483823819,-0.004271197735097485,0.017428170354928385,0.04960930441869901
