,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
FBLN2,0.0195845897839648,0.040738481981208885,0.02365630678078957,9.269389004252886e-05,-0.024393302988186295,0.023900096553378065,0.014646633737484661,-0.031882022422450945
CRYAB,-0.0018124311023876454,-0.01606974146788909,0.02342487488204754,-0.02196541087147853,0.0019435122431024241,0.02380861163262336,-0.0013405098012675316,-0.017555806810409493
SEMA3B,-0.01928079403830871,0.01964277281937684,0.02271787895512937,-0.0039621864042468265,-0.027780474510019304,0.03510916680237817,0.050621053557886736,-0.06670467278121851
CXCL14,0.030571490399460277,0.036729882108896196,0.03239148439472758,-0.02773853185467913,0.006612870551742588,-0.011353135887831725,0.016941566979991274,-0.01480012173709023
TGM2,0.04718401891222672,-0.015523239168962477,0.003478115775231255,0.026212800220955068,-0.01676411050905186,0.01966628962813955,0.004013005183452333,0.013063946582531134
PI15,0.014996675913003575,0.0498820145885644,0.02072775112764501,0.01287197276687672,0.009892480637530959,0.018146349166114496,0.009399272502479522,-0.029930348375649885
DLX3,-0.029899874467740582,-0.060147877178532164,0.0411134514058379,-0.008988759269741567,-0.026831964500161336,0.012088343005452768,0.008005159164835154,-0.022375720290839736
IGF2BP2,-0.015372901909063307,-0.004565037587347041,0.013277951335423241,0.03039982212543482,-0.00463590291795892,-0.0009053621338811742,-0.008574560747581842,-0.01616449794413638
APCDD1,-0.030144876010190273,-0.025269974115211688,0.02862057375949827,0.026868683559061433,-0.03273249728013296,0.031128741469892186,0.051194142800243196,-0.01878187727780919
NDN,-0.006298225907977199,0.0006349598345524539,0.012970005616330205,0.005203419983737091,-0.020810571590373066,-0.02038278922157407,0.0006213431299127584,-0.032355552945298585
SLC13A5,-0.027794139274716197,0.000468080554083691,0.016442874569145612,0.024642539571136567,-0.037553794181700025,0.02470384266402304,0.06572373832386434,-0.038126014000388876
CD74,0.058852337561194755,-0.007468764597111545,-0.008957029615276753,0.02177917468628755,-0.021092881009819653,-0.04453781380362867,0.008818630959884872,-0.02518639478290818
C1R,0.03526213444794257,0.013759836264763741,0.03017263601110528,-0.03308003808057757,0.036784400452911294,-0.042130993743408646,-0.004993622589302958,0.012918712291061209
EEF1A2,0.0030119204413910187,-0.014185745046607053,0.018130310448769837,-0.0030827229454247216,-0.0031182649522295074,0.00349896753326988,0.015137224146696042,-0.02324896460659718
SLC8A3,-0.04253880469945235,-0.034650532100844345,0.036284358443896526,0.0016104527630097687,-0.0300840836538624,0.01771370760885623,0.030681919423047533,-0.03624093349710915
LAMC3,-0.01108157695527012,-0.001060001738899103,0.05237551389167107,-0.018224340868478968,-0.004711138738683149,-0.04100853247695018,0.004545395925808559,-0.0014685990669350815
PRND,0.023087468764381516,-0.007033283887424945,0.04867617751869634,0.005209812644067167,-0.03610646845335087,0.04230348314257461,0.005900666704375003,0.0441130067925805
DCN,0.016342700449817386,0.03712416104570959,0.020270022217495746,-0.036940476804078734,0.04449672785077847,-0.008288579657819364,0.0021262034740935232,-0.04075133194163185
ATP6V0D2,0.01955570301831857,-0.055852302028285526,0.013568642386940364,-0.011825918644538235,0.0567095330478839,0.051905324850271016,0.0471566576629183,0.006037332606169624
ENO2,-0.0036843812316755173,0.021225616490394207,0.005304024576339691,0.02642860052139807,0.022998243006311512,-0.026928658782453263,-0.00793448642062163,-0.013671914334666881
SLC29A1,-0.0016478591168852938,-0.04871490350889411,0.03716147580357004,-0.0185004833128456,0.013079240567279497,-0.00016804933819491584,-0.014261641404177464,0.02505834963380444
ENPP2,0.0024855052984890675,-0.034121791084033716,0.043457448663422056,-0.0008203372993561475,0.027850857957758615,-0.007137520632084981,0.017077298992423665,0.005312729402762587
PALM,0.006726146648011293,0.030923266998133844,0.02889324686206766,-0.007438495341511276,-0.05338656939065982,-0.028513496277170355,0.02873084114264593,-0.013176330699720533
CTSK,0.029393168632768543,-0.04853686316667446,0.016583150654785293,-0.01083539597816038,0.06287135505148798,0.04572632040020988,0.04134441582596814,-0.001628013623780789
MAB21L2,0.004923126314551567,-0.01691997860999935,0.018601705290715823,-0.030149442164095777,-0.0021074851459627177,-0.00036496962396253543,-0.015028944963067451,-0.04068773407944775
MMP13,0.0032202754755113316,-0.03745933999168286,0.02358507558194711,0.005657980059909008,0.021349672369275225,0.030656358162106365,0.04589493463760337,0.024710215977138225
