,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
SLC6A9,-0.089105584,0.09608388,0.13491127,0.0079509225,-0.08973751,0.0061779716,0.060384713,-0.22438973,-0.07981405,0.006447832,-0.22494778,-0.057717253,-0.16067505
PHEX,0.04113288,-0.09723812,0.25015706,-0.01886616,-0.018072324,0.0010614808,0.21481922,0.23345122,0.09084766,-0.11697217,-0.10009564,0.010417597,-0.049521375
FZD10,0.0071498402,0.031097716,0.20780264,-0.03316178,0.1141815,-0.058595877,0.036015812,0.17672397,-0.068641804,0.09583534,0.06720846,-0.23925331,-0.15642335
CNTFR,-0.07272225,0.23130776,0.037612904,0.067520835,0.07656113,-0.17608209,0.10487454,0.05508917,-0.12770274,-0.10558378,-0.007938331,0.08648223,-0.02541838
ETV4,0.034382407,-0.08003723,0.0386991,0.071717836,-0.10965755,0.10597292,-0.082587995,0.15406652,-0.017362382,0.22626147,0.1353545,-0.41423684,-0.076610364
ID4,-0.061922923,0.12336266,0.09277825,-0.006859891,0.2881644,-0.02971118,0.065464705,0.09033413,-0.11486684,0.10805151,0.024142997,-0.12342112,0.09043037
SLC12A7,0.053818084,-0.012619091,0.20984839,0.000883656,0.20466416,0.21932401,0.07270491,-0.13586381,-0.048375037,0.08488034,0.23535913,0.015170761,0.043452784
KIF6,-0.0652523,-0.09018705,0.20640847,-0.00039482344,-0.06977038,-0.046613593,0.0885608,0.20316696,-0.1314276,0.14639477,-0.13100502,-0.0050572082,0.09670341
CDK6,2.9927987e-05,0.13818946,0.021554114,0.019365568,0.019351859,0.09649918,-0.39489365,-0.05395579,-0.10875805,0.09537113,0.049816117,0.0013781739,-0.05903799
COL23A1,-0.055903174,0.124650046,0.08766701,-0.0696006,0.015801184,0.0072063776,0.1372225,0.19386816,-0.16895224,0.033513065,0.019888053,-0.13612819,-0.2823755
RGMA,0.032168634,0.3114229,-0.0015496291,-0.0090643065,0.14776158,-0.13884304,0.009541413,0.070394084,-0.18260618,0.077259645,0.22204831,0.032967586,0.08384231
GALM,0.10981589,-0.05909563,0.08601752,0.040405337,-0.13340792,0.28217885,0.03980212,0.055733863,0.054795075,0.12575634,0.14083792,0.20962122,0.01785236
HSD11B2,-0.013303652,-0.0234611,0.21686773,0.066547394,0.11270814,-0.033530407,0.11343307,0.015997775,-0.002654228,0.17437479,-0.06789994,0.07582595,0.03986691
NXPH4,-0.0899489,0.08187232,0.04213323,0.07507579,0.12110761,0.004470397,0.16304056,-0.00427427,-0.27102977,-0.0030944224,0.016363733,-0.18063833,-0.116412
COL4A2,0.097530864,0.16780388,0.12994562,0.00062075217,0.006044847,-0.15229073,-0.12005326,-0.16073908,0.2190497,0.25863713,0.048693344,-0.30910394,-0.13977987
KDR,0.121829264,0.009816557,0.1997328,0.06327686,0.040679302,-0.2186944,-0.15030266,-0.07485463,0.33895758,0.21326064,0.0018569947,-0.00061746483,-0.042395607
SYNGR1,-0.06259349,0.01768994,0.061215434,0.02830674,-0.01141466,0.015307368,0.18524344,0.15477078,-0.3122056,0.12150403,0.07854257,0.07499793,-0.06716834
HMGB2,-0.026211767,0.012897133,-0.08124736,0.30032608,0.027910253,-0.10007045,0.0547531,0.04015656,-0.13762927,0.016813217,0.13032883,0.08336283,0.021778889
CD34,0.13049394,0.0009978542,0.2104538,0.007335562,-0.06556609,-0.27544665,-0.008092075,-0.16166885,0.2767298,0.3265184,-0.00090813887,-0.041301947,-0.014073431
CCND2,0.07355731,0.21269752,0.05368497,-0.030757423,-0.014066132,-0.13850299,0.086665444,-0.09474773,-0.15528017,-0.002249449,0.13112871,0.05465037,-0.257688
CRLF1,0.0014951152,0.1640162,0.06292247,-0.100952104,0.08515668,-0.004323904,0.0384636,0.12632051,-0.058571476,-0.14204213,0.052628167,-0.41830817,0.14088535
TIMP3,0.017354652,0.07575676,0.15957645,-0.05246238,-0.032356173,0.1006657,-0.26652938,-0.044431426,-0.1880862,0.05640636,0.0046510333,-0.16597758,-0.16149455
TSPAN6,0.05235452,-0.066818416,0.082797445,0.0016266977,0.03149153,0.1397476,-0.12855397,0.16510218,-0.015774537,0.02137487,0.029026926,-0.15717788,0.11312235
EDNRB,0.15182899,-0.0019355739,0.105297714,0.0030527327,-0.13765725,-0.19192047,-0.1583972,0.10904711,0.21761684,0.044340003,-0.018224489,-0.05952257,0.03365014
CBX6,-0.009295422,0.077362254,0.22208856,0.0053725406,0.050346147,0.0010198773,-0.21461523,-0.09750775,-0.2550735,-0.018847235,0.041659053,0.049294967,-0.18060768
KIRREL2,-0.013648303,0.0031250448,-0.00039891066,0.002442664,-0.17955233,0.16309996,0.21253708,0.10441305,0.12997992,0.004862603,-0.046928395,-0.13186194,-0.3276084
IGF2R,-0.0132132135,-0.0047135856,0.16234425,0.11094426,-0.13729496,0.11314975,-0.09162117,-0.076961756,-0.083458774,0.008343917,0.0042117285,-0.0030354608,-0.3426534
IGF2,-0.02822717,0.15141338,0.24573225,-0.09808227,0.11142985,-0.014410482,0.010497778,-0.028732881,-0.20979229,-0.008044878,0.14862658,0.14130245,-0.018184487
SLC4A8,0.0021733893,-0.036256798,0.10111256,0.10924387,0.10615495,-0.08260839,0.032483004,0.06841433,0.10240801,-0.16680393,0.0002943814,0.0084545165,-0.3952511
DENND2D,0.2605691,0.007318937,-0.02470403,0.023413,-0.07908885,-0.11204748,0.15534881,-0.077085264,-0.13640666,-0.12258218,0.040336285,0.0044160914,0.008042109
PHLDB2,0.061464507,0.32520968,-0.013616689,0.001923966,0.22834195,0.0088281715,-0.19017665,0.051890086,-0.016409887,0.0893353,0.012922889,0.08173624,-0.031348538
MME,0.06880781,0.07194652,0.022742936,0.0020847083,-0.0047005895,0.1466537,-0.1297274,0.14529438,-0.02837722,0.1324667,-0.0055112927,0.042494275,-0.0064681494
SGCG,-0.07334745,0.06084788,0.11921589,0.04272917,0.03665316,-0.0019115407,0.124694504,0.2661985,-0.080290765,0.06446994,-0.05699118,0.22419477,0.043790113
RPS6KA2,0.08847082,0.1736195,0.08362371,-0.0041781976,-0.08623816,-0.14177012,-0.15997657,-0.13533069,0.22206229,0.09840313,0.005847421,-0.09689896,-0.12420399
DGKI,0.055526976,0.13057442,0.13571179,0.036453605,-0.0017972742,0.26295602,-0.007266321,-0.038177896,0.12814471,0.08847919,0.071227685,0.14911294,-0.072700694
KIF14,-0.07108947,-0.06455805,0.05101165,0.37074512,0.06880892,0.009667411,-0.10037002,-0.01752923,-0.0039275894,-0.01741975,-0.011636488,-0.009878096,-0.009370333
CHRD,-0.015290929,0.24373358,0.17219293,-0.07171987,-0.0026826812,-0.044246517,-0.033150002,-0.17903002,-0.0243244,0.0060506854,0.0030140576,-0.040729254,0.037629724
RAD51AP1,-0.04312014,0.028183436,-0.044687405,0.3382536,0.038934782,-0.060157154,0.10524417,0.02536029,-0.006266888,0.016671872,0.030516855,-0.06930428,-0.02582174
KCNMB1,0.14691159,0.1464139,-0.014290863,-0.009454982,0.0071519692,-0.113679744,-0.07028434,0.012539892,0.07410366,0.084498905,0.008052723,-0.04798821,0.04753525
CMKLR1,0.18745075,0.08644817,0.056477685,-0.012717251,-0.06431702,-0.005557234,-0.10440198,-0.15489182,-0.034316864,0.01077906,-0.0006234659,0.018201346,-0.06040127
DUSP5,0.147833,-0.12924197,-0.026981914,0.014248623,-0.016236411,0.003120122,0.013911795,-0.021177163,0.08805252,0.06119391,0.19402958,-0.38882995,-0.15983324
GPR176,-0.07146932,0.030369852,0.124278225,0.008847444,-0.18949257,0.117345415,-0.13316742,0.08833586,-0.0047103884,-0.007299459,-0.09334578,-0.037452612,-0.039060365
MCOLN2,0.17055707,-0.06554567,0.007188449,0.006919854,-0.030756213,0.13246639,0.13109225,-0.19943744,-0.0911395,-0.014885034,0.27429584,0.014256733,-0.006447012
IRF5,0.29285195,-0.060959455,0.017310483,-0.001760157,-0.025964908,-0.00561091,0.074954055,0.0038824782,-0.121598035,0.01476312,0.011961628,-0.0048536942,0.09304134
SERPINB8,0.12862103,-0.04189512,0.0626294,0.0043107867,-0.114751525,0.25089663,0.087273896,0.10605055,0.11020862,-0.01744527,0.16729732,0.07941786,0.17965683
HBEGF,0.06938754,-0.18554221,0.04917242,0.013230019,0.030925993,0.036870316,-0.049293306,0.1269442,0.056015916,0.11184348,0.00926315,-0.44641858,-0.010018874
KLHL3,0.09835575,0.06643522,0.059510577,0.066905364,-0.01139433,-0.09759063,-0.10378689,0.0030453722,0.05434879,0.054496907,0.038650367,-0.014140654,-0.18821214
PRELP,-0.03140662,0.2466865,0.08959384,-0.10418961,-0.011801958,-0.03699723,-0.025842892,-0.09914452,0.011121044,-0.13514264,-0.08853991,-0.11032152,0.18127695
GPR153,-0.11766575,0.19825868,0.027083972,0.1271089,-0.025164617,-0.06677635,0.19977331,0.0221181,-0.09278498,-0.048234005,-0.06928095,0.015995514,-0.012432377
CCNA2,-0.048037056,-0.0028236157,-0.059675183,0.3934795,0.0002949238,-0.025714802,0.011945472,-0.06638144,0.010939296,-0.004794229,0.020160617,-0.0037644242,0.016018681
KIF22,-0.05555238,-0.019386562,-0.010187238,0.362819,-0.16575408,-0.008289102,0.087425195,-0.10000658,-0.10811096,0.040543605,0.0010741797,-0.008655749,0.053969108
DLX4,-0.079708114,-0.21043171,0.25710735,0.009828992,0.121887356,0.015345928,0.06795732,0.012715568,-0.15475714,-0.090133995,0.067310475,-0.11038156,-0.04354394
GPR162,0.0049100765,0.045733266,0.12566358,0.0022440436,0.003439724,-0.05411154,0.20269239,0.029107466,-0.15434015,0.09342609,0.0021530262,-0.2054033,-0.24322437
TOX,0.027060574,0.20653062,0.00020651532,0.005661869,0.022897061,-0.14398749,-0.04545769,-0.059248794,-0.16877598,-0.026845925,0.14454222,0.23615697,-0.10151066
CENPA,-0.06281483,-0.0992776,-0.028409347,0.34442905,-0.048816215,-0.0010121086,0.16515632,0.0083840415,-0.009833523,0.032222684,-0.0050905915,-0.027689207,0.039592538
GJA5,0.09919456,-0.042645395,0.22472252,-0.020184416,-0.23473649,-0.084107734,-0.092134416,0.07785662,0.06566871,0.2817657,-0.075022265,-0.006740141,0.14570014
IGSF10,-0.06617056,0.30589074,-0.04541032,0.059220627,-0.010891329,0.05078831,0.009905396,0.02096501,-0.121305645,0.09163461,-0.17301683,0.18314226,-0.007049117
GIMAP2,0.27787453,-0.030240774,-0.016476374,0.0034803418,0.26374108,0.04617758,0.04853433,-0.07786753,-0.014180512,-0.030184418,0.034200445,0.09478422,-0.004118132
PRKAR1B,0.014967033,0.11483192,0.109051004,-0.03249059,-0.12256336,-0.05161532,0.17909276,-0.031178081,-0.13819918,-0.07146295,0.12865548,0.0802952,-0.057399146
RGS17,-0.011088093,0.28795046,-0.08089509,0.058784094,0.042990644,-0.07068881,-0.03503508,0.02806167,-0.014607033,-0.02047761,0.1426974,-0.114047945,-0.20460579
EDA,-0.008159047,0.12676267,0.11200974,-0.026949944,-0.041626737,-0.15392338,0.0150252655,0.21515591,0.02843922,-0.22128466,0.009924743,-0.039392732,-0.052519158
PRTFDC1,-0.01250082,0.0071983845,0.08713215,0.046909288,0.18781514,-0.018823681,-0.19102924,0.1899687,-0.013473345,-0.04804821,0.02597136,0.082565494,0.14982133
ACP5,0.10886581,-0.08667658,0.1478022,-0.0007126841,-0.09245321,0.32422686,0.24923567,0.013817348,0.24484906,0.1086146,0.122876175,0.019332862,0.038298234
CCNF,-2.5923224e-05,-0.011776206,0.081397936,0.3102845,0.018029537,0.19153716,0.20885156,-0.04264049,0.052102298,-0.0115112765,0.13117436,0.14490491,0.0346611
C1QTNF3,-0.04803104,0.40259933,-0.1549229,0.0011339631,-0.038095232,-0.027203703,-0.00028383936,-0.034296904,0.022516487,-0.04102407,-0.10100813,0.008668449,-0.010145384
IQGAP2,0.158939,0.008280045,-0.007243536,0.043031998,-0.07235296,-0.16713943,-0.18617508,0.093609884,-0.1641704,-0.08932443,0.025904411,0.107261024,-0.31471735
TXNIP,0.17138538,0.004176894,0.16474167,-0.026405694,-0.10096414,0.018437888,-0.12739044,-0.03244532,-0.06568459,0.0040429696,0.019997083,0.23160219,0.04228563
PLD1,0.002754993,0.01503231,0.20186304,9.4443385e-05,-0.032578666,0.21273656,-0.25970986,0.108529195,0.0040081963,0.08254286,-0.18600214,0.03318504,-0.0032896174
ACSL5,0.2623932,0.011124219,0.054627694,-0.0011629915,-0.1331272,-0.08234206,-0.014891225,-0.16223684,0.080866866,0.08546777,-0.0076056644,0.0016137088,0.08090965
MFGE8,-0.0024399515,0.083328806,0.10122727,-0.05009927,-0.041751333,0.13142104,-0.14962195,0.014322297,-0.095847026,0.10880162,-0.0970955,-0.2896435,0.1488246
WNT2B,0.09488255,-0.020454707,0.17107117,-0.014673423,0.016574781,0.19950601,-0.041220568,-0.10454804,0.014073404,0.043390706,-0.008259338,-0.25248468,0.104621306
BRSK1,-0.055397462,0.15223964,0.09259927,-0.01404151,-0.27395952,-0.013136172,0.0012383992,-0.008654483,-0.09988224,-0.14687672,0.045370303,-0.025517713,0.06925257
ENOSF1,-0.076068126,0.095631294,-0.017630158,0.120887704,0.2369651,-0.052751124,0.017180104,0.07083883,-0.023470271,-0.01405575,-0.0037915558,-0.062261134,-0.18942082
TLR7,0.29396504,0.0107071465,0.059177376,-0.004600104,0.022593016,-0.008023239,-0.11932521,-0.04364128,-0.14056277,-0.053886507,-0.19502316,0.11724319,-0.008135156
CALCR,0.10106658,-0.0033892165,0.15246384,-0.049804464,-0.049580675,0.23393597,0.24101013,0.2777052,0.18732236,-0.08782457,0.00078869786,0.2220958,-0.12566164
SLC6A6,0.17064726,0.029295914,0.08394796,-0.0013439702,-0.02182124,0.14341743,-0.20701116,-0.17452365,0.05416348,-0.05552359,0.10109118,-0.17267336,-0.030243317
CREG1,0.22264953,-0.0372745,-0.070355296,0.065897435,-0.13095497,-0.060123593,-0.012178881,0.18306488,-0.08323761,-0.006688341,-0.13724892,0.009386092,0.02412374
TNNC1,-0.040761255,0.045712706,0.025214264,0.023365753,-0.011972104,-0.1672666,0.18235132,0.09460544,-0.017981986,-0.06665973,0.043707974,-0.000106487634,0.16832502
PTPRK,0.06763176,0.0453231,0.168943,-0.0044838917,0.082355514,-0.11240022,-0.33713794,-0.116750635,0.06876793,0.0019036224,0.15113153,-0.03016748,-0.13861492
LRRC1,-0.07982657,-0.045700084,0.14876066,0.1070648,0.066402994,0.0047839815,0.12379369,-0.043831203,-0.03789978,-0.11647737,0.08825106,0.11117032,-0.089121714
SCUBE3,0.027261157,-0.00040631252,0.24616146,-0.08241895,0.1419979,0.056465436,-0.03645767,-0.015452549,-0.06688016,-0.042639382,0.1078972,-0.12919109,-0.0308128
MFNG,0.27635697,0.0666909,0.03656751,-0.020034838,-0.088879734,-0.1790818,0.06408808,-0.015370671,0.04037511,0.071106285,-0.07548861,0.06952575,0.012584571
GPR4,0.09155982,0.046891104,0.13811566,0.030090647,0.100302726,-0.23314296,0.074682765,-0.054758597,0.32822216,0.2203667,0.020438187,-0.25882685,-0.028457915
DACH1,0.055210304,0.1443278,0.08704059,0.054050963,0.29699218,-0.26559916,0.039814804,-0.037372593,0.1871959,0.0276017,0.15452102,-0.005014401,-0.07228155
SAMHD1,0.2516575,-0.060156804,-0.031597678,0.11136772,-0.086385705,-0.026955381,0.0022391372,-0.10243033,-0.11483889,0.078092754,-0.03896399,-0.011090121,-0.014306826
DPYSL3,0.044136964,0.27364665,0.034225035,0.002633102,-0.0017611904,0.082456626,-0.24834941,-0.13089216,0.064898685,-0.09419462,-0.06969871,0.016719535,0.07952353
RAB27B,-0.0826904,0.022289984,0.120769076,0.087266594,0.06594228,0.11341207,-0.021628218,0.1304745,-0.1303332,0.087511666,-0.27290106,0.016642967,0.008881792
MX2,0.19595325,-0.040292908,0.02707449,0.053419076,0.15346475,-0.048177462,-0.02576927,-0.2853253,-0.19817749,0.03646858,-0.09658212,0.0017929733,0.22070853
PTGIS,-0.0038655011,0.015883511,0.20568742,0.04465841,-0.11789355,0.023253473,-0.05966363,-0.12884803,-0.061614342,-0.029843118,-0.109585226,0.0101561975,-0.15358049
HTRA1,-0.0088962875,0.2733206,0.015288393,-0.05797539,-0.13413435,0.17365682,-0.07933659,-0.060277876,0.009841513,0.114640996,-0.23904933,-0.023768324,0.10044864
P4HA3,0.0031455974,0.29977125,-0.04974026,-0.036853574,-0.1715065,0.09492248,-0.12883334,0.19126621,0.018525416,0.10617302,-0.086573474,-0.025991902,0.011839224
SLCO5A1,-0.0022168823,0.0007164845,0.10121092,0.09717205,0.074210905,-0.07939074,-0.008857461,0.084538385,0.021940535,-0.015031196,0.24538022,-0.022606501,0.0513202
RHOB,0.071356155,0.13632427,-0.010163608,0.0020606169,0.310805,-0.0843789,0.02232891,-0.07109567,0.1087307,-0.060171027,0.15039976,-0.29054418,0.13596277
FOXP1,0.08743513,0.30299422,-0.067291886,-0.026857918,-0.009082315,-0.0037349507,-0.22374304,-0.07119702,0.06807187,-0.014238273,0.1623706,-0.005760389,-0.06208345
DOCK5,0.108313285,0.01851704,0.13406178,0.04090579,-0.04403092,0.29720744,0.09994266,-0.062949196,0.17879207,-0.08845563,0.27486196,0.1269312,-0.09308323
PTPRJ,0.2616009,-0.092032745,0.07773404,-0.0005905617,-0.19773492,0.12969193,-0.0234584,-0.080122344,0.111847095,-0.1287731,0.090898044,0.007955677,-0.1308375
ATP6AP1,0.12999406,-0.09149097,0.10787097,0.011633261,-0.120743446,0.3492584,0.16068816,-0.099598706,0.08343226,0.05693192,0.052702405,-0.008930065,-0.0021768091
TINAGL1,0.121649824,0.07987331,0.016537324,0.0021686738,0.04438412,-0.28688055,0.14035511,0.06518874,0.16174024,0.10892356,0.06776228,-0.053807843,0.20321666
ATP8B4,0.1828384,-0.070442036,0.15104252,-0.0200917,-0.021101458,0.04760272,-0.25282568,-0.01488581,-0.040557563,-0.013104888,-0.10254566,-0.011773675,0.13741735
ATP1B1,0.087392,-0.04686297,0.039649572,0.09287035,0.0015950372,0.11287535,-0.042004276,-0.027053384,-0.0050060265,-0.031204846,0.09294577,0.011150479,0.045588166
CYP2J2,0.01559362,0.2170038,0.033442073,-0.019850709,0.08894171,-0.09551002,-0.048214458,0.12064729,-0.24104238,-0.008224884,0.09633903,-0.036452413,-0.06757947
CPM,0.20617357,0.055275336,-0.1264584,0.072700225,-0.13031368,-0.058126442,-0.08797828,0.13572715,0.044938814,-0.004487142,-0.11684123,-0.018977294,-0.057278518
SPSB1,0.08259188,0.28168806,-0.041751444,-0.012833484,-0.172543,0.021059508,-0.13178414,-0.11494325,-0.03894388,-0.01863213,0.14045678,-0.19902866,0.046901327
TXLNB,0.14481685,-0.017595408,0.0731708,0.008675319,-0.085714646,0.0005937537,0.015988916,0.19444144,0.010277475,-0.056811295,0.20121057,0.07411796,0.15889288
MMP1,0.07137863,-0.0065395874,0.096104726,0.029819826,0.26493225,0.3185105,0.1107283,0.016633995,0.13443868,0.104715414,0.23650768,-0.07659187,0.031806707
CAP2,0.01380323,0.20202114,-0.0028937515,0.0050982707,0.010191653,-0.18208858,-0.08651658,-0.009515143,-0.10650816,-0.06926865,0.15304042,0.027523173,-0.08444704
PER2,-0.0063742553,0.24585338,0.1661885,-0.014855167,0.10288122,-0.056041416,-0.090687715,-0.12982897,-0.042265993,-0.060564525,0.09658058,-0.008070315,0.008497912
MAOB,0.0027652783,-0.017882384,0.18645234,-0.015341622,0.24275361,-0.084617145,0.062647626,0.06584582,-0.0350824,-0.11270548,0.12703627,-0.026653776,0.15721208
NBL1,0.00045407802,0.08697907,0.08285443,-0.07582797,-0.2596358,0.07510659,-0.068423495,-0.13984977,-0.02826936,-0.0073868628,-0.09117411,-0.21278992,0.1431957
FAP,-0.006717877,0.25688514,0.004180542,0.003528026,-0.1844637,0.17386296,-0.20569566,0.07604032,0.018245405,0.13472576,-0.17019361,-0.033971664,0.067504555
TMEM97,-0.0946001,-0.024398232,0.12707433,0.18537258,-0.008936882,0.027338158,0.17374241,-0.03114698,0.035529353,-0.009835618,-0.22048959,0.13136674,0.06747434
DPF1,-0.08536298,0.11310851,0.009953433,0.14426203,-0.20510782,-0.03679988,-0.005179015,0.16354555,-0.2702287,0.05706845,-0.0010215865,-0.042845957,-0.00760054
SFMBT2,0.17138016,0.039882228,0.20614873,-0.037065912,-0.007721037,-0.17150463,-0.08828734,-0.10330023,-0.07533492,-0.03222854,0.15024638,0.08291808,-0.16424517
RASL11A,0.08016186,0.1835259,-0.040298913,-0.008039815,0.08705229,-0.06910432,-0.014978596,0.045464993,0.014941713,-0.01345884,0.16482015,-0.14145625,0.047730263
MYCT1,0.13406432,0.010993587,0.11346567,0.0016840892,-0.19618247,-0.2519195,-0.013250358,0.1227131,0.35302004,0.21184985,-0.0023277926,-0.0027697282,0.12557648
KCNF1,-0.0001951255,0.023023237,0.081745796,0.0048905164,0.08709683,-0.13064045,0.19398478,-0.08387904,0.023986425,0.09787987,0.10104619,-0.19649778,-0.2155764
TRAM1L1,-0.009246891,-0.028412877,0.098466344,0.0013662798,0.28312916,0.10784745,-0.07473433,0.061032847,-0.18285157,0.00096235285,0.016005207,-2.8549873e-06,0.046801515
PLK2,0.083069056,0.082504,0.067204066,0.05155751,0.29549515,-0.16707627,-0.029255174,0.07865781,0.09297651,0.2845497,0.011824853,-0.020633865,-0.08888479
NRN1,-0.056989945,0.17711899,0.02680971,0.019444114,0.06915209,0.047535498,0.15728518,0.06666243,-0.066597976,-0.07848564,0.010788737,-0.12110575,-0.21872878
DNMT3B,-0.08898618,0.008598212,0.07208088,0.24625666,0.0064152335,-0.05087024,0.038653143,0.104260735,-0.0790349,0.102888376,0.02724044,0.13640003,-0.0802026
EFEMP2,-0.0011784137,0.25207403,0.06339027,-0.028791705,-0.058992554,0.01077912,0.10381747,-0.12895899,0.025129136,-0.10070435,-0.12698613,0.0099143265,0.049650185
RCSD1,0.22938676,-0.0576292,0.09404099,0.0017963231,-0.04700344,-0.19686086,-0.09209479,0.0047567636,-0.02900296,0.22118858,-0.030680452,0.1337614,-0.1789606
LRP8,-0.031180993,-0.11705107,0.044329245,0.14131294,-0.010927018,0.07142961,-0.20466253,-0.06659947,-0.09051268,-0.12565964,0.13080285,-0.1603108,0.113927506
P4HA2,-0.036278117,0.042586036,0.03668277,0.119106896,0.024601115,0.13186887,0.09883293,-0.104146585,0.12982896,-0.15231074,-0.23684815,-0.14195372,0.001798811
ANK2,-0.0722908,0.0950843,0.16038041,0.011887227,0.21864194,-0.038899448,-0.095177464,0.16928886,-0.008533589,-0.17973655,0.052072793,-0.050241925,-0.019841857
WFDC1,-0.034934048,0.06828274,0.07988624,-0.012728894,-0.06949616,-0.12177815,0.29409528,0.004628088,0.074686095,-0.028590403,-0.2186349,-0.04069147,-0.01643675
SCRN2,0.010650543,0.00065738393,0.081627026,-0.007890954,0.11788586,-0.0012828051,-0.030707883,0.0016385538,-0.13877958,-0.12510584,0.13907667,-0.0018316455,0.25391933
HMGB3,-0.037968095,0.08558992,-0.019742198,0.20509651,-0.06541952,-0.08289698,0.092747845,0.13827261,-0.044688195,0.014785424,-0.013206167,0.0010140167,-0.19959725
