,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
DOK3,0.25635237,-0.031468537,0.01135047,-0.0066889185,-0.032128338,0.20230281,0.194407,0.13292986,0.015054906,0.07592305,0.10525545,0.12312836,0.04690117
PLCB2,0.23782088,-0.06634475,0.07931303,0.0004153656,-0.022539377,0.18330061,0.22095355,-0.0581964,0.0052609164,0.0042194827,0.07351167,0.09070187,-0.17692561
CLSTN3,0.08830983,0.08360947,0.16914977,0.0022029413,-0.10716511,0.1297246,-0.009981507,-0.042773604,-0.15678321,0.1325317,0.1085057,-0.0009423302,-0.11253694
E2F7,-0.061043046,0.12556094,-0.034385573,0.3360304,-0.09885018,0.0151138995,-0.09498866,0.05403851,0.009192757,-0.0031530245,-0.053780362,-0.007787774,-0.14347629
TP53I11,-0.032844428,-0.15863122,0.29995233,-0.00617569,-0.18200247,-0.097841255,0.2702966,-0.020369567,-0.018182471,-0.02269773,-0.2048806,0.0069463663,-0.05506813
CREB3L1,-0.065917894,0.017323492,0.10417425,0.066230685,0.21282938,0.05324727,0.21248153,-0.18812288,0.15420406,-0.11905112,-0.30579132,-0.076261416,-0.0052477145
COL16A1,-0.06816595,0.2899285,0.09679582,0.0033385316,-0.0101372115,0.20013426,0.04616448,-0.06722091,0.028669361,0.11856648,-0.20636037,0.047439758,0.13803518
IRX1,-0.07239929,-0.005154531,0.107378036,0.09174074,-0.20946012,-0.05764656,0.18757279,0.3221318,-0.22365952,0.10544946,-0.03207542,-0.037175104,-0.059829842
ITGA3,0.14253013,0.084511474,0.02667968,-0.009253623,-0.0022365917,-0.022642124,-0.13516025,-0.115999535,0.124667615,0.10689966,0.17680323,-0.29628444,-0.067835905
ABCA1,0.2201065,-8.2447346e-05,0.08407819,0.026825538,0.021893093,-0.0059317714,-0.09431448,0.08433898,0.10199281,-0.20441201,-0.014294875,-0.0006964285,-0.20385161
FCGRT,0.18038823,0.010472483,0.054031726,0.0039908234,-0.11719123,-0.05239046,0.30922124,-0.013062512,-0.098141804,0.09306539,-0.13104244,0.13942577,-0.20602012
PARP3,0.09615167,0.16310422,0.051100094,-0.0018770532,-0.14968836,0.086357646,-0.031131309,-0.114191316,0.15685792,-0.07947697,-0.01258185,-0.054017927,0.25105214
ATF7IP2,0.12957008,-0.113707595,0.15661423,-0.0035623957,-0.008671614,-0.1079765,-0.009280525,0.03870023,0.04948181,0.027127625,0.08432349,0.032473,-0.043225583
NOX4,0.106780075,0.09035233,0.04248661,-0.004554067,0.15322897,-0.11040906,-0.22528966,-0.13497001,0.2652509,0.09097058,0.13458274,-0.24917825,-0.0031633107
TLR3,0.16595075,-0.038189277,0.15856247,0.0057583884,-0.0717973,-0.0009097963,-0.2047104,-0.1472432,-0.10964432,-0.12245255,-0.013067626,0.025473896,0.23566501
ARRB1,0.20448358,-0.006934051,0.14239682,0.0032264693,-0.09198193,0.046547383,0.058610294,-0.09199268,0.25423628,0.033549264,0.08591607,0.21581064,-0.01851278
TTYH2,0.017173992,0.21465757,0.0043253927,0.07504313,-0.16369641,0.13801736,0.15490685,-0.122287564,0.0708983,-0.07992151,-0.060915016,0.14398141,-0.10443393
PGAP1,-0.03899521,0.046865262,0.1095106,0.22145106,0.09684996,-0.062255338,-0.19879216,0.011724428,0.01694292,-0.0438343,0.04702002,0.06651863,-0.2174864
PTPN7,0.26124057,-0.018120712,-0.007868317,-0.0014329547,-0.067163736,0.031516902,0.16383071,-0.0339595,-0.031083208,0.0576954,0.1552241,0.0012792337,-0.061182443
SH3D19,-0.0019455526,0.19124591,0.090580486,-0.03327707,0.20731045,0.012983261,-0.31238905,-0.032558125,0.14763932,-0.15101925,-0.0072012665,0.0055905026,0.11412605
HELLS,-0.061938643,-0.026249595,0.020719543,0.33732852,-0.09225393,-0.0042301174,0.0033352661,0.061774753,0.01379889,-0.006070311,0.07228169,-0.011372614,-0.0068091964
PTPRU,0.024479458,0.2526979,0.0077853343,-0.04214951,0.011057705,-0.011411705,-0.0155789545,0.05975489,-0.08801622,-0.060032044,0.10900433,-0.11307039,-0.07115741
TOP2A,-0.06532676,0.0058160196,0.02337899,0.39845785,-0.0057256445,0.0044384464,-0.10485949,-0.065618195,-0.054309957,0.007751082,0.05447913,0.111386515,-0.02768578
TMEM45A,-0.09261335,0.25891772,-0.043800592,0.02233453,-0.07200701,0.0982832,-0.03331106,0.11386572,0.052357677,-0.030129207,-0.22621651,-0.16025074,-0.017112834
PECAM1,0.1471597,0.042151093,0.12120162,0.00070589373,-0.11734859,-0.27414894,-0.04903167,-0.012337892,0.35724527,0.24709871,-0.041140165,-0.007803634,0.0024944034
NR4A3,0.0298609,0.2121335,-0.12927844,0.100544594,0.010734541,-0.1412698,-0.014410619,0.06149026,0.027243879,-0.062892325,0.08429785,-0.3143539,-0.0016912577
GAL3ST4,0.16538312,0.21489708,0.040443618,0.010125602,0.14696659,0.088038996,0.07500399,0.015666666,-0.13644247,0.08769416,-0.24748315,0.013575809,-0.08728245
C3,0.1667709,0.20700112,0.046301216,-0.081961796,-0.03746771,-0.05128309,-0.06623273,-0.06409811,-0.14197977,-0.13389203,-0.07189384,0.0056659025,0.01328282
KIF21A,-0.09833638,-0.03511668,0.16442235,0.00697965,0.10907684,-0.008303618,-0.010850184,-0.047865912,-0.1393659,-0.19043404,0.14647555,-0.019359387,-0.093708694
ADRA1D,-0.035058454,-0.20242763,0.20878889,0.0057565686,0.07937198,-0.027816065,0.081722446,0.1063915,-0.046322245,0.17637455,-0.014392421,-0.039109442,-0.103522025
HDAC9,0.01687425,-0.046591904,0.14151482,0.06425856,0.25469676,0.25764325,-0.21296796,0.17067635,-0.108342394,0.08146647,0.08592509,-0.033030562,0.05753023
COL4A1,0.10607497,0.15056364,0.13393113,0.042647664,-0.05681401,-0.16881429,-0.1434867,-0.18936239,0.29105428,0.25742227,0.012363634,-0.26376987,-0.1561151
CLDN11,0.020152537,-0.16431467,0.24862938,0.0018299298,0.101268366,0.0024525144,0.051953636,0.04058231,-0.06638592,0.0018020171,0.021910923,-0.007635629,0.010547591
TIE1,0.11578311,0.0035414451,0.22058809,0.00042042794,-0.09928377,-0.15438765,0.052554976,-0.19209471,0.33326542,0.37488207,0.03333031,-0.0050100214,0.0061576148
PPP1R3C,-0.058765907,0.106331706,0.08153399,0.017340083,0.003505217,-0.14643465,0.11730378,0.16069177,0.063587315,-0.11259923,-0.004662209,0.044830468,0.014963082
MMRN2,0.09155981,-0.0017504307,0.16815169,-0.052189242,0.27244407,-0.21276781,0.12324505,0.002525945,0.30245924,0.32194436,0.004858831,-0.08827717,0.06407006
ATP6V1C1,0.09576271,-0.094178714,0.077135295,0.05121334,0.049797907,0.34107417,0.07434502,0.13052568,0.20101821,0.0037320452,0.20374164,0.01944461,0.0027664318
ZFPM2,0.024429496,0.12031587,0.043134596,0.0012145414,0.051191844,-0.16763797,-0.16142593,0.1305505,0.03611815,-0.04708602,0.217145,-0.0062802285,-0.13472971
GAB2,0.19457838,-0.02464991,0.1487597,-0.04125161,-0.02221657,-0.002603508,-0.20080847,0.049439944,0.14465018,-0.05784916,0.09961907,-0.004052805,0.07015074
PTPN4,0.011299725,-0.17058823,0.31107077,0.0053008804,-0.08993152,0.0027445608,-0.1360707,-0.024333168,0.099140026,-0.13200463,-0.021683536,-0.11316152,0.022279033
MYL3,0.013671654,0.002926919,0.11413988,0.005724494,0.13620384,-0.085007794,0.22836751,0.14911895,0.07823778,-0.15021257,0.024949208,-0.01452354,0.16972847
TSPAN5,0.047124162,0.17922598,-0.026059987,0.07757798,-0.011787252,0.00022165485,-0.05132151,-0.083661996,-0.06042486,0.031032808,0.23607622,0.17914411,-0.21086626
BUB1B,-0.06334911,-0.005082722,-0.025813965,0.39949137,0.01784649,-0.01112843,0.00040084685,-0.012598236,-0.0014038128,-0.06918174,0.013654134,0.026463578,0.035935774
NDRG1,0.07619103,0.01071491,0.05836625,0.003486101,0.020299349,0.22682719,-0.1933859,-0.14256555,0.011196786,-0.110911675,0.19048332,-0.17548494,0.06846211
ZIC2,-0.025035085,-0.037808944,0.0018205831,0.07417667,0.11334214,-0.060657453,0.19514266,-0.029618712,-0.12538184,-0.04527303,0.15905157,-0.1962977,-0.3435775
CACNB1,-0.014885204,-0.06930642,0.19427584,0.026128821,0.023673631,-0.13520434,0.027551886,0.13484472,-0.12403652,-0.056975733,0.105218515,0.014299163,0.16873078
PRCP,0.118762724,0.0069951774,0.19247153,0.030585518,-0.05946225,-0.100077756,-0.022181112,-0.07486655,0.2503545,0.08590093,-0.10654829,0.024562731,0.14815043
GNA15,0.26159462,0.0059554526,-0.03939987,0.00044801243,-0.12363642,0.18780726,0.22113784,0.001477401,0.008710999,-0.018948575,0.033384804,-0.012543351,-0.015627248
LAMA2,0.010149475,0.31328863,-0.035326738,-0.0019217267,-0.08739691,-0.10600812,-0.1300657,-0.0015366588,-0.04580219,-0.14690304,0.12136966,-0.07220615,-0.036531232
KCNK5,0.009938271,0.018044215,0.07842634,0.0044257776,0.018776601,-0.12664965,0.01902546,0.10281402,-0.08199596,0.07821559,0.17079392,-0.03180385,-0.024166021
SNTA1,-0.045091927,-0.07942764,0.06942703,0.12655497,-0.0032479314,0.0274359,0.19320606,0.05027391,-0.15495506,0.03830538,-0.04085894,-0.020769382,0.11070152
MFAP5,0.06364409,0.3054491,-0.057735324,-0.0040869433,-0.0065016947,-0.18223049,-0.012495274,0.025066016,0.0883258,-0.059589956,0.014573875,-0.014424543,0.015538008
MYO7A,0.23332831,0.10136622,0.021305623,0.003323639,-0.090800025,-0.0682886,-0.054934364,0.04375508,-0.05054376,-0.068025164,-0.15895428,0.046652578,-0.034828134
MMP19,0.18222475,0.18300289,-0.115854904,-0.002148447,-0.09969758,0.016190186,0.023353627,0.13098986,0.112750396,-0.09020362,-0.15127231,-0.044955213,-0.08470525
HOXC4,-0.09556563,-0.019622616,0.1661735,-0.0040612635,0.09165422,-0.022563437,0.0116688395,-0.027962644,-0.1438044,-0.022858528,0.07504153,-0.13262157,0.022712426
GIMAP6,0.30541041,0.0055834316,-0.006548165,-0.0019493663,-0.025893934,-0.093735345,0.07260996,0.01659787,-0.076216705,-0.070125856,-0.07099382,0.11672566,0.0059259636
ANKRD6,0.03956179,0.05099017,0.09548153,0.028567642,-0.1672229,0.066992976,-0.0466856,0.04862501,-0.062069435,-0.05161176,0.0466628,-0.0012109313,-0.11410336
PYGM,0.054254673,-0.02818494,0.08384994,0.0002709457,0.0010282423,-0.20710814,0.1732833,0.112038866,0.13413136,-0.14798927,0.06799958,-0.0065625035,0.18498795
ARHGEF15,0.1142341,0.037272412,0.2115192,-0.013208606,-0.08476755,-0.28907093,0.0688626,-0.10708631,0.2834449,0.29265955,0.0019293968,0.037532527,0.076278806
LYZ,0.27372146,0.024214134,-0.028583102,0.0082822405,-0.014073891,-0.13778678,0.0030877176,0.094740935,0.0646676,-0.010432659,-0.012834642,0.012100726,-0.02864545
NFE2L3,0.08085008,-0.15134867,0.0575417,-0.00021297907,-0.065071374,-0.0008476349,-0.046901412,-0.04584198,-0.2658025,0.012854632,0.14135624,-0.027662156,-0.17634054
SH2D3C,0.16027474,0.0030593874,0.1808127,-0.0013598927,-0.055468388,-0.2764875,0.006176874,-0.19530562,0.17133297,0.30732504,0.07186014,0.0032264725,-0.06214889
EDNRA,-0.0025113176,0.22019812,0.030913364,0.0031327356,0.0036840057,0.01770391,-0.10187355,0.13861123,0.13904628,0.26007977,-0.11501487,-0.0063188686,-0.1729664
PLEKHG1,0.11960208,0.122016706,0.15790881,-0.011211376,0.010012027,-0.07531607,-0.13977835,-0.10301694,0.15760025,-0.008358901,0.07850794,0.042444617,-0.18755382
PTK2B,0.26290876,0.001967996,-0.001535055,0.0010295468,-0.2019775,0.12771544,0.0738671,-0.06077789,0.05492829,-0.116348386,0.09887775,-0.0102213025,-0.08986282
CHRNA5,-0.03476273,0.0017899531,-0.0061003016,0.11554746,-0.06343274,-0.046302386,0.14425279,0.10335232,-0.05860005,-0.037901487,0.10602799,-0.059755083,-0.16304924
RXRG,-0.014279655,0.13937671,0.013486842,-0.013179213,0.23385863,-0.0018472525,0.07005068,0.07178507,0.019001491,0.004248173,-0.034488562,-0.022656787,-0.03704443
MEOX2,0.014631103,0.0098976195,0.15235648,-0.044058446,0.26878968,-0.01720775,-0.13423757,-0.13163057,0.077467576,-0.053060904,0.013028462,-0.12171187,0.084627025
ANK3,0.00019408128,-0.032939777,0.28116587,-0.004551451,-0.05124031,0.036449995,-0.17114241,0.3623091,-0.13253488,-0.085689135,0.095541805,-0.010813931,-0.0045018606
ITGA1,0.13122201,0.021876575,0.13822585,-0.005997131,0.011724426,-0.09548746,-0.3018419,-0.046804514,0.15697081,0.081482954,0.011638653,-0.13501124,-0.0074985283
PIM2,0.14150217,-0.07893761,0.04180952,0.050558813,-0.030885328,-0.098829664,-0.046981424,-0.021167057,-0.28685707,-0.027216192,0.19046193,-0.035911795,-0.09912819
POLE,-0.08275004,-0.007963056,0.026188606,0.33846524,-0.006428258,-0.023341158,0.037995577,-0.124829926,-0.07275574,-0.00026823056,0.03456994,-0.009268842,-0.058213577
RNF180,-0.011693466,0.00015511614,0.09288644,-0.018132024,0.21509522,-0.005042959,0.07512341,0.14625289,0.0006305416,0.01413323,-0.057414345,-0.02948767,-0.08083598
ADRA1B,-0.008310661,-0.006997745,0.08697323,0.050119422,0.001448922,0.057960764,0.015942764,0.0991884,-0.13449515,0.23022564,-0.13937913,0.018854931,-0.04801468
IL16,0.101421125,0.20229983,-0.009295272,-0.0006392254,0.12384515,-0.2264223,-0.010822276,0.0036334388,-0.15719017,0.020517197,-0.06483737,0.07333746,0.002312798
DSP,-0.05582689,-0.030343687,0.15724471,0.0012201993,0.034207202,0.12351915,-0.098029,0.020363752,-0.18800768,-0.011454835,0.04013416,-0.15661575,-0.05234381
DNAJB1,-0.066596836,0.014497118,0.055155404,0.08100512,-0.18767227,0.045338266,-0.02180999,0.010896854,-0.20077968,0.11668536,0.134441,-0.31457147,0.07774947
EXTL1,-0.055836428,0.13175198,0.10658978,0.0021900479,0.016994944,-0.075560294,0.17551088,0.0528991,-0.09613581,-0.04854914,0.024901558,0.06923983,-0.027549628
NRP2,0.04982372,-0.10997779,0.23014104,-0.008297672,-0.038046863,0.1717973,-0.14735216,-0.015323139,-0.014823957,-0.012879146,-0.01066515,0.004164192,-0.014332508
CD14,0.25504005,0.0064714565,0.018516714,-0.05041464,-0.047654923,0.22246727,0.1777325,0.062154252,0.068341605,0.055139836,0.018792087,-0.015080717,-0.012488166
PIK3CG,0.2582102,-0.033866122,0.09568937,0.0108083105,0.3001574,0.20549196,0.0013088504,-0.0847751,0.14944136,0.01342386,0.058215614,0.08964046,-0.10978902
DYSF,0.020421296,-0.08984898,0.18350019,0.075203806,-0.11488985,-0.09484852,-0.186356,0.012529278,0.18300465,0.26475382,-0.11011686,-0.07733112,-0.012107941
ZDHHC14,-0.0034111459,-0.11656796,0.2421083,-0.0006705862,-0.14996201,-0.0051954715,0.071437724,-0.02926855,-0.039894883,0.08491505,0.00072508876,0.038659424,-0.053968728
FANCA,-0.07511846,-0.093428925,0.0072044856,0.23200163,0.08572792,-0.016947411,0.040130977,0.28662625,-0.010813453,-0.014036746,0.061366376,-0.11208826,-0.14133604
ELOVL4,-0.10756062,0.008660717,0.07601351,0.1172512,-0.0016884953,0.05132146,0.1348933,0.051175077,-0.04838454,-0.013982103,-0.09071311,-0.08337171,-0.15359817
ZFP36,0.13744752,0.004932537,-0.046586376,0.007297037,-0.04305459,-0.05297906,-0.012339975,0.11586812,0.053647608,-0.005978413,0.096015655,-0.3331984,0.13590987
DTX3L,0.15641904,-0.06959955,0.13311398,0.056933768,0.02077795,0.0024465849,-0.15667456,-0.13219054,-0.2093008,-0.00035660993,-0.08138492,-0.0106303375,0.31566367
CLK1,0.012315327,-0.02225749,0.14722688,-0.004055184,0.30231908,-0.0003581772,-0.011691921,0.24760763,-0.0048820954,0.03196357,0.017903242,-0.20943928,0.023430062
CLCN5,-0.06372177,0.103359036,0.029484153,0.16895409,-0.26416168,-0.024488878,-0.1784298,0.20898183,-0.04554124,-0.013500852,-0.1096087,0.059508126,-0.09291065
CLTCL1,-0.031152869,0.14475094,-0.011313572,0.11318718,-0.010957456,-0.010053742,0.043416854,0.39228472,-0.1760395,0.060184468,0.013631877,0.10317596,-0.20571645
CDON,-0.005338135,0.15706538,0.17697002,0.019163726,-0.0007175193,-0.059890088,-0.23155282,0.0024780366,-0.03288194,-0.20299006,0.025829922,-0.10560569,0.14609978
RUNX1T1,-0.030667868,0.30121937,0.03122123,0.07900668,0.007140089,-0.004366741,0.0035129162,0.086739406,-0.039936032,0.11479332,-0.031447653,0.1983558,-0.1055381
SPARC,-0.039096408,0.119607046,0.16679803,-0.11545858,0.0031991405,0.06621062,0.023038652,-0.24234243,0.21215767,-0.11815063,-0.39934877,-0.013107376,0.041449573
SLC25A27,-0.011816299,-0.13196008,0.22155869,0.0052251206,0.119792454,0.0016530814,0.019150207,0.13021116,-0.12293692,0.13780369,0.021739094,0.10552975,-0.0063654687
TPD52L1,0.018750818,-0.14147885,0.20290141,-0.058286346,-0.05088223,0.078101575,0.0035191923,0.10779727,-0.14174443,0.10784444,0.018691842,0.040552005,0.023715775
PTPN13,-0.04015615,0.0018758723,0.2848144,0.050757147,0.016629465,0.13634893,-0.18564968,0.048204135,-0.046553325,0.012954288,-0.06197551,0.18585028,0.018263413
MMRN1,0.07822771,0.0966923,0.03231733,-0.0020234562,-0.062717676,-0.22347835,-0.0964932,0.06564564,0.25234076,0.1454218,-0.023543209,0.014567124,0.020943405
ITGA8,0.057636146,0.19358952,0.11714946,-0.0405305,0.227871,-0.14979652,-0.19123456,0.01766748,0.10015497,-0.057499293,0.024567211,0.027988058,-0.010955628
CDH11,-0.042808797,0.04457126,0.27593473,0.067069516,0.23593055,0.15559725,-0.15430613,-0.17129178,-0.07757571,0.055534385,-0.2251128,0.030820312,0.01808331
TK1,-0.043318402,-0.078831606,-0.067327894,0.312085,-0.044444196,0.04587474,0.20822003,-0.0477662,-0.064408265,0.097004026,0.0014508029,-0.10300432,0.19601162
HTATIP2,0.12296761,-0.15781374,0.06208443,0.00529974,-0.04401009,0.054716825,-0.13337621,0.02217273,-0.050253447,-0.025217408,0.011290089,-0.0772655,0.19342892
TIMP1,0.1017709,-0.038118787,0.10057972,-0.001834333,-0.103349246,0.18534303,0.039676994,-0.060880464,-0.021872234,0.08711888,-0.012204161,-0.27565533,-0.033178393
PBX1,-0.024086328,0.075125106,0.16808122,0.13537998,0.029675694,-0.09764251,0.08544005,0.057908952,-0.020022145,-0.017582424,0.008691157,0.19763792,-0.11031608
CIITA,0.27409497,0.04071851,-0.038069475,-0.0315126,-0.04917276,-0.1348178,0.001032365,-0.008681503,-0.14218625,-0.07313125,-0.13459149,-0.05903141,0.00012923218
MDGA1,-0.0033824611,0.13049813,0.08840996,0.04699169,0.13862267,0.059715614,-0.085190065,-0.04755607,-0.083191656,0.16732696,-0.032361913,0.0083291,-0.18819577
ABCC9,0.03049309,0.15431456,0.13878107,0.010443925,0.2240163,-0.22097929,-0.097790584,0.078909755,0.20649002,0.03088793,-0.023221036,-0.0028507872,0.0072379
SORBS1,0.019338595,0.24845238,0.099270865,-0.0029620063,-0.05295995,-0.21787466,-0.10646244,0.15407474,0.042484824,-0.14670317,0.21031696,0.026346313,-0.03268866
SMAD6,-0.054396346,-0.15304118,0.27288327,0.0019939833,0.07298391,-0.033072244,0.25955543,0.011227249,0.02098594,-0.046195325,-0.0024150403,-0.12284666,0.21193193
STAB1,0.24934275,0.11722291,0.019551598,-0.0016039929,-0.046744324,-0.10618671,0.02338344,0.04202306,0.071671285,0.11066326,-0.19157884,0.10878553,-0.052240375
BACH2,-0.0019942047,0.2174376,0.04301849,0.0045768535,0.28068212,0.09831717,-0.07700026,0.1727818,-0.07613902,-0.031599708,0.21969227,0.020278225,-0.09156404
HR,-0.011167649,0.17053774,0.07927563,-0.007436751,0.15328458,0.017116375,0.10725178,-0.029747149,0.052028734,-0.056810163,0.12495427,-0.17474155,0.13842495
BIN2,0.31333986,-0.037815705,-0.0521574,0.04195022,-0.054896634,0.04359616,0.07097588,-0.019276919,-0.031215118,-0.05888174,0.0036660584,0.04115534,-0.0049492707
HSPB7,0.003063994,0.09439916,0.012780481,0.0013634829,0.10038584,-0.08279053,0.14873774,0.17106391,0.17776671,-0.23366487,0.07883779,-0.18183754,0.14985305
CELSR2,-0.03482173,-0.0033915623,0.1105846,0.013933697,0.22988302,-0.011986489,0.011263592,0.008915733,-0.12432761,-0.17843874,0.14629321,-0.12781644,-0.2637597
SCAND1,0.021996025,0.01856421,-0.037066013,-0.003175807,-0.16203806,-0.0703874,0.3631727,0.038356762,-0.19826147,0.2122314,0.11491854,-0.13466147,0.2775373
PLCL1,0.017664382,-0.001545154,0.16064799,0.026664741,0.18297723,-0.11958016,-0.009163933,0.2305545,0.23885998,-0.13352466,-0.021134913,-0.014636417,-0.06315534
ICAM1,0.20271069,0.14333567,-0.045398865,0.08740939,-0.11479473,0.14049394,0.107168354,-0.1442154,0.022945559,-0.071436375,0.11298639,-0.2070758,-0.0121928975
RALGPS2,0.0019606971,-0.006725759,0.03044305,0.12001934,0.025900895,-0.0032759039,-0.11787473,0.023129722,0.13924836,-0.07299332,0.011365954,0.07904636,0.012047624
C1QTNF7,0.050578687,0.22583112,0.10685875,-0.033297163,0.029548768,0.18516502,-0.08820168,0.18782009,0.0054215332,0.07111268,0.06941364,0.21423185,0.1077088
HCLS1,0.3090166,-0.004224102,-0.011452071,-0.0034405163,-0.07353151,-0.046061825,0.006016506,-0.042740475,0.015966043,0.08575697,-0.008774973,0.031814102,0.019453164
DENND1C,0.31391665,0.0017642217,-0.009883924,-0.0047513745,0.019574499,0.0077125914,0.12037645,-0.07331317,-0.083582364,-0.050368864,-0.024406478,0.05061143,0.0003510321
FNDC5,-0.0033216423,0.2107938,-0.006962864,0.03303163,-0.101625875,-0.08717489,-0.0032539158,0.026416326,-0.11242686,-0.04905297,-0.03659916,0.013774381,-0.08992833
KIFC1,-0.052742194,-0.06272534,-0.010578998,0.37556913,-0.2620031,-0.004502789,0.088719964,-0.094903655,-0.08839133,0.040038086,0.07628911,-0.027870638,0.13670552
RASL10B,0.009325519,0.09435444,0.011114943,0.104987934,0.18002836,0.04410497,0.23025763,0.004744078,-0.0910218,0.027168069,0.21241415,0.3585763,-0.042782832
HMCN1,0.028751357,0.34652254,0.036927287,0.060126804,0.3203981,-0.015112348,-0.13565658,0.038193665,0.05290299,-0.0035921172,0.012077014,0.025252115,-0.00022749534
CSTB,0.15700279,-0.005340645,-0.009145071,-0.00018485963,-0.08955178,0.3375248,0.26869076,0.09042746,0.14983393,-0.0048254593,0.098123394,-0.057635475,0.14265275
TBC1D16,-0.026886035,0.13494238,0.15914091,0.021707349,-0.036621515,-0.002049181,0.08745692,0.027408028,-0.21610397,0.07495358,-0.021840218,0.010227494,-0.26511657
SATB1,0.06782853,0.03548877,0.029350491,0.07531061,0.1775719,0.00182962,0.012660792,0.04470095,-0.023468643,-0.065247156,0.1260425,-0.016230512,-0.21826148
FGD5,0.1034228,0.062368207,0.22394477,0.00010628403,-0.19512393,-0.2157079,-0.15413713,-0.11264164,0.1601676,0.14558278,0.03635519,-0.006599739,0.00969769
SCUBE2,-0.0032267491,0.3020952,0.079749666,-0.06048119,-0.07367507,-0.09594325,0.011761513,-0.09487243,-0.011723669,-0.07431414,-0.07647352,0.14403006,0.1046128
MANEAL,-0.04409511,0.07066447,0.0048283497,0.016992522,-0.018812872,-0.11596591,0.07481134,-0.17470774,-0.10598617,-0.11084697,0.0790499,0.04676346,-0.18722242
ARHGAP18,0.17358418,0.0009365492,0.13684347,0.0534883,0.36927587,0.24030209,0.07253373,-0.0027891393,0.18863636,0.15324411,0.10445179,0.15365389,-0.023326611
FADS1,-0.047085635,-0.098451175,-0.04828598,0.22664051,0.005474025,-0.006923281,0.038402878,-0.1068316,0.09675408,-0.2131076,-0.05588859,-0.100896366,0.0014187782
MYO10,-0.043219082,-0.055929724,0.25850868,0.08211835,0.122304924,0.094391145,-0.1137162,-0.11223298,0.098178916,-0.07452338,-0.1507933,-0.02791843,-0.15117377
ABCC3,0.26442182,0.051988743,0.030529374,-0.009121692,-0.04405905,0.075989485,-0.028781692,-0.0798722,-0.09855881,-0.08131744,-0.0860451,0.03955718,-0.07525959
ANGPT2,0.0025917867,-0.04675,0.036249466,0.0053145485,0.0048388257,-0.16206694,-0.045504566,0.11975626,0.16586739,0.15228763,-0.0537434,-0.19153744,-0.048480533
SFRP1,0.008679012,0.21349984,0.099156074,-0.06260291,-0.013959975,-0.09752998,0.033964135,0.016787333,-0.087011896,0.010611735,0.03703124,-0.00036790982,-0.2920065
DMPK,-0.026014667,0.09933127,0.18352614,-0.057519704,0.05620952,-0.08930219,0.11702102,-0.009079509,-0.109767616,-0.09405428,0.11400022,-0.04139682,0.03720082
CRIP1,0.04136985,0.091289386,-0.018498205,-0.014340293,-0.076494485,-0.11807799,0.15609716,-0.22966346,0.03321507,-0.13199545,0.049882874,-0.33110687,0.30426076
CD2,0.2705992,-0.02116462,-0.05143139,0.003003541,-0.01316665,-0.13817523,0.00702378,-0.087578796,-0.20705451,-0.028794616,-0.06631705,0.04724623,-0.016565409
SUSD1,0.13407663,-0.16751854,0.18092301,0.0018689759,0.0016272146,0.004848441,-0.023687791,-0.170352,0.08174129,-0.16944736,0.0942419,0.038461253,0.01904555
DTL,-0.08495613,-0.0113606965,0.022107309,0.34372273,0.0032052186,-0.041096825,-0.04901859,-0.058108058,-0.080820434,0.0010898302,0.11849885,0.0043270877,-0.023322774
CLEC11A,-0.07674596,-0.08279123,0.20266561,-0.0012628596,0.00022617368,0.049558673,0.24291217,0.040002078,-0.01887158,0.096696034,-0.22708583,-0.1439714,0.129597
PER1,-0.052297793,0.090277284,0.047229167,-0.005649679,0.018189648,-0.061261896,0.0064955154,0.093086496,-0.11166038,0.010571937,0.00072768464,-0.030604817,-0.0043136873
RCN1,-0.035933558,0.2330709,-0.078015424,-0.0073118005,0.22083843,-0.08192866,0.08577449,-0.17679338,0.1558294,-0.02449252,-0.23495896,0.06290962,-0.0038802011
NOTUM,-0.06583311,-0.07428084,0.14816011,0.008944554,0.01654609,0.06833605,0.23563911,-0.0032792385,-0.13748513,-0.05229167,-0.029562477,-0.17857221,0.0018001104
CDCA8,-0.06550955,-0.011667044,-0.02225197,0.3955082,-0.11176554,0.00037114983,0.06863288,-0.10178022,-0.08200761,0.016106801,-0.015091481,0.008040808,0.060301844
C1QC,0.2870186,-0.01301842,-0.028173784,-0.011348554,-0.01795915,-0.114228964,0.06919512,-0.030949414,-0.21360314,0.002330856,-0.20112003,0.027181756,0.018312614
DDN,-0.091284916,0.013798698,0.038925886,0.120765194,-0.0047093485,0.03560486,0.13336484,0.07006711,-0.11665138,-0.079643615,0.023901751,-0.114484414,-0.016636187
GPRC5B,0.0477405,0.20411694,0.086327724,0.015218112,-0.10953424,-0.23835936,-0.02374885,0.16813025,0.15781733,-0.02483111,0.13417894,-0.14215927,-0.0131477285
PLK4,-0.03788885,-0.019989276,-0.02668601,0.390709,-0.024777701,-0.030514875,-0.10288426,0.00042072797,0.016412023,-0.018705063,0.011594406,-0.0066130306,0.0010021244
MFAP3L,-0.008643317,-0.13159783,0.19514008,-8.886084e-05,0.11354451,0.017074054,0.047638584,0.1945483,0.07612403,-0.13865855,0.047807436,-0.02041642,-0.01928278
