,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11
DKK3,-0.0008271661,0.37370455,-0.01879081,-0.11758197,0.10301741,-0.0139689045,-0.008036204,0.09098576,-0.057228994,0.028933136,-0.0148215415
DLX1,-0.008292519,-0.087178946,0.20054218,0.14262782,0.0947725,-0.06777075,-0.052313767,-0.04041513,-0.045895208,0.07413891,0.015398025
DLX3,-0.00022839922,-0.1754904,0.05879022,0.41845673,0.27260438,0.0012052029,0.0004659896,-0.01652983,-0.03805336,0.005494284,-0.0027708025
DLX5,-0.0012817829,-0.008202555,0.064686485,0.3289293,0.1113178,-0.0009826354,-0.08970513,0.0732264,0.116391376,0.011880182,0.010309099
DNAJA4,0.006091153,0.0034597893,0.10095426,0.10513176,0.10073682,0.114808664,0.0030044324,-0.011754725,0.009487028,0.26267865,-0.05542565
DPP4,0.021644847,-0.0012252678,0.0020355412,0.083373934,-0.02034335,0.5128074,-0.01208114,-0.0057997787,-0.023129143,0.0008404305,-0.0005734192
DPT,0.00027570626,0.1952847,-0.100792415,0.08320362,0.14925134,0.0044578845,-0.010457886,0.19570091,0.059845626,-0.31433377,0.008071746
DTNA,7.47771e-05,0.0014651485,-0.005067965,0.10550948,0.01674681,-0.13348404,0.0005162027,-0.028164241,-0.2554549,0.24408916,-0.0058290786
DUSP1,0.01054253,0.002706669,-0.05913919,-0.2072871,0.07398908,-0.0058633955,0.13843238,0.20964389,0.0006222622,0.07089189,-0.20716363
DUSP10,0.09395498,0.01963908,0.0260062,-0.13710493,-0.023375088,0.08784489,0.15804444,0.19580247,0.039777867,0.110053524,-0.24482599
DUSP2,0.09509749,-0.10062722,0.0011426574,-0.014235218,-0.10078023,0.41298136,0.0043049078,-0.037968192,0.08909749,0.10208069,0.04540606
EBF3,-0.0003810352,-0.00044400716,-0.0022401337,0.22755732,-0.02795101,-0.0041493666,0.2542553,-0.024028117,-0.08187444,-0.03356581,0.22772975
ECHDC2,0.0009945296,0.11029864,-0.0057302522,-0.013888243,0.16571517,0.03780642,-0.02073186,-0.013698935,0.014342475,-0.016704317,0.13941355
ECM1,0.052842416,0.18540172,-0.062420484,-0.016411036,0.0984734,0.05588882,0.06457967,0.23732613,-0.0014126111,-0.0055274055,0.0003863299
ECM2,3.9113507e-05,0.3785169,0.0003256576,0.01217849,-0.079180494,0.0005437762,0.016698772,0.12577441,0.09012633,-0.2130489,0.13178635
EDIL3,-2.825194e-05,0.39658388,0.019173015,-0.08296634,-0.06217627,0.06833309,-0.14563514,-0.07285674,0.0055211843,-0.13194162,0.000524084
EEF1A2,0.0007490659,0.004273573,-0.012918435,0.046344697,0.0013002539,0.26733646,-0.0034959305,-0.039708517,-0.017660514,0.25205833,-0.007766267
EFEMP1,0.007454418,0.28863448,-0.011835614,-0.09864665,0.01267739,0.003646683,0.02463446,-0.009990795,-0.11204995,0.088294365,0.010100711
EGFR,-0.0016002571,0.3096184,0.08717264,-0.08034739,-0.24141376,0.0053842673,0.11506556,0.039214104,-0.07534417,-0.010205457,-0.0052129375
EMCN,-0.00011171319,-0.07966839,-0.070464,0.049071528,0.067568205,-0.07471296,0.52226067,0.00080092286,0.0022658268,-0.034421954,0.15261233
EMILIN1,0.0014140151,0.124417305,0.1433343,0.23841456,-0.005951644,0.08203854,-0.003595173,0.01983224,0.2932707,-0.05563078,-0.07424275
ENC1,0.05527578,0.009017501,0.098584265,0.13598742,-0.02318916,-0.15974724,0.17008312,-0.1622938,-0.16974267,-0.015125808,-0.1266031
ENO2,0.0008704535,0.12674215,0.06687632,-0.0703386,-0.011434891,0.0060649533,-0.05142641,0.11799736,0.044046387,0.3291111,-0.108205326
ENPEP,-0.00018123006,0.16193114,0.12739204,0.18335354,-0.09677436,0.0056348583,0.09753553,0.0020372942,0.0018861762,0.009435841,-0.012834279
ENPP2,0.097764164,0.008841661,0.03316412,0.32717696,0.107819915,0.020017233,0.043379314,0.1531365,0.11010633,-0.038749143,-0.18115331
ENTPD3,0.0018263836,-0.08600367,0.013976926,0.20296405,0.25978625,0.045913987,0.08477121,0.03303557,-0.1365084,-0.20648342,-0.040123407
EPDR1,0.07112265,0.05340286,-0.030218601,0.15061721,0.12126802,0.15157178,-0.07908051,0.18959276,0.029615942,-0.121247284,-0.004218167
EPHA3,-0.003194828,0.059667323,0.0991241,0.24598303,-0.20293184,-0.0039564148,-0.0020396162,0.029149286,0.10580078,-0.06592465,-0.19087115
EPHB6,0.00696008,0.020916697,-0.0018233147,0.29688528,-0.2036468,-0.0065746414,0.030148018,0.094389044,0.09672469,0.107863665,-0.003558051
EPHX2,0.0011226054,0.00904632,0.060308058,0.24776338,-0.020896563,-0.0024407606,0.0056071263,0.008760312,0.018882688,0.2117853,0.028462173
ERRFI1,9.921088e-05,-0.0009895639,0.0018421743,-0.17491779,0.28408214,0.047293767,0.026701903,0.050133064,-0.073699415,0.02274878,-0.24544889
ESM1,-0.001248435,-0.055899728,0.025539527,-0.014366034,0.2671001,-0.01028085,0.02602636,0.0069788713,-0.17604326,0.17875016,-0.29025033
EYA1,0.0057203616,0.11837949,0.11483056,0.14307807,-0.20077968,0.089186765,-0.0005455437,-0.037730873,-0.13644211,-0.0016603278,-0.018447192
EYA2,-0.0054496904,0.27218917,-0.034406193,0.0023912336,-0.116985925,0.11634648,0.0077845803,-0.04857289,-0.001597072,-0.026704198,0.072305925
F11R,0.070703685,0.036133375,-0.0593897,0.01028035,0.02751119,0.00089697435,0.3776689,-0.014176356,-0.18844073,0.012441147,0.003070238
F3,0.0044531655,0.0017029332,-7.308423e-05,-0.11172602,0.20319127,0.002277659,0.014486786,0.110896155,-0.071699224,0.02672366,-0.14419207
FABP5,0.1073046,0.044586387,0.07455799,-0.19679725,0.03366286,-0.00061135157,-0.0092789745,-0.16345312,-0.043563124,0.043483697,-0.17224069
FAH,0.005584165,-0.17603225,0.082098894,0.15081087,0.12401036,-0.111319534,-0.013903348,0.008459398,0.009490908,-0.06840494,-0.066103555
FBLN1,0.0014757423,0.18773183,-0.017945468,0.19122157,-0.3050999,0.026946893,0.09720214,0.1966565,0.091920756,0.039073408,-0.061543297
FBLN2,0.0021691225,0.31451285,-0.03766614,-0.104045026,0.13053295,-0.011914463,0.18661065,0.002034942,-0.12139308,0.011360519,0.052673046
FBLN5,-7.94058e-05,0.23377366,-0.06265162,0.1447794,-0.17847005,-0.006318508,0.13410492,0.20321377,-0.04002706,0.0031570375,-0.020894991
FBN1,0.04334058,0.29881215,-0.013968627,-0.08767166,-0.030408759,0.007813545,0.15813391,0.26353225,-0.12804197,-0.01867069,0.0018550348
FBN2,0.0041746246,0.16704045,0.09988875,0.04444069,0.037336532,0.007865931,0.063056834,-0.21908075,-0.1789381,0.18321912,-0.0019379008
FEZ1,-0.0034796176,0.12898377,0.0153968865,0.06381414,0.00698927,-0.003845479,0.05042526,-0.17587662,-0.030641004,0.23390077,0.03125631
FGFR1,0.0005304691,0.070485294,0.027102811,0.3475103,-0.012816624,0.08050846,-0.13294536,0.23938665,-0.008077144,0.000604852,-0.13507798
FGFRL1,-0.0088289,0.31928292,-0.004070028,-0.032191176,-0.04308107,-0.014962671,0.0008981816,-0.10591099,0.067895226,0.24791315,0.0018454317
FHL1,0.00010291829,0.30801037,-0.0032045422,-0.068575695,-0.111782596,-0.033303734,0.07715229,0.022479191,-0.06517636,0.049493454,0.013338253
FJX1,-0.0021116862,-0.027739966,0.0018081057,0.16702162,0.034273308,0.14586216,0.200789,-0.011383823,0.118456356,0.09041298,-0.0034517574
FLNC,-0.0061557265,0.25588912,0.0685301,-0.115237415,-0.17178454,-0.011008662,-0.001156583,0.020590892,-0.11421788,0.073946744,-0.041705273
FLRT2,-0.0036503011,0.31899998,0.14568755,0.11076634,-0.16271251,-0.0016135329,0.0038669354,-0.035135012,0.04402164,-0.035190675,0.0058765467
FLRT3,-0.00053402374,0.21582279,0.16132753,0.09937638,-0.15719175,0.067614615,0.11134412,-0.07900505,0.15145461,-0.033303704,-0.06364609
FMOD,-0.0011310491,0.273787,-0.13525799,0.115554534,0.06621567,0.0005958849,-0.0056234743,0.2384306,-0.01710192,0.03198508,-0.01851739
FNDC1,0.001153756,0.42481977,-0.08122864,0.09004341,0.013835206,0.0030211525,-0.021875102,0.008607832,-0.043780092,-0.09151454,0.08559855
FNDC4,-0.0011907921,0.22264612,0.0006733623,0.014126632,-0.0033247243,-0.00049535977,-0.0037872626,-0.22877918,-0.0021514066,0.021123776,-0.08832561
FOS,0.004804203,-0.020596212,0.004925247,-0.11963323,0.17232977,0.010475436,0.1584211,0.19249077,-0.020053182,0.0958189,-0.25956675
FOSB,-0.01568901,-0.0016850915,0.0035297186,-0.07508224,0.14486724,-0.0025141384,0.18635434,0.175262,0.0130849285,0.116897345,-0.13833432
FOSL1,0.0049745976,0.027240261,0.0640773,-0.2597724,0.05423883,0.0018446214,0.0036106957,0.31031096,0.09892719,-0.017254597,-0.30934256
FRAS1,0.004712345,0.14045738,0.045811106,0.0002650723,-0.03927038,-0.008521044,0.01100165,-0.06691165,-0.099151716,0.1273653,-0.013955778
FRZB,-0.0005836706,0.12023417,-0.011983604,0.0982968,0.08115407,-0.17330392,0.0051561426,-0.05151719,-0.13024814,0.20756234,-0.012935599
FSTL3,0.028810328,0.102471665,-0.014971306,-0.12032594,0.04964986,0.32728866,-0.021785973,0.06812515,0.1586861,0.19961922,-0.0056025707
FZD1,-0.0014614434,0.42903408,0.019590728,-0.11232044,-0.07094653,-8.645672e-05,-0.0047458205,0.02212842,-0.0980761,-0.02331684,0.0010439188
FZD3,-0.0032628854,0.08175064,0.14697121,0.03163694,0.0030523797,0.02353921,-0.004490045,-0.15173657,-0.04086365,0.16861255,-0.018687733
FZD7,-5.1464245e-05,-0.07478133,0.0673902,0.21767823,-0.081525795,0.019876178,0.10422557,0.22584702,-0.111843325,0.12278394,-0.14175606
GABBR1,-0.009361387,0.14649491,-0.004108851,0.20394267,-0.04164993,-0.022225423,0.003747837,-0.0067996345,-0.032617074,0.24159029,-0.010578088
GABRE,0.00023711417,0.20802641,-0.0008022585,0.05940799,0.0043368526,-0.023505494,0.15570012,-0.1937855,0.03351052,0.041694593,-0.016127592
GALNT14,-0.012058177,-0.099877015,0.009463888,0.23754421,0.10122942,-0.001314715,0.0037544246,-0.10479564,-0.19341622,0.12074406,-0.00459505
GALNT3,-0.00026734604,-0.056669306,0.0039203684,0.33983752,0.21534921,-0.0011990772,-0.088445775,0.066173196,-0.11147207,0.049162146,-0.014310209
GAS1,2.4324914e-05,0.23261274,-0.032239985,-0.099820405,-0.09864804,0.044036612,0.16003314,0.15448909,-0.016005183,0.04802129,-0.004412979
GCNT1,0.073770165,0.057710864,0.08723997,-0.011874394,-0.108223476,-0.005834873,-0.0032655145,-0.012383206,-0.06405247,0.075470634,0.0028941166
GHR,-0.0012059814,0.13166398,-0.025588498,0.29409027,0.00051349093,-0.07849587,-0.0019633835,0.13815273,-0.29914474,-0.06126835,-0.01726949
GIMAP4,0.32358164,-0.007782301,0.0063912156,-0.04819416,0.047596913,-0.1712983,0.014756802,-0.022982104,0.09935191,0.003948999,0.14422332
GIMAP7,0.3046912,0.0010373937,0.003422996,-0.04573606,0.007215516,-0.16780204,0.016594531,-0.04802572,-0.009685419,0.08234833,0.13555406
GJA1,-0.0036137744,0.19468923,0.087113395,0.10092456,0.16066566,0.14475326,-0.07613471,0.04230804,-0.18144836,-0.21183683,-0.034852732
GLDN,0.04808577,-0.015297117,-0.029328322,0.32160357,0.041918546,0.023879454,0.09666716,0.26541442,0.04375335,-0.075311765,0.0005075085
GM2A,0.075503364,-0.082767844,0.028335731,0.1271555,-0.0016882687,0.25171033,-0.009578666,0.0053504696,-0.02717843,-0.119692676,0.004184204
GNPTAB,0.07985867,0.0001842375,0.049854737,0.074363366,-0.011572244,0.4690551,-0.0021100985,0.06967925,-0.18127349,-0.07403286,0.06436547
GPC1,-0.043704163,0.20156837,0.0064957547,0.19746508,0.12960479,-0.022565622,-0.118557334,0.01452496,0.27458912,0.023665622,-0.08850502
GPC2,0.01575807,0.032097194,0.18239772,0.10296908,-0.06601769,0.035180755,0.015694106,-0.16273017,0.0032492022,0.1304639,-0.027592083
GPM6B,0.009547322,0.027140694,0.15515251,0.22537059,-0.1446992,-0.00062215776,0.10736617,-0.079946004,0.042127423,-0.006683602,0.055017136
GPR137B,0.06491185,0.00062922924,-0.0076392046,0.0688091,-0.0015618854,0.48584497,0.0001301029,0.06883325,-0.06463217,0.0017210722,-0.085042484
GPRASP2,0.0073429532,0.09105401,0.06671408,0.18753628,-0.087089024,-0.010082494,0.0075432574,-0.07657674,-0.19044541,0.09333495,0.027924439
GUCY1A2,0.0004995686,0.19529995,0.010587709,-0.07409751,0.12360423,-0.0014726364,0.25461593,-0.071240135,-0.18095623,-0.013917344,0.020444967
GZMB,0.21517736,-0.030405711,0.01501875,-0.12067389,0.006662448,-0.010136033,0.033277363,-0.0047362694,0.08035046,0.13435471,0.08578133
HAPLN1,-0.00041022123,0.4048199,0.017493986,-0.012262617,0.0099434415,-0.008721857,-0.119760245,-0.079026096,0.10581695,0.07244682,0.0018436218
HAS2,0.0008936421,0.30927208,0.086017855,-0.12052224,-0.029943917,-0.005190138,0.0016670813,-0.07942685,-0.020554956,-0.06694182,-0.051611837
HCK,0.22217382,-0.16761905,0.081997775,0.14076608,-0.08040137,0.015935041,0.010067862,0.029768653,0.26476777,-0.07229076,-0.24613714
HERC5,0.15339386,-0.08830755,0.11062313,0.03174034,0.107559286,0.0865342,-0.018951986,0.2731228,0.10780565,0.16704006,0.3594059
HERC6,0.17572244,-0.045120873,0.05782795,-0.04214732,0.20818692,0.00038416675,-0.00016572814,0.35506043,0.134427,0.006025726,0.3697872
HES4,-0.004831378,-0.10214198,0.08867574,0.2320094,0.1525619,-0.009091239,0.3541762,0.07583344,0.19716461,0.07457021,5.060409e-06
HEY1,-0.0050694603,-0.17268978,0.085625075,0.2982946,0.10210281,-0.0037006428,0.13489023,-0.065601505,-0.03155725,-0.057477992,-0.07916448
HEY2,0.00020614352,-0.08049692,-0.0063820784,0.2885992,0.09212448,0.10847885,0.1566268,0.1872184,-0.039630424,-0.024721432,-0.037523504
HEYL,9.806022e-05,-0.0069572465,0.0060324515,0.14716327,0.15500344,0.0050338283,0.49652207,-0.002905336,0.0881289,-0.03302002,-0.014683706
HK2,0.00018987243,0.08409974,0.17862298,-0.15366201,0.02948441,0.0023823152,-0.09808934,0.019052595,-0.02265722,0.18266438,-0.31698537
HMOX1,0.20350242,0.00057937164,0.032125328,-0.11794511,0.01165667,0.0014741578,0.05493099,-0.02591384,0.048424575,-0.13284184,-0.29154557
HOXA5,-0.002217955,0.0009561556,0.104062885,0.23639573,-0.08684086,0.022390712,-0.009095565,-0.0040369458,-0.024667088,0.060069848,0.05012053
HOXB8,-0.0021290139,-0.003784757,0.01830259,0.17946886,0.049825415,-0.023421843,0.0017421616,-0.011265554,0.005093835,0.16745508,-0.06994131
HOXD13,-0.0008253464,-0.072346345,0.18796715,0.26592034,0.010708599,-0.06483207,-0.04115961,0.091651194,0.056453567,0.08992568,-0.00097232836
HRH1,0.000112104906,0.24334085,0.08503113,-0.013050887,-0.16758674,-0.02563212,0.23777927,0.018932318,0.017288228,-0.022867162,-0.005784806
HS3ST3A1,0.004378086,0.17074093,0.110274516,0.07668809,-0.18042025,0.002562186,0.0082469685,-0.047359955,0.07180021,0.13010891,-0.112787366
HSPA12B,0.00072108465,0.3350842,-0.0033260447,-0.0368637,-0.0013830957,0.00018361225,0.217569,-0.08372394,0.0334902,0.02908201,0.17061353
HSPA2,0.0019426738,-0.007482243,0.104980804,0.22069511,-0.0067371703,-0.0046115275,-0.00039579257,0.18299295,0.045584474,0.08163116,-0.005143221
HSPB6,-0.05757551,0.22180636,0.015926948,-0.069583684,-0.0026519536,-0.045553435,0.09484587,0.009946705,0.0115234535,0.009966493,0.006928886
HSPB8,-0.062214587,0.041315414,-0.012448589,-0.008035262,0.14988153,-0.023244048,-0.00064629276,0.21351379,-0.03318744,0.13883635,-0.06300134
HYOU1,0.009086706,-0.069224894,0.22461663,0.028598083,0.19703329,-0.00057012954,0.009992004,0.10178911,-0.12515624,-0.011368903,-0.10527709
IBSP,0.00040934433,-5.9091886e-05,-0.0011984274,0.2633843,0.35828623,0.1467138,0.0019175442,-0.24863115,0.030160166,-0.008056169,-0.016868971
ID1,-0.07226051,0.0061289067,0.05404869,0.09432077,0.1932296,-0.0028406195,8.321658e-05,-0.013196544,0.36489946,0.0137266,-0.023142854
IER5L,-0.00043778744,0.14807351,-0.008794127,-0.15178946,0.000928701,-0.0011807792,0.17334583,0.056888066,0.26122868,0.19644059,-0.026345287
IGF2BP2,-0.00024299075,0.0008612341,0.100712724,0.063565165,-0.005476898,0.0034755291,-0.01139773,-0.056147557,-0.097805284,0.1892443,-0.023415076
IGF2BP3,2.3285835e-05,0.017228726,0.14634445,-0.04273378,0.22943152,-0.0022391016,0.23915555,-0.21996856,-0.14720474,0.11933565,-0.12361122
IGFBP4,0.11231467,0.23968723,-0.030156188,0.08485746,-0.13063216,1.9545256e-05,0.24640004,-0.0066270386,0.0728809,-0.09115067,0.0038078274
IGFBP5,-0.0010717117,0.23418693,0.10557746,0.12743457,-0.01805092,0.0024336784,0.15439367,0.0039796373,0.10607511,0.05475488,-0.106239386
IL10RA,0.318298,-0.0031044027,-0.0013362188,0.0037763857,-0.00044342794,-0.057063088,0.09058264,-0.013683293,0.04679553,-0.027728327,-0.015670627
IL11RA,0.0031353524,0.3482467,0.0061296183,-0.0007232088,-0.11725405,-0.00011012005,-0.0012353675,-0.15417688,-0.01329109,0.28381747,0.14735778
IL1R1,0.00055823545,0.043053024,-0.086516894,0.15488723,-0.0033556118,0.0071426225,0.05662166,0.29475686,-0.24555005,-0.14409612,-0.1340631
IL1R2,0.09832237,-0.06904347,0.0022290929,-0.11066224,0.006345929,0.18720877,0.0213665,0.11909073,0.056045637,-0.032656427,-0.041386396
IL21R,0.16739386,-0.0025754399,0.003389344,-0.007858131,0.09784268,0.14828347,0.06482213,-0.009601226,-0.009567175,0.13973765,0.0056343153
IL2RB,0.26486057,-0.0034330091,0.06856831,-0.018346539,0.019590257,-0.08667507,0.025074389,0.011823025,0.009335871,0.174383,0.16690607
INHBB,-0.000359835,0.10260511,-0.04442281,-0.13494313,0.10853583,-0.009251171,0.1945433,0.07049289,-0.0042427573,0.18330294,-0.28255075
INSIG1,0.0009701236,-0.00041570037,0.09467637,0.016004534,0.012524745,0.4261491,-0.02548519,0.11895047,0.0047314265,0.02116208,-0.011910247
IRF8,0.3287921,0.0057471534,-0.00029293998,-0.006588814,-0.0042952653,-0.15854213,0.08858788,-0.04805346,-0.06024605,0.08762184,0.032288287
IRX2,-0.00020338495,0.058556903,0.09101525,0.13182886,-0.013619955,-0.022387836,-0.021557504,-0.03962891,0.14008267,0.1934107,0.009833945
ISG20,0.22857313,-0.0012912761,0.07137377,-0.1760223,0.16274302,-0.066992246,-0.010964828,0.22464283,0.2722381,0.21292435,0.16460724
ISLR,0.00080575614,0.25587744,0.0013956947,0.12132051,-0.24882591,0.0010229988,0.09343331,-0.0622091,0.103228256,0.10954573,-0.03392388
ITGA10,-0.0016073339,-0.0029240916,0.088337064,0.30315638,0.18212219,0.027683819,0.0003716963,0.024661707,-0.010719119,0.022636348,-0.07822419
ITGA11,0.0014016833,0.30070707,-0.009349772,0.08686624,-0.12666541,0.15090612,-0.12364378,0.2114589,0.09444556,-0.19195265,-0.113557845
ITGA2,0.00044988806,-0.06028751,0.0637939,0.038028922,0.15224098,0.39006028,0.20490785,0.074710816,-0.14514284,-0.048753373,0.025835544
ITGA4,0.12883049,-0.0076836576,0.18352687,0.015849898,0.03634714,-0.06918933,-0.0043021953,-0.19249877,-0.09276183,0.009284101,0.06111604
ITGAL,0.32262748,-0.026016882,0.045402844,-0.020629343,-0.008996101,-0.078871645,0.0009130343,-0.032130253,-0.0854656,0.048925936,0.0017462913
ITGAM,0.3004628,0.04217332,0.005955767,-0.035894528,-0.07755785,-0.0043846765,-0.007916906,-0.09575677,-0.03559533,-0.1190871,-0.25663412
ITGB2,0.33028653,0.0045735477,-0.0008413677,-0.066519246,0.0029053302,-0.0039793607,-0.0008071091,0.0010293067,0.054512337,0.026641957,-0.13326997
JDP2,0.034014978,0.09970451,-0.011224047,0.10860731,-0.008436672,0.47001457,0.0026626368,0.10921293,0.068593815,-0.080488674,0.0033296735
JPH1,-0.03198829,0.12295312,0.007048355,-0.0032224252,-0.006981344,-0.075985394,0.0060120425,-0.084712684,-0.20842491,0.3048983,0.12025942
KAZALD1,-0.05842647,0.011442043,0.025696747,0.23638958,0.25036612,-0.111652516,-0.002357538,-0.12288997,0.027270293,0.03673728,0.1464167
KCNG1,-0.007644752,0.015123839,0.122458465,0.09878341,0.14562637,-0.009005512,-0.006141469,-0.045955878,0.017911345,0.18908854,-0.2004764
KIF20A,0.0014555601,-0.048953597,0.37686524,-0.0008645664,0.017808482,-0.0033968822,0.0019906966,0.060929418,-0.020328173,-0.11023303,0.008834454
KIT,0.0004998343,0.034717247,0.055759415,0.26942462,-0.095730655,-0.10192334,0.15322869,0.018043043,-0.09734839,-0.058192678,-0.00112402
KLK4,0.0005485218,-0.07547212,-0.050028894,0.17975068,0.24046534,0.10272451,0.011457154,0.047368824,0.013730913,-0.21464503,0.0753314
KNTC1,0.006112952,-0.02641874,0.33047724,0.03481283,-0.012263715,0.0062380736,-0.0048887045,0.057936504,-0.053127572,0.007922005,0.016313039
LAMB3,0.0073638163,-0.12006877,0.004406834,0.11525636,0.013601953,0.09862281,0.10301132,0.14581881,0.06695635,0.08420234,-0.10992261
LAMC3,-0.0015780731,0.13025655,-0.0458977,0.31549168,-0.070174545,-0.011074462,0.0013828025,0.116134524,0.0014659569,0.21306518,0.0065119034
LAYN,0.0010495224,0.1318852,0.017914617,0.012990083,-0.098361485,-0.012216622,0.15470405,0.1331687,0.038526352,-0.18002199,-0.011324269
LCP2,0.2955254,-0.07613825,0.0098079275,0.06713041,-0.06791841,0.0046912874,0.08484763,0.010026346,0.07446037,-0.016794257,-0.0067287725
LDLR,-0.004814714,0.11005468,0.18403761,-0.01956318,0.11778914,0.00037149282,0.0044680093,0.18227279,0.046640553,-0.011176954,-0.021799132
LEF1,-0.004140834,0.082705215,0.10993132,0.30863506,-0.0456171,-0.0011565132,0.10577674,0.066656396,0.023387965,0.015554236,-0.1163236
LIFR,0.0007132793,-0.19027337,0.08792305,0.36078566,0.02164991,0.05187437,-0.003080475,0.11484589,-0.19221236,-0.11085481,-0.0663932
LOX,7.553887e-05,0.23158666,0.0018684958,-0.096008055,0.46140966,0.0039791656,-0.11673562,0.002247127,-0.2569255,-0.06296186,-0.019140474
LRIG3,-0.0005983541,0.32723945,0.082778566,-0.008126582,-0.14802873,-0.007145182,-0.0028014763,0.010824008,-0.08879717,0.03491293,0.004337128
LRP4,0.00067119824,-0.09321251,0.10351609,0.35646382,0.11170713,0.0026479925,-0.0025878705,0.0025915026,-0.055199213,-0.02284353,-0.0056126486
LRRC15,0.0020097797,0.21050592,-0.035807446,0.112796284,0.07356734,0.13679586,-0.07874636,0.17740475,0.032603696,-0.16620561,-0.12582658
LRRC17,-0.00044976518,0.33240998,0.004886968,0.0026862398,0.06254872,0.002957014,0.0075329416,-0.07921103,-0.04190845,-0.23209773,0.0061027473
LRRC25,0.28468552,-0.0025060382,0.0014214722,-0.018642962,-0.0659884,0.18379843,0.0011166594,-0.09186505,0.1336804,-0.11771269,-0.08682447
LRRC32,0.011388558,0.19723058,-0.0077853636,-0.09710541,0.023758994,-0.033814814,0.35348627,0.12397213,0.03288756,-0.093408614,-0.1900434
LRRN1,0.0021093546,0.14679705,0.01923254,0.20523879,-0.0221937,0.0015357558,0.010352203,-0.087877244,-0.104419895,0.05481054,0.052064247
LRRN3,-0.00043416553,0.24902973,0.08763532,0.15429744,-0.020591877,0.03986117,-0.019992141,-0.18011858,-0.0026435014,0.102836244,0.0026008342
LSAMP,-0.0009588712,0.11636567,0.014477425,0.12878405,-0.12198147,0.0031091236,-0.0068338094,-0.010228658,0.032487568,0.12409789,-0.0014695143
LSP1,0.07821846,0.26927334,-0.06464092,-0.16450164,0.09807844,-0.0074354257,0.1839505,0.0011035352,-0.009416243,-0.103796236,0.21260078
LTBP2,0.07717403,0.04671851,-0.090999424,0.24993418,-0.17526464,0.0006223198,0.033827227,0.1990459,0.0033144844,0.12120239,-0.14586443
LTBP4,-0.0086074425,0.2738638,-0.07724955,0.052803677,-0.058135793,-0.0112430155,0.130679,0.043387603,0.0515736,0.35987416,0.03706355
LUM,0.00064894394,0.34405777,-0.1306471,0.004947603,0.116663024,0.016632922,-0.16690803,0.26198736,-0.026880369,-0.27531666,0.023212858
LXN,0.00059010985,-0.12571132,-0.040633757,0.15109462,0.17614281,0.01598476,0.11675442,0.18460044,0.08687857,0.0012074662,-0.01757035
MAB21L2,0.0013116694,-0.004298738,-0.094733626,0.12462279,0.11294669,0.024076877,-0.05257254,0.0793223,-0.14873035,0.027634092,0.026018402
MAF,0.11533773,0.25085768,0.009896149,-0.020217348,-0.16924782,-0.08146722,0.12229946,-0.054648243,-0.05018605,0.004805992,0.010541901
MAMDC2,0.0003431862,-0.00044557318,0.009526572,0.26712105,0.3417808,0.0944862,0.005423144,0.085872084,-0.09073594,-0.17195289,-0.025798941
MAP2,-0.00037909579,-0.16450472,0.08239904,0.32990843,-0.013166574,-0.0080042565,0.025641162,0.12934506,-0.08875447,0.12348209,-0.031375393
MAPK13,0.117215075,0.05964386,0.06896297,-0.08094983,0.034428414,0.32912743,0.0223317,-0.17781255,0.112246685,-0.014601391,0.009766924
MATN3,0.07198522,0.21910638,0.07114842,0.11332397,-0.05742022,-0.005842487,0.0017473524,0.041206762,0.18200286,0.036707412,-0.015184955
MET,-0.00093320524,0.005285917,0.08545825,-0.13742445,-0.100759014,0.33291906,0.07474716,0.05077626,-0.3455099,0.12190984,0.16526783
MFAP2,-0.0065709758,0.29844952,0.019719284,0.11763309,-0.11664657,0.12985016,-0.005992474,-0.027628822,0.17949112,0.15024658,-0.08798787
MFAP4,-0.00026256446,0.37174803,-0.010411869,-0.10904151,-0.21801996,-0.009721,0.11440119,-0.04949884,-0.015811019,0.11392758,0.018907731
MGLL,0.0019575309,-0.11168206,-0.07796498,0.31110248,-0.045636915,-0.011909597,0.20624706,0.008853125,0.016658226,0.031139793,0.055973273
MGST1,0.16073859,-0.024661656,0.026742449,-0.08886781,-0.07530094,-0.08712341,-0.011896269,-0.06548436,-0.048571534,0.14015605,-0.06799482
MMP11,0.06339308,0.07789057,-7.673471e-05,0.061634544,-0.10915646,0.0058414107,0.009100147,0.12744384,0.12369614,-0.071560204,-0.044368356
MMP12,0.071710214,-0.001086756,0.00012271393,-0.07565249,0.23191288,0.20125689,-0.0028313715,0.057604007,-0.027521545,0.09639682,-0.2471006
MMP13,0.001639033,-0.010727706,0.015255041,0.15748455,0.033045862,0.2842457,0.10477767,-0.09627576,0.09270916,0.018052634,-0.0059101223
MMP2,0.0009064392,0.42219257,-0.059709802,0.008523362,-0.016725555,-0.0032190287,-0.010976772,0.052655127,0.036860533,-0.10790005,0.0038762677
MMP9,0.03103124,-0.04195383,0.026910616,0.10962862,0.1004475,0.48910943,0.060964502,0.045077212,0.09324766,-0.0045028743,0.008228769
MRC2,0.0009628819,0.02162018,0.02768892,0.3524361,0.10850954,0.12908158,-0.06804971,0.0025674151,0.08609481,-0.22612084,0.005991112
MSR1,0.32963458,0.075987905,0.0064280275,-0.070518896,0.0151654035,-0.17195232,-0.09931479,-0.005874662,-0.03567902,-0.14403223,-0.13466398
