,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11
TNFRSF11B,0.0009990499,0.1848704,0.037944786,0.1321622,0.21400604,-0.1478182,-0.0076459777,-0.009929793,0.09183883,0.14912899,-0.12085995
TNFRSF12A,0.010557347,0.134736,0.0025203836,-0.30650738,0.09344662,0.10025588,0.00032648383,0.14436914,0.14321631,0.0011487328,-0.24838504
TNFRSF19,0.0016713723,0.22538334,0.14428721,0.1617601,-0.19005798,0.08352265,-0.019508857,-0.10633676,0.0477914,-0.023646576,0.05487471
TNFSF13B,0.3121174,0.04150843,-0.006958601,-0.11573324,0.092943095,-0.17547722,-0.0044328356,0.009257569,0.006475485,0.06623881,0.019762078
TNN,-0.051044274,0.37058973,0.0030488563,0.034751322,0.14680354,-0.009149536,-0.095985346,-0.035350896,0.08024188,-0.16074552,0.0023028953
TNS1,0.00047003134,0.3231162,-0.019090064,-0.10020698,-0.13220595,-0.004587166,0.22153777,0.07512108,-0.10419254,0.028867962,-0.018932719
TP53INP1,0.112738766,0.0015920587,-0.0016507555,0.18370792,-0.1411948,0.06945628,0.06264832,-0.042881798,-0.18260896,0.14015202,0.11528696
TPM2,0.001454517,0.022580516,-1.8996667e-05,-0.16237774,0.07154441,0.004704517,0.011729766,0.088744506,-0.019808952,-0.12292817,-0.018989721
TSC22D3,0.010073764,0.009249652,-0.101374194,0.13618615,-0.17745759,-0.013177146,0.032604787,0.1571676,0.08025899,0.11579074,-0.026830843
TUB,-0.08310943,0.18129152,0.05053762,0.13903429,0.08659375,-0.07845392,-0.028344741,-0.011868587,-0.15408845,0.016395856,0.037710954
UNC5B,0.00094566983,-0.06983895,0.08012384,0.3974268,0.1348509,0.026200222,0.020172315,0.101791285,0.013375645,-0.033209316,-0.14175037
VANGL2,0.0019674143,0.027403528,0.12783194,0.2581071,-0.20636308,0.0015107978,0.004240177,-0.02226768,-0.06377956,0.19064724,0.046300896
VCAM1,0.13119683,0.19915232,-0.0025577124,0.024951259,-0.13469884,0.007826343,0.13537972,0.07327981,-0.0180327,0.03672899,0.041129157
VDR,0.0800478,0.046455443,0.14117827,0.20470315,-0.015097369,0.12535687,0.07433601,-0.07517737,0.10206469,-0.046074294,0.009509579
WNT5A,-0.00046708505,0.06636302,0.124104306,0.0655705,-0.08231993,0.022023061,-0.013548329,0.08057814,-0.06460304,0.07205209,-0.28951403
XPR1,0.044953607,-0.06859569,0.1241064,0.1251117,0.07304373,0.4145655,-0.050693456,0.001863554,-0.28707895,-0.012865146,-0.010240855
ZNF521,0.00031336336,0.40929815,0.017220894,-0.04200161,-0.1730274,-0.05656422,0.009523517,0.0036050088,-0.10569725,0.11343306,0.023316897
