,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,group
DOG2::81_1904_tumor,0.17729421,5.613068,-2.5852368,-1.9022739,-0.21160078,0.87436116,DOG2
DOG2::82_1905_tumor,-1.9400499,0.1203992,-1.9706815,2.4513597,3.2099984,1.3584592,DOG2
DOG2::83_1907_tumor,-0.46659437,-1.9453769,2.1760361,0.75816923,0.31263638,-1.6588497,DOG2
DOG2::84_1908_tumor,3.3424518,3.4270666,0.9071301,-1.2797143,-0.22317453,-1.9526368,DOG2
DOG2::85_2205_tumor,-0.2186428,0.25481564,0.38824758,2.4813967,-1.2241234,2.3151462,DOG2
DOG2::86_2215_tumor,0.8636911,-1.5962336,2.391725,-1.9048526,-1.5864938,-1.3697112,DOG2
DOG2::87_0204_tumor,2.8026085,-2.1762123,0.34779036,1.0224727,-1.7897791,1.1085782,DOG2
DOG2::88_0712_tumor,-5.0636907,-0.59857315,2.569779,-3.1510518,0.4019017,0.5590958,DOG2
DOG2::89_0216_tumor,1.7342385,1.6602521,0.34805915,-2.2527266,-0.3457917,-0.5122092,DOG2
DOG2::8_0335__Tumor,3.5570135,4.880028,-4.558669,-2.1582716,-0.28820288,1.4298822,DOG2
DOG2::8_2202_Tumor,-3.9096503,2.1227865,1.4721985,0.6781061,1.1012762,0.53671587,DOG2
DOG2::90_0224_tumor,1.0896572,-0.442079,1.0843158,1.6062979,-0.35482633,-1.0980513,DOG2
DOG2::91_0402_tumor,-2.51611,1.04643,2.8881602,1.6115324,2.9279852,-0.035447307,DOG2
DOG2::92_0404_tumor,0.066777915,1.2266706,0.86130583,-1.0917077,1.3287653,3.3368974,DOG2
DOG2::93_0406_tumor,-0.505114,3.2591772,1.123245,-1.4367229,0.8521491,-1.3089687,DOG2
DOG2::94_0410_tumor,-0.50597477,-3.571288,1.4927512,1.7904885,-1.4455959,-1.9970688,DOG2
DOG2::95_0411_tumor,2.5075333,0.15671243,-2.9423287,2.9288313,-2.5126095,-0.7755565,DOG2
DOG2::96_0606_tumor,-0.30489698,0.07246079,0.33478966,-1.2342806,2.287055,0.60520244,DOG2
DOG2::97_0618_tumor,-2.6271367,-4.3926697,1.7930748,1.1875523,-0.69914,1.5032263,DOG2
DOG2::98_0306_tumor,-0.3193985,-1.7372105,3.4381769,0.109699115,0.19362998,-0.21621361,DOG2
DOG2::99_0318_tumor,-1.4648353,-2.151157,-1.784048,-0.03922396,-0.9695225,3.7488506,DOG2
DOG2::9_0510__Tumor,5.287198,-2.3136425,-1.3205191,-1.1052294,0.85359323,2.6023293,DOG2
DOG2::9_2312_Tumor,-1.1801753,0.03367526,-1.4129999,1.4458472,-0.8383662,-2.8106744,DOG2
TARGET_OS::TARGET-40-0A4HLD,-2.5952816,0.36271903,0.2793131,-1.5818354,-0.060765862,-0.5321222,TARGET_OS
TARGET_OS::TARGET-40-0A4HMC,2.0828357,-1.5249352,-2.5794733,-0.5535814,1.2121887,-1.8453133,TARGET_OS
TARGET_OS::TARGET-40-0A4HX8,0.4865884,0.45823464,2.5416071,1.4469957,0.51418,-0.23542784,TARGET_OS
TARGET_OS::TARGET-40-0A4HXS,0.13685301,0.5272464,-0.5259871,1.0305059,-1.2608111,2.3464203,TARGET_OS
TARGET_OS::TARGET-40-0A4HY5,-0.6476984,1.7477318,1.8757418,-1.3472323,-1.2426379,-0.1186886,TARGET_OS
TARGET_OS::TARGET-40-0A4I0Q,-0.7295901,3.4995952,-0.08258644,0.6574869,-0.44945976,0.90914416,TARGET_OS
TARGET_OS::TARGET-40-0A4I0S,6.0976624,1.4336933,-3.7639153,0.26031962,-0.83669144,-4.308359,TARGET_OS
TARGET_OS::TARGET-40-0A4I0W,-1.2070606,2.6995432,-2.6838124,-2.3262167,-0.3501064,-0.8706226,TARGET_OS
TARGET_OS::TARGET-40-0A4I3S,0.7138282,2.2678902,0.8286468,-0.8174171,-0.010946921,0.9940286,TARGET_OS
TARGET_OS::TARGET-40-0A4I42,-0.17058285,-2.4525259,0.015515463,1.753041,1.2435372,-0.09316066,TARGET_OS
TARGET_OS::TARGET-40-0A4I48,3.7493508,0.41729575,-0.69546545,1.6552889,0.027704608,0.8279959,TARGET_OS
TARGET_OS::TARGET-40-0A4I4E,-3.5944908,2.9971993,0.1927527,1.0484024,-0.5839489,0.8034927,TARGET_OS
TARGET_OS::TARGET-40-0A4I4M,2.9563198,-1.1138293,-1.8096536,-0.04289809,0.06395928,0.5423615,TARGET_OS
TARGET_OS::TARGET-40-0A4I4O,0.848128,1.3659139,2.7640376,0.39645585,-0.25894934,0.4895193,TARGET_OS
TARGET_OS::TARGET-40-0A4I5B,4.135024,0.08701363,2.7520628,1.7970492,0.23620817,0.79811907,TARGET_OS
TARGET_OS::TARGET-40-0A4I65,-0.8427847,0.2424476,0.7041747,0.73921806,0.57942307,-1.2789083,TARGET_OS
TARGET_OS::TARGET-40-0A4I6O,-1.8939317,4.0013623,0.26251638,-0.97321075,-1.4778051,-0.11725743,TARGET_OS
TARGET_OS::TARGET-40-0A4I8U,0.97076553,-0.6834673,-1.6961464,0.7964512,1.1781105,-0.49070966,TARGET_OS
TARGET_OS::TARGET-40-0A4I9K,1.3567566,0.1586769,-0.7129482,2.084373,-2.1782722,-2.4749289,TARGET_OS
TARGET_OS::TARGET-40-PAKFVX,-1.8519584,-4.712452,-2.3461304,-1.2276636,0.7020421,-3.811237,TARGET_OS
TARGET_OS::TARGET-40-PAKUZU,-1.448499,-0.5837195,-1.4690878,0.7433316,0.43274808,0.84146273,TARGET_OS
TARGET_OS::TARGET-40-PAKXLD,-4.595045,1.8687738,0.63135517,-0.1250388,-0.12472609,1.4087541,TARGET_OS
TARGET_OS::TARGET-40-PAKZZK,0.62873805,0.13453758,-1.5240116,1.0058227,0.25787428,2.3844633,TARGET_OS
TARGET_OS::TARGET-40-PALECC,0.2503434,-1.9835683,-1.3573112,-0.77798134,-0.08347311,-3.2042353,TARGET_OS
TARGET_OS::TARGET-40-PALFYN,2.5828614,1.975406,-1.329673,-1.3743267,-0.7140615,-0.14283381,TARGET_OS
TARGET_OS::TARGET-40-PALHRL,-1.6798044,-2.8521106,-1.961704,-2.814039,1.2052575,-0.27733904,TARGET_OS
TARGET_OS::TARGET-40-PALKDP,-3.2378385,-1.1660421,2.4520671,0.032337766,-0.2854812,1.683966,TARGET_OS
TARGET_OS::TARGET-40-PALKGN,1.7738013,0.24483527,-2.5546358,-1.553296,0.70775884,0.6539968,TARGET_OS
TARGET_OS::TARGET-40-PALWWX,0.8516932,2.827959,1.6098223,-2.7939215,-1.1530443,-0.62302566,TARGET_OS
TARGET_OS::TARGET-40-PALZGU,1.5932032,-1.6629598,2.2091131,0.9641021,-0.23212433,1.5668619,TARGET_OS
TARGET_OS::TARGET-40-PAMEKS,-1.523217,4.817646,2.273114,-1.4617312,-1.9125798,-1.7454491,TARGET_OS
TARGET_OS::TARGET-40-PAMHLF,-0.02453672,2.559518,1.1310415,1.5919567,-0.7426739,1.8285254,TARGET_OS
TARGET_OS::TARGET-40-PAMHYN,0.46442127,-0.46308187,-1.4289681,-0.3051022,0.59139895,1.4949466,TARGET_OS
TARGET_OS::TARGET-40-PAMJXS,0.90242255,-0.5248371,2.5269358,1.4626976,-0.34472322,-3.4050343,TARGET_OS
TARGET_OS::TARGET-40-PAMLKS,-4.551771,-4.107631,-2.0968256,-3.9958286,2.405241,2.536051,TARGET_OS
TARGET_OS::TARGET-40-PAMRHD,1.4540833,-1.8316051,-0.114852615,1.8092529,1.1256956,-0.68992007,TARGET_OS
TARGET_OS::TARGET-40-PAMTCM,-5.386161,1.7519038,2.3600242,-1.2481604,-0.66035247,0.3100849,TARGET_OS
TARGET_OS::TARGET-40-PAMYYJ,-0.4434878,-1.023851,0.036459044,1.204196,0.6900473,-0.33721852,TARGET_OS
TARGET_OS::TARGET-40-PANGPE,0.7331507,1.3517919,1.3189018,1.4734069,-0.3661842,-1.903315,TARGET_OS
TARGET_OS::TARGET-40-PANGRW,-0.4095315,0.20457646,-3.187637,-0.47249395,0.99102414,-2.9443347,TARGET_OS
TARGET_OS::TARGET-40-PANMIG,-1.6420461,3.136775,-1.5632316,-0.0398791,-0.21490899,-0.6263632,TARGET_OS
TARGET_OS::TARGET-40-PANPUM,-1.8571036,2.0661814,1.1387141,2.2856364,-0.33044562,0.0068463497,TARGET_OS
TARGET_OS::TARGET-40-PANSEN,0.23672357,3.1760678,1.7392459,0.25670782,-0.16365892,1.1654168,TARGET_OS
TARGET_OS::TARGET-40-PANVJJ,0.6432237,3.885773,0.13434844,-0.0037730848,-1.0724797,0.377059,TARGET_OS
TARGET_OS::TARGET-40-PANXSC,2.8737957,-0.8335834,-1.462152,-0.9567506,0.97092086,0.62199193,TARGET_OS
TARGET_OS::TARGET-40-PANZHX,3.249998,-0.08998931,-0.43264487,-0.054332376,-0.37729725,-2.7537396,TARGET_OS
TARGET_OS::TARGET-40-PANZZJ,0.26189402,0.6378657,-1.5336242,-1.3661834,0.88283086,0.8562749,TARGET_OS
TARGET_OS::TARGET-40-PAPFLB,2.323498,-0.9450442,4.196081,-0.3125605,0.8904051,0.97126013,TARGET_OS
