,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6
RGS2,0.10468378,0.07655691,0.0022292195,-0.057947747,-0.12180029,-0.046166785
RGS4,0.0968448,-0.05298219,0.058367155,0.12279907,-0.10222209,-0.35501713
RGS5,0.07151318,0.16982564,-0.057724778,0.20546119,0.027782235,0.04647207
RHBDL2,-0.058056194,-0.21198949,0.047714345,0.30799735,0.12161698,0.06024986
RHPN2,-0.07148504,-0.080582656,0.08713311,0.18133481,0.24650474,0.12836619
RNF150,0.00956147,0.15719678,0.07467365,0.14726228,0.17549634,0.001349009
ROR1,0.003456496,0.27990907,0.02592616,0.06863034,-0.015439628,0.0011255561
ROR2,-0.0023603155,0.2727144,0.11881625,-0.046710238,0.20182817,0.003093489
RSAD2,0.14058079,-0.06947399,0.086747214,0.0343602,-0.21002576,0.1451575
RTN4RL1,-0.032488305,0.012799555,0.0038302175,0.16441783,0.12064298,0.022079006
S100A16,0.09873277,0.21972258,-0.08839567,-0.004077917,0.002869562,-0.008910835
SCARA5,0.048917,0.13901602,-0.0016926465,0.18455108,0.0046238643,-0.072925925
SCD,-0.03445111,-0.07005768,0.16966997,0.05708042,-0.07039416,0.036012053
SCRN1,0.0006963683,-0.015468721,0.07193147,0.1261017,-0.025929337,0.002640506
SDK2,-0.07356358,-0.11135198,0.07897656,0.33344808,0.10362527,0.05466231
SELENBP1,0.0077311196,0.084810324,0.009895445,0.14445816,0.18730664,0.15194666
SEMA3A,-0.00095505925,0.21774866,0.08786243,-0.014496552,0.1692279,-0.0076021613
SEMA3B,-0.045604616,0.07952342,-0.014599186,0.17196347,0.33941513,0.0020411513
SEMA4B,0.06922726,-0.20052882,0.11046063,0.1931031,-0.01518099,-0.09425172
SEMA6A,0.040501356,0.14575812,0.028669693,0.1512572,0.17914337,0.017319907
SERPINA1,0.23726904,0.02130533,0.0018823743,-0.16515943,0.074507646,0.070930146
SERPINE1,0.08905635,0.17277099,-0.00207594,-0.14580107,-0.14702569,-0.07030139
SERPINI1,0.0040261494,-0.06793433,0.10557514,0.0836276,0.004565341,0.008566177
SERTAD4,-0.030668676,0.25504804,0.032930616,0.09997517,-0.007124303,0.006730967
SETBP1,-0.05379885,0.10619926,0.057168808,0.31505698,-0.2182753,0.0631765
SGCA,-0.004541907,0.0037326827,-0.050038323,0.15106946,0.053461585,0.0817948
SIX4,-0.00028959106,0.28408724,0.123629965,-0.094370596,0.10915309,-0.024811173
SKP2,-0.04619167,-0.02531418,0.30498734,0.12631366,-0.004938913,0.059651967
SLAMF8,0.30626327,0.011557307,0.048861645,-0.036979415,-0.048031505,0.047860056
SLC11A1,0.2572176,0.005268755,0.05281512,-0.15098801,0.008164714,0.06841059
SLC16A3,-0.04877496,0.023964075,0.022139752,-0.07462253,0.020625701,-0.12980017
SLC1A3,0.067442246,-0.014335577,0.13197136,0.09949767,-0.044047244,-0.019739103
SLC20A2,0.0076509234,-0.06356317,-0.002244714,0.23597114,-0.089232914,-0.0014944972
SLC29A1,9.2847695e-05,-0.14343901,0.022066105,0.23386303,-0.2430956,-0.03842147
SLC29A4,-0.058022264,-0.10213749,0.064232066,0.260787,0.03479712,-0.008423595
SLC36A2,-0.017614303,-0.18948519,0.055015877,0.3163356,0.2650485,0.055121962
SLC38A5,-0.0036531899,0.12977885,0.0067632347,-0.15324044,0.030609341,-0.0026014952
SLC7A5,-0.02990529,-0.022682704,0.2140443,-0.015575816,-0.02480616,0.046249855
SLC7A8,0.18820277,0.13233133,0.05555131,-0.035685025,-0.01796984,0.02129563
SLC8A3,-0.06928095,-0.16660504,0.08564827,0.32243377,0.23386954,0.05780763
SLCO4A1,0.09915337,-0.08186413,-0.0024851542,0.025871428,0.0017737207,-0.32276112
SLIT2,0.007902314,0.035482652,0.04000245,0.32553497,0.08715119,-0.01587217
SLIT3,-0.015008944,0.063308366,0.03498122,0.28720495,0.03794956,-0.041311834
SMOC2,-0.014848461,0.29374307,-0.011402239,0.12076888,0.006807064,-0.04744951
SMPD3,-0.015084341,-0.17227672,0.06952638,0.30598596,0.31269407,0.010964316
SNCAIP,-0.006581912,-0.094451785,0.09073927,0.23585199,0.0033779803,0.067052215
SNTB1,0.010171964,0.12938657,0.06763674,0.13024428,-0.055702787,0.011591385
SNX10,0.16291435,-0.13446125,7.866958e-05,0.033443257,-0.015629927,-0.35399798
SOST,-0.0045299456,-0.16165999,-0.0010296459,0.29807356,0.35325676,0.028279852
SOX18,0.06881273,0.01009126,-0.09510921,0.10156746,0.11994749,-0.0005019032
SOX7,0.11433987,0.058755882,-0.010682306,0.20913331,0.023571756,0.02425302
SPARCL1,0.07671064,0.16607228,-0.061893977,0.10059913,-0.016118562,0.05406438
SPI1,0.25449055,-0.12516376,-0.0009012533,0.03406508,-0.0015313159,-0.25433588
SPOCK2,0.17140329,-0.016884495,-0.009834995,0.17691757,0.015356476,0.060653005
SPON1,-0.064764574,0.20707318,0.004599023,0.14204608,0.089323826,0.014614517
SPP1,0.15403946,-0.15495391,-0.010891041,0.14165625,0.16698132,-0.25057596
SQLE,-0.05156193,-0.10802273,0.161633,0.0062745344,-0.078221574,0.027801124
SRPX2,0.051887777,0.10271637,-0.0111082215,0.009350402,-0.23922539,-0.14863946
ST3GAL6,0.13821495,-0.14640397,0.00088954373,0.12718907,0.08456677,-0.15202847
ST8SIA1,0.005236468,0.033660308,0.06265056,0.20528379,0.024617363,-0.0016844659
STC2,-0.025394885,0.0016823693,0.011571475,0.013530984,-0.101281375,0.016049143
STEAP2,0.07255877,0.14430238,0.0666998,-0.07517287,0.11128839,-0.0047058193
STEAP3,0.0012895218,-0.15541223,0.0012736685,0.2184338,0.09111182,-0.016592417
STK32B,0.026548903,0.21352534,-0.009002907,0.07633403,0.07838753,-0.045600336
SULF1,0.069601394,0.13105862,-0.012033163,0.15394758,-0.21362847,-0.11904351
SULF2,0.053459432,0.13179375,0.07845397,-0.0086698085,-0.09240557,0.008250619
SUPT3H,0.010009236,-0.13391745,0.028658288,0.10239462,-0.17042871,-0.0064954446
SV2A,-0.04164474,0.005996084,0.13927707,0.17864183,-0.0020277817,-0.0120809795
SYT12,0.03211565,-0.11340094,-0.010991414,0.22623274,0.2618664,-0.051621154
SYTL2,-0.048333928,-0.010156916,0.016752364,0.1599056,-0.0033256598,0.015620665
TBX2,-0.046052497,-0.1408507,0.002137711,0.32995757,-0.016178872,0.024474913
TBX3,-0.0952228,0.033967428,0.03867274,0.25624788,-0.10264688,0.04061264
TCIRG1,0.15190999,-0.13723932,0.00012366394,0.10549204,0.0049336674,-0.39356345
TFAP2A,-0.017208561,0.0050833654,0.097422116,0.0693072,0.093908094,0.05179046
TFRC,0.0061915335,-0.037069272,0.18518798,0.057884537,-0.050660122,-0.16736022
TGFB3,0.0014823682,0.27836952,0.09305113,0.010409752,0.037776135,-0.0957564
TGFBI,0.06209943,0.23196478,0.09434366,-0.00788025,0.13849975,-0.12634183
TGM2,0.22123568,0.0060079014,0.0049953866,0.009110525,-0.0073012016,-0.0008997471
THBS2,0.023683012,0.34368834,-0.0042195013,-0.012505176,0.0998859,-0.076892585
THBS3,-0.00912514,0.2770505,-0.002226854,0.038100034,0.15663125,0.004493212
THY1,0.015437393,0.30142388,-0.0052067107,0.009243437,0.017378157,-0.007215339
TIAM1,0.094673626,0.02098955,0.15033291,0.17330372,0.044364046,-0.2744616
TM4SF1,0.12948939,0.18272209,-0.0866306,-0.022078177,-0.017285023,-0.002873811
TMEM100,0.044238865,0.14819957,-0.013059914,0.169692,-0.0060529998,-0.0033908684
TNC,-0.002453631,0.10973937,0.1325108,0.19165878,-0.12235687,-0.04680292
TNFAIP6,0.060104404,0.26707143,0.0010101957,0.0042331354,0.12080453,-0.02115594
TNFAIP8L3,-0.07534109,0.11529933,0.09570745,0.13082577,0.009200083,0.03898387
TNFRSF11A,0.15253493,-0.11941095,0.0016785584,0.15050985,0.006060998,-0.36144322
TNFRSF11B,-0.032342233,0.07769677,0.062085785,0.1449023,0.13953756,0.12297295
TNFRSF12A,0.05401894,0.13531189,0.013692528,-0.210335,-0.051561538,-0.14665397
TNFRSF19,-0.0010667485,0.102001235,0.14386499,0.14599547,0.12963137,-0.046679202
TNFSF13B,0.27803332,0.044542737,-0.006619234,-0.084351785,0.002413764,0.18296553
TNN,-0.083768,0.18531388,0.005319503,0.09239706,0.1530382,-0.0006015822
TNS1,0.05452309,0.3200699,-0.0030728024,0.04920337,-0.033519313,-0.0014609034
TP53INP1,0.13243313,-0.01645347,-0.0045886054,0.20517235,0.014228386,-0.0011553069
TPM2,0.021946002,0.06239525,0.0025889948,-0.095157705,-0.07300776,-0.023945265
TSC22D3,0.007172363,0.044629145,-0.0758816,0.11650159,-0.17119405,0.029664766
TUB,-0.107921556,0.08689126,0.05825548,0.16256295,0.060721606,0.08491861
UNC5B,-0.013377949,-0.14184128,0.11793156,0.3343818,-0.06372221,-0.005917745
VANGL2,-0.0024417615,-0.0005473023,0.13175863,0.21285029,0.016604919,0.028054329
VCAM1,0.13981357,0.16994412,0.0003880211,0.10521444,-0.05967137,-0.0050142575
VDR,0.08246284,-0.028924989,0.1460212,0.19788556,0.09682238,-0.08412023
WNT5A,-0.0077651683,0.06476062,0.14542456,0.03898595,-0.035364546,-0.06438842
XPR1,0.10417915,-0.13555592,0.115600474,0.17332931,-0.012949071,-0.29560855
ZNF521,-0.0020407797,0.33537698,0.03980583,0.04516157,0.0275567,0.044054095
