canine_gene,human_gene_symbol,available_DOG2,available_TARGET_OS,available_GSE21257,available_GSE39055,gse39055_best_detected_fraction_p_lt_0_01,is_primary_frozen_gene,DOG2_robust_variability,DOG2_variability_percentile,TARGET_OS_robust_variability,TARGET_OS_variability_percentile,GSE21257_robust_variability,GSE21257_variability_percentile,GSE39055_robust_variability,GSE39055_variability_percentile,minimum_four_cohort_variability_percentile,median_four_cohort_variability_percentile,minimum_three_cohort_variability_percentile,median_three_cohort_variability_percentile
TBX2_3,TBX2,True,True,True,True,0.6486486486486487,False,0.7052643664790978,0.6641108817457977,0.7668356970642329,0.748375664500886,0.7624291640000003,0.9539594843462247,1.0868118989999989,0.8924942641756801,0.6641108817457977,0.8204349643382831,0.6641108817457977,0.748375664500886
TBX20_3,TBX20,True,True,True,True,0.1351351351351351,False,0.5515695563613763,0.34237687997640814,0.9493345591619584,0.8721204961606616,0.024629196999999436,0.01694290976058932,0.028214304999999662,0.09603408718452966,0.01694290976058932,0.2192054835804689,0.01694290976058932,0.34237687997640814
TBX21_3,TBX21,True,True,True,True,0.1351351351351351,False,0.3197264248817374,0.044824535535240344,0.3911843546557764,0.23154164205552275,0.05907001799999989,0.18968692449355432,0.12900451299999993,0.336283185840708,0.044824535535240344,0.21061428327453852,0.044824535535240344,0.18968692449355432
TBX3_3,TBX3,True,True,True,True,0.6486486486486487,False,0.6161831070275616,0.5010321439103509,0.8638014184546656,0.8213230950974602,0.3612445040000001,0.6766114180478822,0.3382341860000011,0.5149131432317273,0.5010321439103509,0.5957622806398047,0.5010321439103509,0.6766114180478822
TBX4_3,TBX4,True,True,True,True,0.027027027027027,False,0.2132839367417877,0.022117369507519906,1.2080924419485939,0.9474305965741288,0.06993458299999933,0.2313075506445672,0.01924524700000063,0.025893149786955096,0.022117369507519906,0.12860035021576116,0.022117369507519906,0.2313075506445672
TBX5_3,TBX5,True,True,True,True,0.1351351351351351,False,0.9352293338851947,0.8661161899144795,0.1762490896228398,0.11399881866509155,0.034422045000000345,0.0703499079189687,0.04087361900000008,0.16551950180268765,0.0703499079189687,0.1397591602338896,0.0703499079189687,0.11399881866509155
TBXAS1_3,TBXAS1,True,True,True,True,0.1351351351351351,False,0.6848572879703556,0.6319669713948688,0.7168093599640539,0.6984642646190194,0.5890576149999998,0.885451197053407,0.06519706300000028,0.2441822353326778,0.2441822353326778,0.6652156180069442,0.6319669713948688,0.6984642646190194
TCAP_3,TCAP,True,True,True,True,0.4054054054054054,False,0.5572679250052424,0.35771158950162196,0.5580701210718226,0.47194329592439455,0.0546074489999997,0.17532228360957644,0.44286974400000023,0.5873484103572599,0.17532228360957644,0.41482744271300825,0.17532228360957644,0.35771158950162196
TCF21_3,TCF21,True,True,True,True,0.3243243243243243,False,0.5496455643992691,0.3361840165143026,0.026798140465753875,0.01004134672179563,0.02932583599999994,0.03572744014732965,0.23089087300000077,0.43493936414290396,0.01004134672179563,0.1859557283308161,0.01004134672179563,0.03572744014732965
TCF23_3,TCF23,True,True,True,True,0.2162162162162162,False,0.4234686345357985,0.09141846063108228,0.10951240533095444,0.07501476668635558,0.031893172999999386,0.05303867403314917,0.36814190599999996,0.538184201901016,0.05303867403314917,0.08321661365871894,0.05303867403314917,0.07501476668635558
