gene,gene_symbol_clean,univariate_candidate_rank,univariate_candidate_source,in_univariate_candidate_set,dfi_univ_rank,dfi_univ_coef,dfi_univ_hr_per_sd,dfi_univ_p,dfi_univ_q,dfi_univ_c_index,os_univ_rank,os_univ_coef,os_univ_hr_per_sd,os_univ_p,os_univ_q,os_univ_c_index,dfi_full_conditional_selected,dfi_full_conditional_rank,dfi_full_conditional_coef,dfi_full_conditional_hr_per_sd,dfi_full_conditional_p,dfi_full_conditional_c_index,os_full_conditional_selected,os_full_conditional_rank,os_full_conditional_coef,os_full_conditional_hr_per_sd,os_full_conditional_p,os_full_conditional_c_index,dfi_true_mb_n_configs,dfi_true_mb_algorithms,dfi_true_mb_alphas,dfi_true_mb_mean_rank,os_true_mb_n_configs,os_true_mb_algorithms,os_true_mb_alphas,os_true_mb_mean_rank,nested_dfi_conditional_selected_folds,nested_dfi_conditional_selection_frequency,nested_dfi_conditional_mean_rank,nested_dfi_conditional_plus_clinical_selected_folds,nested_dfi_conditional_plus_clinical_selection_frequency,nested_dfi_conditional_plus_clinical_mean_rank,nested_dfi_elasticnet_selected_folds,nested_dfi_elasticnet_selection_frequency,nested_dfi_elasticnet_mean_rank,nested_dfi_gsmb_selected_folds,nested_dfi_gsmb_selection_frequency,nested_dfi_gsmb_mean_rank,nested_dfi_iamb_selected_folds,nested_dfi_iamb_selection_frequency,nested_dfi_iamb_mean_rank,nested_dfi_univtop10_selected_folds,nested_dfi_univtop10_selection_frequency,nested_dfi_univtop10_mean_rank,nested_os_conditional_selected_folds,nested_os_conditional_selection_frequency,nested_os_conditional_mean_rank,nested_os_conditional_plus_clinical_selected_folds,nested_os_conditional_plus_clinical_selection_frequency,nested_os_conditional_plus_clinical_mean_rank,nested_os_elasticnet_selected_folds,nested_os_elasticnet_selection_frequency,nested_os_elasticnet_mean_rank,nested_os_gsmb_selected_folds,nested_os_gsmb_selection_frequency,nested_os_gsmb_mean_rank,nested_os_iamb_selected_folds,nested_os_iamb_selection_frequency,nested_os_iamb_mean_rank,nested_os_univtop10_selected_folds,nested_os_univtop10_selection_frequency,nested_os_univtop10_mean_rank,nested_any_max_selection_frequency,nested_any_total_selected_folds,dfi_os_both_univariate_available,dfi_os_same_direction,dfi_os_both_nominal_p05,dfi_os_both_fdr_q10,combined_univ_rank_score,rna_evidence_priority_score,rna_evidence_tier
SPC25_3,SPC25,94.0,dfi_top400,True,94.0,0.3144547781960125,1.3695124193328476,0.0001890974811176,0.0100583766551951,0.5980537810132224,161.0,0.2755842486146446,1.317300080830848,0.0025007427939942,0.0776628196892635,0.5920684416726633,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,7.0,0,0.0,,0,0.0,,1,0.2,9.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,2,True,True,True,True,255.0,4.0,exploratory_rna_evidence
SELENOP_3,SELENOP,97.0,dfi_top400,True,97.0,-0.3056518508829352,0.7366430364405655,0.0002021771859296,0.0103462824367538,0.5923339771207844,16.0,-0.3417713842164486,0.710510620085243,0.0001184547420471,0.0354637151782668,0.6031822179579436,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,4.0,0.2,1,True,True,True,True,113.0,4.0,exploratory_rna_evidence
IL34_3,IL34,101.0,dfi_top400,True,101.0,-0.3117803159320671,0.7321423505724921,0.0002280094986698,0.0111789086038459,0.6213044124201456,76.0,-0.2876304997905658,0.7500386804933308,0.0009484864484553,0.0624004242404807,0.619812904773327,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,13.0,0,0.0,,0,0.0,,1,0.2,9.0,0,0.0,,0,0.0,,1,0.2,14.0,0,0.0,,0,0.0,,0,0.0,,0.2,3,True,True,True,True,177.0,4.0,exploratory_rna_evidence
SGMS1_3,SGMS1,113.0,dfi_top400,True,113.0,-0.3102749198480222,0.7332453448133108,0.0002739936651729,0.0121175171695639,0.5647749220026742,20.0,-0.3406219375335638,0.7113277837136939,0.0001527689800436,0.0381922450109168,0.5791156952106821,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,6.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,8.0,0.2,2,True,True,True,True,133.0,4.0,exploratory_rna_evidence
MPIG6B_3,MPIG6B,114.0,dfi_top400,True,114.0,-0.3246743785596258,0.7227626623483757,0.000276279391466,0.0121175171695639,0.5791115733174863,343.0,-0.2557530971793861,0.7743331302260763,0.0067435469530842,0.0980061567041511,0.561765411369633,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,1,0.2,22.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,457.0,4.0,exploratory_rna_evidence
CARD9_3,CARD9,116.0,dfi_top400,True,116.0,-0.2866684833759456,0.7507605771981305,0.000284128733492,0.0122469281677608,0.5983509136829595,36.0,-0.3072539819119581,0.7354637826863305,0.0003393616982036,0.0469226488686073,0.6133365315423362,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,2.0,0,0.0,,0,0.0,,1,0.2,7.0,0.2,2,True,True,True,True,152.0,4.0,exploratory_rna_evidence
LOC102154334_3,LOC102154334,120.0,dfi_top400,True,120.0,0.2903803742396357,1.3369359273075303,0.0003109153588457,0.0129548066185712,0.5917768533650275,2377.0,0.0985505323200719,1.1035701689464223,0.2465603934692843,0.5186377649753561,0.5368993363716319,True,6.0,0.304812057737136,1.356370059791354,0.0010768908008195,0.715346902391918,False,,,,,,0,,,,0,,,,1,0.2,6.0,1,0.2,6.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,2,True,True,False,False,2497.0,4.0,exploratory_rna_evidence
INPP5D_3,INPP5D,132.0,dfi_top400,True,132.0,-0.2783886922929541,0.7570025232757681,0.0003586686354389,0.0135136023740522,0.6012479572128956,25.0,-0.3109786092288418,0.7327295493518089,0.0002435305026515,0.0452767743391759,0.6103781882145998,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,7.0,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,157.0,4.0,exploratory_rna_evidence
KLHL9_3,KLHL9,148.0,dfi_top400,True,148.0,-0.2854723812963882,0.7516591007415827,0.0004162276932461,0.0138689824480412,0.5984251968503937,181.0,-0.26367628799686,0.7682221821516957,0.0029365741150702,0.0811208319080179,0.5934276804989206,False,,,,,,False,,,,,,0,,,,0,,,,1,0.2,1.0,1,0.2,1.0,1,0.2,3.0,0,0.0,,0,0.0,,1,0.2,1.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,4,True,True,True,True,329.0,4.0,exploratory_rna_evidence
TONSL_3,TONSL,153.0,dfi_top400,True,153.0,0.2914364057563364,1.338348519522249,0.0004415679017465,0.0141945546121933,0.5938196404694697,34.0,0.3283524508671999,1.3886783269282008,0.0003078820655063,0.0452767743391759,0.6067802030862717,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,9.0,0,0.0,,0,0.0,,1,0.2,7.0,0.2,2,True,True,True,True,187.0,4.0,exploratory_rna_evidence
TMEM140_3,TMEM140,160.0,dfi_top400,True,160.0,-0.2703262267152357,0.7631305001684204,0.000463867244992,0.014495851406,0.6016936562175011,207.0,-0.2462555146600465,0.7817224578567867,0.0034939492730474,0.0831254648485066,0.5959862477012873,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,12.0,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,367.0,4.0,exploratory_rna_evidence
PRKAR2B_3,PRKAR2B,174.0,dfi_top400,True,174.0,-0.2909789671224555,0.7475314005891542,0.0005544117940827,0.0159313733931829,0.6079334422819789,23.0,-0.3458119501163124,0.7076455472579904,0.0002057472727844,0.0447276679966136,0.6247701287279124,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,4.0,0,0.0,,0,0.0,,1,0.2,5.0,0.2,2,True,True,True,True,197.0,4.0,exploratory_rna_evidence
RASSF5_3,RASSF5,175.0,dfi_top400,True,175.0,-0.2885310765374824,0.7493635171622206,0.0005580460221587,0.0159441720616783,0.588471252414203,133.0,-0.2787654133114265,0.7567173982238855,0.0019100935086827,0.0718080266422069,0.5894299192452227,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,23.0,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,308.0,4.0,exploratory_rna_evidence
LOC111091730_3,LOC111091730,190.0,dfi_top400,True,190.0,-0.2899373926497141,0.7483104158443544,0.0006473655129372,0.0170359345509792,0.594488188976378,31.0,-0.3451623383950057,0.7081053914439354,0.0002924198522582,0.0452767743391759,0.6069001359238826,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,5.0,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,221.0,4.0,exploratory_rna_evidence
SLC6A6_3,SLC6A6,219.0,dfi_top400,True,219.0,-0.2425953575183062,0.7845889275584309,0.0008442940112639,0.0192761189786294,0.5802258208290001,242.0,-0.2288219869155933,0.7954701249926547,0.0041559887429254,0.0842142486875269,0.5782361877348685,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,1,0.2,6.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,461.0,4.0,exploratory_rna_evidence
ATAD2_3,ATAD2,238.0,dfi_top400,True,238.0,0.2903280523014346,1.3368659780585193,0.0009905395883035,0.0206914080183735,0.5802258208290001,107.0,0.3039605113979661,1.3552155394659222,0.001416662855423,0.0647683611431376,0.5871112177180778,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,0.2,9.0,0,0.0,,0,0.0,,0,0.0,,0.2,1,True,True,True,True,345.0,4.0,exploratory_rna_evidence
