endpoint,method,gene,selected_in_folds,mean_gene_rank,n_method_folds,selection_frequency,gene_symbol_clean
OS,elastic_net_cox,NUDT19_3,1,5.0,5,0.2,NUDT19
OS,elastic_net_cox,RGS18_3,1,5.0,5,0.2,RGS18
OS,elastic_net_cox,RGS7_3,1,5.0,5,0.2,RGS7
OS,elastic_net_cox,TRIP13_3,1,5.0,5,0.2,TRIP13
OS,elastic_net_cox,MAEL_3,1,6.0,5,0.2,MAEL
OS,elastic_net_cox,TLR7_3,1,6.0,5,0.2,TLR7
OS,elastic_net_cox,TTC39B_3,1,6.0,5,0.2,TTC39B
OS,elastic_net_cox,INPP5D_3,1,7.0,5,0.2,INPP5D
OS,elastic_net_cox,RNLS_3,1,7.0,5,0.2,RNLS
OS,elastic_net_cox,SCML2_3,1,7.0,5,0.2,SCML2
OS,elastic_net_cox,CBX7_3,1,8.0,5,0.2,CBX7
OS,elastic_net_cox,FAM131C_3,1,8.0,5,0.2,FAM131C
OS,elastic_net_cox,NIBAN1_3,1,8.0,5,0.2,NIBAN1
OS,elastic_net_cox,ATAD2_3,1,9.0,5,0.2,ATAD2
OS,elastic_net_cox,DLG2_3,1,9.0,5,0.2,DLG2
OS,elastic_net_cox,TONSL_3,1,9.0,5,0.2,TONSL
OS,elastic_net_cox,PTPRZ1_3,1,10.0,5,0.2,PTPRZ1
OS,elastic_net_cox,PHGDH_2,1,11.0,5,0.2,PHGDH
OS,elastic_net_cox,PPP1R27_3,1,11.0,5,0.2,PPP1R27
OS,elastic_net_cox,C32H4orf54_3,1,12.0,5,0.2,C32H4orf54
OS,elastic_net_cox,TMEM140_3,1,12.0,5,0.2,TMEM140
OS,elastic_net_cox,GABRA2_3,1,13.0,5,0.2,GABRA2
OS,elastic_net_cox,MRI1_3,1,13.0,5,0.2,MRI1
OS,elastic_net_cox,ACP3_3,1,14.0,5,0.2,ACP3
OS,elastic_net_cox,IL34_3,1,14.0,5,0.2,IL34
OS,elastic_net_cox,ATF7IP2_3,1,15.0,5,0.2,ATF7IP2
OS,elastic_net_cox,ATAD1_3,1,16.0,5,0.2,ATAD1
OS,elastic_net_cox,LOC119868838_2,1,16.0,5,0.2,LOC119868838
OS,elastic_net_cox,RBPMS2_3,1,17.0,5,0.2,RBPMS2
OS,elastic_net_cox,PAG1_3,1,18.0,5,0.2,PAG1
OS,elastic_net_cox,LOC119877191,1,19.0,5,0.2,LOC119877191
OS,elastic_net_cox,PARP15_3,1,19.0,5,0.2,PARP15
OS,elastic_net_cox,LOC119877926,1,20.0,5,0.2,LOC119877926
OS,elastic_net_cox,LOC102152083_3,1,21.0,5,0.2,LOC102152083
OS,elastic_net_cox,RCOR2_3,1,21.0,5,0.2,RCOR2
OS,elastic_net_cox,NDUFB9_3,1,22.0,5,0.2,NDUFB9
OS,elastic_net_cox,OAS1_3,1,22.0,5,0.2,OAS1
OS,elastic_net_cox,RASSF5_3,1,23.0,5,0.2,RASSF5
OS,elastic_net_cox,TFCP2L1_3,1,23.0,5,0.2,TFCP2L1
OS,elastic_net_cox,BATF2_3,1,24.0,5,0.2,BATF2
OS,elastic_net_cox,FAS_3,1,25.0,5,0.2,FAS
OS,elastic_net_cox,SPSB4_3,1,25.0,5,0.2,SPSB4
OS,gsmb_alpha0.10,DSCC1_3,3,4.666666666666667,5,0.6,DSCC1
OS,gsmb_alpha0.10,CA14_3,2,3.5,5,0.4,CA14
OS,gsmb_alpha0.10,GPRC5C_3,2,4.0,5,0.4,GPRC5C
OS,gsmb_alpha0.10,ADAMTS4_3,2,5.0,5,0.4,ADAMTS4
OS,gsmb_alpha0.10,ANKRD37_3,2,5.0,5,0.4,ANKRD37
OS,gsmb_alpha0.10,CHAC1_3,2,5.0,5,0.4,CHAC1
OS,gsmb_alpha0.10,ELOVL4_3,2,7.0,5,0.4,ELOVL4
OS,gsmb_alpha0.10,ACSS3_3,2,8.5,5,0.4,ACSS3
OS,gsmb_alpha0.10,DDIT4_3,2,9.0,5,0.4,DDIT4
OS,gsmb_alpha0.10,RETSAT_3,2,9.5,5,0.4,RETSAT
OS,gsmb_alpha0.10,LOC119868444_2,2,13.0,5,0.4,LOC119868444
OS,gsmb_alpha0.10,HCN4_3,1,1.0,5,0.2,HCN4
OS,gsmb_alpha0.10,LAGE3_3,1,1.0,5,0.2,LAGE3
OS,gsmb_alpha0.10,PGAM2_3,1,1.0,5,0.2,PGAM2
OS,gsmb_alpha0.10,CA4_3,1,2.0,5,0.2,CA4
OS,gsmb_alpha0.10,IGFN1_3,1,2.0,5,0.2,IGFN1
OS,gsmb_alpha0.10,RRAD_3,1,2.0,5,0.2,RRAD
OS,gsmb_alpha0.10,ATF5_3,1,3.0,5,0.2,ATF5
OS,gsmb_alpha0.10,DBNDD1_3,1,3.0,5,0.2,DBNDD1
OS,gsmb_alpha0.10,MAP3K13_3,1,3.0,5,0.2,MAP3K13
OS,gsmb_alpha0.10,KLK1_3,1,4.0,5,0.2,KLK1
OS,gsmb_alpha0.10,LOC119878294,1,4.0,5,0.2,LOC119878294
OS,gsmb_alpha0.10,LYL1_3,1,4.0,5,0.2,LYL1
OS,gsmb_alpha0.10,PHGDH_2,1,4.0,5,0.2,PHGDH
OS,gsmb_alpha0.10,LOC612325_3,1,5.0,5,0.2,LOC612325
OS,gsmb_alpha0.10,SHOX2_3,1,5.0,5,0.2,SHOX2
OS,gsmb_alpha0.10,ST8SIA6_3,1,5.0,5,0.2,ST8SIA6
OS,gsmb_alpha0.10,TERT_3,1,5.0,5,0.2,TERT
OS,gsmb_alpha0.10,NSMCE2_3,1,7.0,5,0.2,NSMCE2
OS,gsmb_alpha0.10,FAM167A_3,1,8.0,5,0.2,FAM167A
OS,gsmb_alpha0.10,PLXNA3_3,1,8.0,5,0.2,PLXNA3
OS,gsmb_alpha0.10,RENBP_3,1,8.0,5,0.2,RENBP
OS,gsmb_alpha0.10,STUM_3,1,8.0,5,0.2,STUM
OS,gsmb_alpha0.10,CENPV_3,1,9.0,5,0.2,CENPV
OS,gsmb_alpha0.10,ID3_3,1,9.0,5,0.2,ID3
OS,gsmb_alpha0.10,IL1R2_3,1,9.0,5,0.2,IL1R2
OS,gsmb_alpha0.10,VANGL2_3,1,9.0,5,0.2,VANGL2
OS,gsmb_alpha0.10,CNTNAP5_3,1,10.0,5,0.2,CNTNAP5
OS,gsmb_alpha0.10,GABRA2_3,1,10.0,5,0.2,GABRA2
OS,gsmb_alpha0.10,PAPPA_3,1,10.0,5,0.2,PAPPA
OS,gsmb_alpha0.10,CENPW_3,1,11.0,5,0.2,CENPW
OS,gsmb_alpha0.10,LOC119879511,1,11.0,5,0.2,LOC119879511
OS,gsmb_alpha0.10,NRK_3,1,12.0,5,0.2,NRK
OS,gsmb_alpha0.10,PTTG1_3,1,12.0,5,0.2,PTTG1
OS,gsmb_alpha0.10,OSR2_3,1,14.0,5,0.2,OSR2
OS,iamb_alpha0.10,DDIT4_3,3,7.333333333333333,5,0.6,DDIT4
OS,iamb_alpha0.10,DSCC1_3,2,3.5,5,0.4,DSCC1
OS,iamb_alpha0.10,GPRC5C_3,2,5.0,5,0.4,GPRC5C
OS,iamb_alpha0.10,PHGDH_2,2,5.0,5,0.4,PHGDH
OS,iamb_alpha0.10,ADAMTS4_3,2,6.0,5,0.4,ADAMTS4
OS,iamb_alpha0.10,ELOVL4_3,2,7.0,5,0.4,ELOVL4
OS,iamb_alpha0.10,ACSS3_3,2,9.5,5,0.4,ACSS3
OS,iamb_alpha0.10,RENBP_3,2,10.0,5,0.4,RENBP
OS,iamb_alpha0.10,RETSAT_3,2,11.0,5,0.4,RETSAT
OS,iamb_alpha0.10,LOC119868444_2,2,14.0,5,0.4,LOC119868444
OS,iamb_alpha0.10,HCN4_3,1,1.0,5,0.2,HCN4
OS,iamb_alpha0.10,LAGE3_3,1,1.0,5,0.2,LAGE3
OS,iamb_alpha0.10,PGAM2_3,1,1.0,5,0.2,PGAM2
OS,iamb_alpha0.10,PPP1R27_3,1,1.0,5,0.2,PPP1R27
OS,iamb_alpha0.10,CA4_3,1,2.0,5,0.2,CA4
OS,iamb_alpha0.10,HIC1_3,1,2.0,5,0.2,HIC1
OS,iamb_alpha0.10,IGFN1_3,1,2.0,5,0.2,IGFN1
OS,iamb_alpha0.10,KIF1A_3,1,2.0,5,0.2,KIF1A
OS,iamb_alpha0.10,ANKRD37_3,1,3.0,5,0.2,ANKRD37
OS,iamb_alpha0.10,DBNDD1_3,1,3.0,5,0.2,DBNDD1
OS,iamb_alpha0.10,MAP3K13_3,1,3.0,5,0.2,MAP3K13
OS,iamb_alpha0.10,TRIP13_3,1,3.0,5,0.2,TRIP13
OS,iamb_alpha0.10,LYL1_3,1,4.0,5,0.2,LYL1
OS,iamb_alpha0.10,P3H2_3,1,4.0,5,0.2,P3H2
OS,iamb_alpha0.10,KLK1_3,1,5.0,5,0.2,KLK1
OS,iamb_alpha0.10,LOC119878294,1,5.0,5,0.2,LOC119878294
OS,iamb_alpha0.10,LOC612325_3,1,5.0,5,0.2,LOC612325
OS,iamb_alpha0.10,ST8SIA6_3,1,5.0,5,0.2,ST8SIA6
OS,iamb_alpha0.10,SHOX2_3,1,6.0,5,0.2,SHOX2
OS,iamb_alpha0.10,TERT_3,1,6.0,5,0.2,TERT
OS,iamb_alpha0.10,CHAC1_3,1,7.0,5,0.2,CHAC1
OS,iamb_alpha0.10,LOC106558903_3,1,7.0,5,0.2,LOC106558903
OS,iamb_alpha0.10,NSMCE2_3,1,7.0,5,0.2,NSMCE2
OS,iamb_alpha0.10,STUM_3,1,7.0,5,0.2,STUM
OS,iamb_alpha0.10,EPHA2_3,1,8.0,5,0.2,EPHA2
OS,iamb_alpha0.10,FAM167A_3,1,9.0,5,0.2,FAM167A
OS,iamb_alpha0.10,HILPDA_3,1,9.0,5,0.2,HILPDA
OS,iamb_alpha0.10,LOC119879511,1,9.0,5,0.2,LOC119879511
OS,iamb_alpha0.10,CENPV_3,1,10.0,5,0.2,CENPV
OS,iamb_alpha0.10,GABRA2_3,1,11.0,5,0.2,GABRA2
OS,iamb_alpha0.10,CENPW_3,1,12.0,5,0.2,CENPW
OS,iamb_alpha0.10,MIF_3,1,12.0,5,0.2,MIF
OS,iamb_alpha0.10,NRK_3,1,12.0,5,0.2,NRK
OS,iamb_alpha0.10,ENC1_3,1,13.0,5,0.2,ENC1
OS,iamb_alpha0.10,PTTG1_3,1,14.0,5,0.2,PTTG1
OS,iamb_alpha0.10,OSR2_3,1,16.0,5,0.2,OSR2
OS,univariate_top10,CYP4V2_3,5,3.2,5,1.0,CYP4V2
OS,univariate_top10,NIBAN1_3,3,4.333333333333333,5,0.6,NIBAN1
OS,univariate_top10,KCTD12_3,2,2.5,5,0.4,KCTD12
OS,univariate_top10,CSRP1_3,2,4.5,5,0.4,CSRP1
OS,univariate_top10,PTEN_3,2,4.5,5,0.4,PTEN
OS,univariate_top10,TDRD7_3,2,4.5,5,0.4,TDRD7
OS,univariate_top10,EVI2B_3,2,5.5,5,0.4,EVI2B
OS,univariate_top10,FGL2_3,2,5.5,5,0.4,FGL2
OS,univariate_top10,ATAD1_3,2,6.5,5,0.4,ATAD1
OS,univariate_top10,GPRC5C_3,2,8.0,5,0.4,GPRC5C
OS,univariate_top10,HCN4_3,1,1.0,5,0.2,HCN4
OS,univariate_top10,CA14_3,1,2.0,5,0.2,CA14
OS,univariate_top10,GPR34_3,1,2.0,5,0.2,GPR34
OS,univariate_top10,RGS18_3,1,3.0,5,0.2,RGS18
OS,univariate_top10,SAMD9L_3,1,3.0,5,0.2,SAMD9L
OS,univariate_top10,SELENOP_3,1,4.0,5,0.2,SELENOP
OS,univariate_top10,TNFRSF6B_3,1,4.0,5,0.2,TNFRSF6B
OS,univariate_top10,CIRBP_3,1,5.0,5,0.2,CIRBP
OS,univariate_top10,PRKAR2B_3,1,5.0,5,0.2,PRKAR2B
OS,univariate_top10,PTPRZ1_3,1,5.0,5,0.2,PTPRZ1
OS,univariate_top10,RNLS_3,1,6.0,5,0.2,RNLS
OS,univariate_top10,TLR7_3,1,6.0,5,0.2,TLR7
OS,univariate_top10,TRIM14_3,1,6.0,5,0.2,TRIM14
OS,univariate_top10,CARD9_3,1,7.0,5,0.2,CARD9
OS,univariate_top10,CD86_3,1,7.0,5,0.2,CD86
OS,univariate_top10,TONSL_3,1,7.0,5,0.2,TONSL
OS,univariate_top10,LOC476816_3,1,8.0,5,0.2,LOC476816
OS,univariate_top10,MSI1_3,1,8.0,5,0.2,MSI1
OS,univariate_top10,SGMS1_3,1,8.0,5,0.2,SGMS1
OS,univariate_top10,TRIP13_3,1,8.0,5,0.2,TRIP13
OS,univariate_top10,GPSM3_3,1,9.0,5,0.2,GPSM3
OS,univariate_top10,TTC39B_3,1,9.0,5,0.2,TTC39B
OS,univariate_top10,ADAMTS4_3,1,10.0,5,0.2,ADAMTS4
OS,univariate_top10,MEX3A_3,1,10.0,5,0.2,MEX3A
OS,univariate_top10,UPP1_3,1,10.0,5,0.2,UPP1
OS,univariate_top10,ZNF608_3,1,10.0,5,0.2,ZNF608
