initial_factors,module_label,subspace_name,analysis_set_a,analysis_set_b,capture_a,capture_b,capture_difference_a_minus_b
16,M11,shared_non_ffpe_only,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.04467576756150651,0.04980176531915007,-0.005125997757643559
16,M11,shared_non_ffpe_only,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.03514304251913967,0.04980176531915007,-0.014658722800010404
16,M11,gse39055_shared,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.0025580582430308344,0.036683157443266494,-0.03412509920023566
16,M40,all_retained,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.34204358070564894,0.3132874417955217,0.028756138910127238
16,M40,all_retained,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.34204358070564894,0.34955671328288107,-0.007513132577232129
16,M40,all_retained,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.3132874417955217,0.34955671328288107,-0.03626927148735937
16,M40,shared_two_or_more,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.3368313962688583,0.30716415552115744,0.02966724074770083
16,M40,shared_two_or_more,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.3368313962688583,0.34378857780572253,-0.006957181536864254
16,M40,shared_two_or_more,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.30716415552115744,0.34378857780572253,-0.036624422284565084
16,M40,ubiquitous_all_groups,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.017234589320311754,0.3054726543337301,-0.28823806501341837
16,M40,ubiquitous_all_groups,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.017234589320311754,0.331383467399197,-0.31414887807888525
16,M40,ubiquitous_all_groups,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.3054726543337301,0.331383467399197,-0.025910813065466887
16,M40,partially_shared,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.3308720759371839,0.0011873762500842345,0.3296846996870996
16,M40,partially_shared,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.3308720759371839,0.010186615077461818,0.32068546085972205
16,M40,partially_shared,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.0011873762500842345,0.010186615077461818,-0.008999238827377583
16,M40,shared_non_ffpe_only,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.3308720759371839,0.0011873762500842345,0.3296846996870996
16,M40,shared_non_ffpe_only,four_cohort_variable_only_1500,three_cohort_no_ffpe_variable_only_1500,0.3308720759371839,0.34378857780572253,-0.012916501868538655
16,M40,shared_non_ffpe_only,four_cohort_detection_aware_variable_only_700,three_cohort_no_ffpe_variable_only_1500,0.0011873762500842345,0.34378857780572253,-0.3426012015556383
16,M40,gse39055_shared,four_cohort_variable_only_1500,four_cohort_detection_aware_variable_only_700,0.017234589320311754,0.3054726543337301,-0.28823806501341837
