endpoint,gene,gene_symbol_clean,human_gene_symbol,candidate_transfer_set,rna_evidence_tier,rna_evidence_priority_score,expression_column_used,score_type,score_column,gene_proliferation_correlation_raw,score_proliferation_correlation_after_residualization,n,events,coef,hr,p,se,c_index,error,gene_proliferation_correlation,gene_only_p,gene_plus_proliferation_p,gene_plus_proliferation_q,gene_plus_proliferation_c_index,abs_coef_ratio_after_proliferation_adjustment,q
OS,LY96_3,LY96,LY96,strict_primary,medium_rna_evidence,5.0,LY96_3,original,candidate_20__original,-0.3920428202080644,-0.3920428202080644,186,124,-0.25635448925557486,0.7738675924166337,0.00438715465075195,0.08998387556109236,0.5807147997121612,,-0.3920428202080645,0.0043871546507519,0.0605556582418947,0.0684542223604027,0.5916686655472935,0.7246447615876884,0.006337001162197261
OS,LY96_3,LY96,LY96,strict_primary,medium_rna_evidence,5.0,LY96_3,residual_after_proliferation,candidate_20__residual_after_proliferation,-0.3920428202080644,-8.641735975460678e-17,186,124,-0.1766056532395104,0.83811022541689,0.05525707764583696,0.09213330008115016,0.5589669784920445,,-0.3920428202080645,0.0043871546507519,0.0605556582418947,0.0684542223604027,0.5916686655472935,0.7246447615876884,0.06841352470436958
OS,LY96_3,LY96,LY96,strict_primary,medium_rna_evidence,5.0,LY96_3,residual_after_proliferation_and_weight,candidate_20__residual_after_proliferation_and_weight,-0.3920428202080644,-5.010276494567734e-16,185,123,-0.1798450629370861,0.8353996357506221,0.052794273141503305,0.09286640217411747,0.559536354056902,,-0.3920428202080645,0.0043871546507519,0.0605556582418947,0.0684542223604027,0.5916686655472935,0.7246447615876884,0.06536433817519456
DFI,DDIT4_3,DDIT4,DDIT4,broad_review_sensitivity,high_rna_evidence,11.0,DDIT4_3,original,candidate_21__original,-0.03162920268474118,-0.03162920268474119,186,143,0.22269036158021305,1.2494336411761997,0.008099354886257069,0.08410075378783828,0.5772544941316298,,-0.0316292026847412,0.008099354886257,0.0022693716466328,0.0098339438020755,0.6322240380329818,1.156397246690707,0.008423329081707351
DFI,DDIT4_3,DDIT4,DDIT4,broad_review_sensitivity,high_rna_evidence,11.0,DDIT4_3,residual_after_proliferation,candidate_21__residual_after_proliferation,-0.03162920268474118,3.84077154464919e-17,186,143,0.234446828689764,1.2642092509863745,0.005481702386873203,0.08441618194072976,0.58074580300104,,-0.0316292026847412,0.008099354886257,0.0022693716466328,0.0098339438020755,0.6322240380329818,1.156397246690707,0.014252426205870328
DFI,DDIT4_3,DDIT4,DDIT4,broad_review_sensitivity,high_rna_evidence,11.0,DDIT4_3,residual_after_proliferation_and_weight,candidate_21__residual_after_proliferation_and_weight,-0.03162920268474118,-1.927029420987591e-17,185,142,0.2455630269687936,1.2783408510007108,0.00356073944476776,0.08425094451739991,0.5867749943579328,,-0.0316292026847412,0.008099354886257,0.0022693716466328,0.0098339438020755,0.6322240380329818,1.156397246690707,0.011572403195495221
OS,DDIT4_3,DDIT4,DDIT4,broad_review_sensitivity,high_rna_evidence,11.0,DDIT4_3,original,candidate_21__original,-0.03162920268474118,-0.03162920268474119,186,124,0.2883708202201412,1.334251980012757,0.0012031889843041046,0.0890549293047589,0.5920684416726633,,-0.0316292026847412,0.0012031889843041,0.000254964023364,0.0033145323037327,0.6266890541296873,1.1338722129204004,0.0022344938279933372
OS,DDIT4_3,DDIT4,DDIT4,broad_review_sensitivity,high_rna_evidence,11.0,DDIT4_3,residual_after_proliferation,candidate_21__residual_after_proliferation,-0.03162920268474118,3.84077154464919e-17,186,124,0.29886289931150517,1.3483247545482087,0.0008298495902978346,0.08940919236334406,0.5950267850003997,,-0.0316292026847412,0.0012031889843041,0.000254964023364,0.0033145323037327,0.6266890541296873,1.1338722129204004,0.00718518013403257
OS,DDIT4_3,DDIT4,DDIT4,broad_review_sensitivity,high_rna_evidence,11.0,DDIT4_3,residual_after_proliferation_and_weight,candidate_21__residual_after_proliferation_and_weight,-0.03162920268474118,-1.927029420987591e-17,185,123,0.30708612832749127,1.3594580508780518,0.000597294023105518,0.08945541023195534,0.6002269595525654,,-0.0316292026847412,0.0012031889843041,0.000254964023364,0.0033145323037327,0.6266890541296873,1.1338722129204004,0.005176548200247822
DFI,PAPSS2_3,PAPSS2,PAPSS2,broad_review_sensitivity,high_rna_evidence,8.0,PAPSS2_3,original,candidate_22__original,-0.310571203943449,-0.310571203943449,186,143,-0.2692225359934307,0.7639732251893301,0.0010384830285696386,0.08208284420721414,0.5620264448076066,,-0.310571203943449,0.0010384830285696,0.0105014811333131,0.0151688060814522,0.6114990343188234,0.8094978054169453,0.001421082039095295
DFI,PAPSS2_3,PAPSS2,PAPSS2,broad_review_sensitivity,high_rna_evidence,8.0,PAPSS2_3,residual_after_proliferation,candidate_22__residual_after_proliferation,-0.310571203943449,-3.960795655419477e-17,186,143,-0.16608798041938488,0.8469717139846847,0.042884768916894064,0.08202562036805026,0.5378101322240381,,-0.310571203943449,0.0010384830285696,0.0105014811333131,0.0151688060814522,0.6114990343188234,0.8094978054169453,0.04847843442779329
DFI,PAPSS2_3,PAPSS2,PAPSS2,broad_review_sensitivity,high_rna_evidence,8.0,PAPSS2_3,residual_after_proliferation_and_weight,candidate_22__residual_after_proliferation_and_weight,-0.310571203943449,-2.444918577878005e-16,185,142,-0.14827193211034137,0.8621966241131731,0.07310697885344543,0.08273354249573013,0.5297525013164823,,-0.310571203943449,0.0010384830285696,0.0105014811333131,0.0151688060814522,0.6114990343188234,0.8094978054169453,0.0826426717473731
OS,PAPSS2_3,PAPSS2,PAPSS2,broad_review_sensitivity,high_rna_evidence,8.0,PAPSS2_3,original,candidate_22__original,-0.310571203943449,-0.310571203943449,186,124,-0.23296117045049305,0.7921843330879004,0.006311385648678379,0.08529784995456745,0.5609658591188934,,-0.310571203943449,0.0063113856486783,0.040040768516623,0.0495742848301047,0.6015031582313904,0.7897203477961496,0.00783934084231201
OS,PAPSS2_3,PAPSS2,PAPSS2,broad_review_sensitivity,high_rna_evidence,8.0,PAPSS2_3,residual_after_proliferation,candidate_22__residual_after_proliferation,-0.310571203943449,-3.960795655419477e-17,186,124,-0.16029575051204964,0.851891804268423,0.06286200517652835,0.08617280769269363,0.5400175901495162,,-0.310571203943449,0.0063113856486783,0.040040768516623,0.0495742848301047,0.6015031582313904,0.7897203477961496,0.07429146066316986
OS,PAPSS2_3,PAPSS2,PAPSS2,broad_review_sensitivity,high_rna_evidence,8.0,PAPSS2_3,residual_after_proliferation_and_weight,candidate_22__residual_after_proliferation_and_weight,-0.310571203943449,-2.444918577878005e-16,185,123,-0.15259207990618268,0.8584798415736107,0.0783457935744747,0.08668202625577408,0.5342465753424658,,-0.310571203943449,0.0063113856486783,0.040040768516623,0.0495742848301047,0.6015031582313904,0.7897203477961496,0.08856481012766705
DFI,ADORA2B_3,ADORA2B,TTC19,broad_review_sensitivity,medium_rna_evidence,7.0,ADORA2B_3,original,candidate_23__original,0.21749510203970251,0.21749510203970251,186,143,0.2999337043682236,1.3497693207998698,0.0003837519089317529,0.08446427266999294,0.59679096716684,,0.2174951020397025,0.0003837519089317,0.0045863099934178,0.0130515799239481,0.6303669588471252,0.8351275793717742,0.0007675038178635058
DFI,ADORA2B_3,ADORA2B,TTC19,broad_review_sensitivity,medium_rna_evidence,7.0,ADORA2B_3,residual_after_proliferation,candidate_23__residual_after_proliferation,0.21749510203970251,-3.600723323108616e-18,186,143,0.23731161038171159,1.2678361271271017,0.0046388165181542864,0.0838231010533401,0.5823800326845937,,0.2174951020397025,0.0003837519089317,0.0045863099934178,0.0130515799239481,0.6303669588471252,0.8351275793717742,0.01340102549689016
DFI,ADORA2B_3,ADORA2B,TTC19,broad_review_sensitivity,medium_rna_evidence,7.0,ADORA2B_3,residual_after_proliferation_and_weight,candidate_23__residual_after_proliferation_and_weight,0.21749510203970251,-2.4690064456403492e-17,185,142,0.20202946779606504,1.2238840727462457,0.01577547578358118,0.08368835776412108,0.567591965696231,,0.2174951020397025,0.0003837519089317,0.0045863099934178,0.0130515799239481,0.6303669588471252,0.8351275793717742,0.034180197531092554
OS,ADORA2B_3,ADORA2B,TTC19,broad_review_sensitivity,medium_rna_evidence,7.0,ADORA2B_3,original,candidate_23__original,0.21749510203970251,0.21749510203970251,186,124,0.19261787189533816,1.2124194054584945,0.023514707220623852,0.08504224363679685,0.5725593667546174,,0.2174951020397025,0.0235147072206238,0.1211688925331393,0.1312663002442343,0.6168545614455905,0.7168540424634529,0.026581842945053048
OS,ADORA2B_3,ADORA2B,TTC19,broad_review_sensitivity,medium_rna_evidence,7.0,ADORA2B_3,residual_after_proliferation,candidate_23__residual_after_proliferation,0.21749510203970251,-3.600723323108616e-18,186,124,0.15110851284330082,1.16312286500335,0.08089170937413505,0.08656857349051814,0.5566482769648996,,0.2174951020397025,0.0235147072206238,0.1211688925331393,0.1312663002442343,0.6168545614455905,0.7168540424634529,0.08763268515531297
OS,ADORA2B_3,ADORA2B,TTC19,broad_review_sensitivity,medium_rna_evidence,7.0,ADORA2B_3,residual_after_proliferation_and_weight,candidate_23__residual_after_proliferation_and_weight,0.21749510203970251,-2.4690064456403492e-17,185,123,0.1337699564297128,1.1431298197300546,0.12251940088926806,0.0866226058061711,0.5507821998865202,,0.2174951020397025,0.0235147072206238,0.1211688925331393,0.1312663002442343,0.6168545614455905,0.7168540424634529,0.13272935096337374
DFI,APOBEC3Z3_4,APOBEC3Z3,APOBEC3H,broad_review_sensitivity,medium_rna_evidence,6.0,APOBEC3Z3_4,original,candidate_24__original,-0.22374431963552346,-0.2237443196355234,186,143,-0.37029718087809066,0.6905290881010376,8.575118734543234e-06,0.08320727615190722,0.6372010102510771,,-0.2237443196355234,8.575118734543234e-06,6.730651632608395e-05,0.0017499694244781,0.6533204575843113,0.9206765028138946,5.573827177453102e-05
DFI,APOBEC3Z3_4,APOBEC3Z3,APOBEC3H,broad_review_sensitivity,medium_rna_evidence,6.0,APOBEC3Z3_4,residual_after_proliferation,candidate_24__residual_after_proliferation,-0.22374431963552346,-9.601928861622974e-18,186,143,-0.29966479852903727,0.7410665856628343,0.00012045280597177502,0.07793211925253092,0.6187045015599465,,-0.2237443196355234,8.575118734543234e-06,6.730651632608395e-05,0.0017499694244781,0.6533204575843113,0.9206765028138946,0.0015658864776330753
DFI,APOBEC3Z3_4,APOBEC3Z3,APOBEC3H,broad_review_sensitivity,medium_rna_evidence,6.0,APOBEC3Z3_4,residual_after_proliferation_and_weight,candidate_24__residual_after_proliferation_and_weight,-0.22374431963552346,1.0598661815431746e-16,185,142,-0.2632561167947042,0.7685450348114385,0.0005866809679734679,0.07657917994163811,0.5978334461746784,,-0.2237443196355234,8.575118734543234e-06,6.730651632608395e-05,0.0017499694244781,0.6533204575843113,0.9206765028138946,0.00584338991467983
OS,APOBEC3Z3_4,APOBEC3Z3,APOBEC3H,broad_review_sensitivity,medium_rna_evidence,6.0,APOBEC3Z3_4,original,candidate_24__original,-0.22374431963552346,-0.2237443196355234,186,124,-0.27093572009803024,0.7626655188942584,0.0017179541948361512,0.08642011501347235,0.6075797553370113,,-0.2237443196355234,0.0017179541948361,0.0079788610447453,0.0159577220894906,0.6212520988246581,0.8756309983555737,0.002627459356808231
OS,APOBEC3Z3_4,APOBEC3Z3,APOBEC3H,broad_review_sensitivity,medium_rna_evidence,6.0,APOBEC3Z3_4,residual_after_proliferation,candidate_24__residual_after_proliferation,-0.22374431963552346,-9.601928861622974e-18,186,124,-0.22275693655781656,0.8003093516012083,0.007298636781315283,0.08302835289312661,0.5974254417526186,,-0.2237443196355234,0.0017179541948361,0.0079788610447453,0.0159577220894906,0.6212520988246581,0.8756309983555737,0.01725132330129067
OS,APOBEC3Z3_4,APOBEC3Z3,APOBEC3H,broad_review_sensitivity,medium_rna_evidence,6.0,APOBEC3Z3_4,residual_after_proliferation_and_weight,candidate_24__residual_after_proliferation_and_weight,-0.22374431963552346,1.0598661815431746e-16,185,123,-0.21054584201816234,0.8101419157616654,0.01140936178485011,0.08322284601011652,0.5886358109751155,,-0.2237443196355234,0.0017179541948361,0.0079788610447453,0.0159577220894906,0.6212520988246581,0.8756309983555737,0.02281872356970022
DFI,CSRP1_3,CSRP1,CSRP1,broad_review_sensitivity,medium_rna_evidence,6.0,CSRP1_3,original,candidate_25__original,-0.41463197581374567,-0.4146319758137457,186,143,-0.34639173061104417,0.7072353870854299,0.00022413791870829194,0.09386974560357167,0.5981280641806567,,-0.4146319758137456,0.0002241379187082,0.0081852898164034,0.0151688060814522,0.6178873867181697,0.7569940265872479,0.00052978053512869
DFI,CSRP1_3,CSRP1,CSRP1,broad_review_sensitivity,medium_rna_evidence,6.0,CSRP1_3,residual_after_proliferation,candidate_25__residual_after_proliferation,-0.41463197581374567,-1.4642941513975036e-16,186,143,-0.18240176549022155,0.8332664954336372,0.04081996793559402,0.08917857894165868,0.5624721438122121,,-0.4146319758137456,0.0002241379187082,0.0081852898164034,0.0151688060814522,0.6178873867181697,0.7569940265872479,0.0482417802875202
DFI,CSRP1_3,CSRP1,CSRP1,broad_review_sensitivity,medium_rna_evidence,6.0,CSRP1_3,residual_after_proliferation_and_weight,candidate_25__residual_after_proliferation_and_weight,-0.41463197581374567,-1.6138871400771068e-16,185,142,-0.17793967183357354,0.8369929162136331,0.04487491881386454,0.08871146230482277,0.5602196644850673,,-0.4146319758137456,0.0002241379187082,0.0081852898164034,0.0151688060814522,0.6178873867181697,0.7569940265872479,0.05303399496183991
OS,CSRP1_3,CSRP1,CSRP1,broad_review_sensitivity,medium_rna_evidence,6.0,CSRP1_3,original,candidate_25__original,-0.41463197581374567,-0.4146319758137457,186,124,-0.38920461398312356,0.677595610291827,6.809671772436408e-05,0.09772038374759673,0.6282881586311665,,-0.4146319758137456,6.809671772436408e-05,0.0009534406789166,0.0049578915303666,0.629327576557128,0.8732613280899387,0.0005901715536111553
OS,CSRP1_3,CSRP1,CSRP1,broad_review_sensitivity,medium_rna_evidence,6.0,CSRP1_3,residual_after_proliferation,candidate_25__residual_after_proliferation,-0.41463197581374567,-1.4642941513975036e-16,186,124,-0.25928206107401724,0.7716053525125076,0.00535317763161736,0.09310030409215853,0.6004637403054289,,-0.4146319758137456,6.809671772436408e-05,0.0009534406789166,0.0049578915303666,0.629327576557128,0.8732613280899387,0.016340203997816185
OS,CSRP1_3,CSRP1,CSRP1,broad_review_sensitivity,medium_rna_evidence,6.0,CSRP1_3,residual_after_proliferation_and_weight,candidate_25__residual_after_proliferation_and_weight,-0.41463197581374567,-1.6138871400771068e-16,185,123,-0.2663298084932284,0.7661863910468322,0.004238578334634563,0.09312759461810932,0.6012807003323336,,-0.4146319758137456,6.809671772436408e-05,0.0009534406789166,0.0049578915303666,0.629327576557128,0.8732613280899387,0.014322964253968022
