analysis_set,initial_factors,module_label,subspace_name,n_random_valid,random_mean_capture,random_q95_capture,observed_capture,observed_percentile,empirical_p_greater_equal,empirical_q_within_model_subspace,empirical_q_global
three_cohort_no_ffpe,12,M24,partially_shared,2000,0.0032916025552360466,0.011352766245969993,0.01334109080733284,0.9645,0.035982008995502246,0.07196401799100449,0.054121699480838094
three_cohort_no_ffpe,12,M24,shared_non_ffpe_only,2000,0.026734242940051545,0.041910156667571016,0.05323791505749296,0.9925,0.0079960019990005,0.0079960019990005,0.013229748761982645
three_cohort_no_ffpe,12,M40,all_retained,2000,0.09713944856906667,0.12046635177268875,0.6709598513864173,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M40,shared_two_or_more,2000,0.09713944856906667,0.12046635177268875,0.6709598513864173,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M40,ubiquitous_all_groups,2000,0.09165744459070709,0.11422236985216522,0.6701196030045725,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,12,M40,partially_shared,2000,0.009340293924240248,0.021732596857608342,0.007707548700074082,0.475,0.5252373813093453,0.5252373813093453,0.6372880226553389
three_cohort_no_ffpe,12,M40,shared_non_ffpe_only,2000,0.09713944856906667,0.12046635177268875,0.6709598513864173,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M34,all_retained,2000,0.32663669535069495,0.36157765145538784,0.6167826363298136,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M34,shared_two_or_more,2000,0.32663669535069495,0.36157765145538784,0.6167826363298136,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M34,ubiquitous_all_groups,2000,0.32476093266716033,0.36014859081091777,0.6167747826456792,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M34,partially_shared,2000,0.0013455972423164183,0.004259199807748594,0.011259963239349177,1.0,0.0004997501249375312,0.001999000499750125,0.0009281073748839865
three_cohort_no_ffpe,16,M34,shared_non_ffpe_only,2000,0.32663669535069495,0.36157765145538784,0.6167826363298136,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M11,all_retained,2000,0.02266326392065504,0.03527366390812837,0.08393439040631842,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M11,shared_two_or_more,2000,0.02266326392065504,0.03527366390812837,0.08393439040631842,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M11,ubiquitous_all_groups,2000,0.02140904045271632,0.03313653690232174,0.08361981944697155,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M11,partially_shared,2000,0.0012800388983223053,0.005466877079639732,1.721197684000224e-05,0.1185,0.881559220389805,0.9735132433783108,0.9723865340057244
three_cohort_no_ffpe,16,M11,shared_non_ffpe_only,2000,0.02266326392065504,0.03527366390812837,0.08393439040631842,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M24,all_retained,2000,0.027039910173198196,0.04261695243397422,0.0546802345761475,0.991,0.009495252373813094,0.009495252373813094,0.015027268974208549
three_cohort_no_ffpe,16,M24,shared_two_or_more,2000,0.027039910173198196,0.04261695243397422,0.0546802345761475,0.991,0.009495252373813094,0.009495252373813094,0.015027268974208549
three_cohort_no_ffpe,16,M24,ubiquitous_all_groups,2000,0.025038925476633018,0.03761231029405531,0.05439770369893984,0.996,0.004497751124437781,0.004497751124437781,0.00810485846185818
three_cohort_no_ffpe,16,M24,partially_shared,2000,0.002648216345157362,0.011698337104440766,3.4453914385788587e-05,0.1465,0.8535732133933034,0.9735132433783108,0.958952622454205
three_cohort_no_ffpe,16,M24,shared_non_ffpe_only,2000,0.027039910173198196,0.04261695243397422,0.0546802345761475,0.991,0.009495252373813094,0.009495252373813094,0.015027268974208549
three_cohort_no_ffpe,16,M40,all_retained,2000,0.0991376583219824,0.1221845727755224,0.6558936865511694,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M40,shared_two_or_more,2000,0.0991376583219824,0.1221845727755224,0.6558936865511694,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M40,ubiquitous_all_groups,2000,0.09732628920022893,0.11995021443667456,0.6552124038907684,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
three_cohort_no_ffpe,16,M40,partially_shared,2000,0.004408933798582074,0.013587784043687092,9.246804669619676e-06,0.0265,0.9735132433783108,0.9735132433783108,1.0
three_cohort_no_ffpe,16,M40,shared_non_ffpe_only,2000,0.0991376583219824,0.1221845727755224,0.6558936865511694,1.0,0.0004997501249375312,0.0006663334999167083,0.0009281073748839865
