endpoint,fold,method,method_c_index,method_n_genes,random_source,matched_random_panel_size,random_mean_c_index,random_median_c_index,random_q90_c_index,random_max_c_index,method_percentile_vs_random,method_minus_random_mean,method_minus_random_median
DFI,5,conditional_cox_mb,0.5640535372848948,8,train_variance_top5000,8,0.6046462715105162,0.6089866156787763,0.675717017208413,0.739961759082218,0.27,-0.040592734225621374,-0.0449330783938815
DFI,5,conditional_cox_mb,0.5640535372848948,8,train_screen_top1000,8,0.6473996175908221,0.6462715105162524,0.7038240917782027,0.7609942638623327,0.03,-0.08334608030592727,-0.0822179732313576
DFI,5,conditional_cox_mb,0.5640535372848948,8,train_screen_top500,8,0.6535755258126196,0.652963671128107,0.7080305927342257,0.7533460803059273,0.06,-0.08952198852772475,-0.08891013384321222
DFI,5,conditional_cox_mb_plus_clinical,0.5793499043977055,8,train_variance_top5000,8,0.6046462715105162,0.6089866156787763,0.675717017208413,0.739961759082218,0.35,-0.02529636711281069,-0.029636711281070816
DFI,5,conditional_cox_mb_plus_clinical,0.5793499043977055,8,train_screen_top1000,8,0.6473996175908221,0.6462715105162524,0.7038240917782027,0.7609942638623327,0.07,-0.06804971319311659,-0.06692160611854692
DFI,5,conditional_cox_mb_plus_clinical,0.5793499043977055,8,train_screen_top500,8,0.6535755258126196,0.652963671128107,0.7080305927342257,0.7533460803059273,0.06,-0.07422562141491407,-0.07361376673040154
DFI,5,iamb_alpha0.10,0.5927342256214149,13,train_variance_top5000,12,0.6139005736137668,0.6089866156787763,0.6768642447418738,0.7552581261950286,0.37,-0.021166347992351953,-0.016252390057361454
DFI,5,iamb_alpha0.10,0.5927342256214149,13,train_screen_top1000,12,0.6554493307839389,0.6644359464627151,0.7131931166347992,0.739961759082218,0.09,-0.06271510516252399,-0.07170172084130022
DFI,5,iamb_alpha0.10,0.5927342256214149,13,train_screen_top500,12,0.6588336520076483,0.6644359464627151,0.7135755258126195,0.762906309751434,0.08,-0.06609942638623345,-0.07170172084130022
DFI,5,gsmb_alpha0.10,0.6118546845124283,13,train_variance_top5000,12,0.6139005736137668,0.6089866156787763,0.6768642447418738,0.7552581261950286,0.52,-0.002045889101338516,0.002868068833651982
DFI,5,gsmb_alpha0.10,0.6118546845124283,13,train_screen_top1000,12,0.6554493307839389,0.6644359464627151,0.7131931166347992,0.739961759082218,0.16,-0.04359464627151055,-0.052581261950286784
DFI,5,gsmb_alpha0.10,0.6118546845124283,13,train_screen_top500,12,0.6588336520076483,0.6644359464627151,0.7135755258126195,0.762906309751434,0.15,-0.046978967495220014,-0.052581261950286784
