endpoint,module_label,contrast,model_a,model_b,mean_repeat_c_index_a,mean_repeat_c_index_b,n_repeats,n_fold_pairs,mean_delta_c_index,median_delta_c_index,std_delta_c_index,bootstrap_repeat_mean_ci_low,bootstrap_repeat_mean_ci_high,fraction_repeat_deltas_positive,wilcoxon_repeat_p_two_sided,wilcoxon_repeat_p_greater,sign_repeat_p_two_sided,sign_repeat_p_greater,corrected_t,corrected_t_df,corrected_t_p_two_sided,corrected_standard_error,correction_factor,wilcoxon_repeat_p_two_sided_bh_q,wilcoxon_repeat_p_greater_bh_q,corrected_t_p_two_sided_bh_q,descriptive_support
DFI,M24,disjoint_residual_vs_original_residual,residual_to_disjoint_proliferation,residual_to_original_proliferation,0.6068549770502143,0.6068549770502143,20,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,1.0,,no_consistent_positive_support
DFI,M24,weight_adjusted_residual_vs_unadjusted_residual,residual_to_disjoint_proliferation_and_weight,residual_to_disjoint_proliferation,0.5969496415832032,0.6068549770502143,20,100,-0.009905335467011205,-0.009964737067398088,0.004023834901782361,-0.011631446950030268,-0.008208118186653532,0.0,1.9073486328125e-06,1.0,1.9073486328125e-06,1.0,-1.4106753517686337,99.0,0.16147489769058013,0.0070216974122305304,0.26,2.9925642342403016e-06,1.0,0.3095097151122165,no_consistent_positive_support
DFI,M24,disjoint_residual_above_chance,residual_to_disjoint_proliferation,chance_0.50,0.6068549770502143,0.5,20,100,0.10685497705021434,0.10539422485920308,0.006002492704169323,0.10451597155352736,0.10957164671337993,1.0,1.9073486328125e-06,9.5367431640625e-07,1.9073486328125e-06,9.5367431640625e-07,3.5963630130482263,99.0,0.0005054627835880682,0.02971195528997658,0.26,2.9925642342403016e-06,2.47955322265625e-06,0.004991444987932173,strong_descriptive_support
DFI,M25,incremental_module_beyond_disjoint_proliferation,module_plus_disjoint_proliferation,disjoint_proliferation_only,0.639259684169693,0.6077530718737091,20,100,0.03150661229598391,0.029915719776733962,0.00919327793311925,0.027743240094290328,0.03561344506959166,1.0,1.9073486328125e-06,9.5367431640625e-07,1.9073486328125e-06,9.5367431640625e-07,1.4937703561100641,99.0,0.1384160818318928,0.021092005318696025,0.26,2.9925642342403016e-06,2.47955322265625e-06,0.30374640179776474,strong_descriptive_support
DFI,M25,module_vs_disjoint_proliferation,module_only,disjoint_proliferation_only,0.6300436675956382,0.6077530718737091,20,100,0.022290595721929162,0.023418576037322114,0.011871862316510872,0.017006305616135885,0.027463954358783373,0.95,5.7220458984375e-06,2.86102294921875e-06,4.00543212890625e-05,2.002716064453125e-05,0.6171318038956914,99.0,0.5385645703645734,0.03611966776176191,0.26,8.13603401184082e-06,6.508827209472656e-06,0.6690983845124625,strong_descriptive_support
DFI,M25,joint_model_vs_module_only,module_plus_disjoint_proliferation,module_only,0.639259684169693,0.6300436675956382,20,100,0.009216016574054742,0.008726525809509222,0.007036099856731148,0.006402941056961064,0.012297213655549966,0.95,3.814697265625e-06,1.9073486328125e-06,4.00543212890625e-05,2.002716064453125e-05,0.44127641835382786,99.0,0.6599751461049603,0.020884906128532537,0.26,5.690777888063525e-06,4.567598041735198e-06,0.7667358315042921,weak_positive_descriptive_support
DFI,M25,disjoint_residual_vs_module_only,residual_to_disjoint_proliferation,module_only,0.6125023448411367,0.6300436675956382,20,100,-0.017541322754501553,-0.01715838436735201,0.00608611625928774,-0.019994222419676196,-0.014952608583620797,0.0,1.9073486328125e-06,1.0,1.9073486328125e-06,1.0,-1.7790203645672251,99.0,0.07830556296554737,0.00986010228093637,0.26,2.9925642342403016e-06,1.0,0.21084897106961056,no_consistent_positive_support
DFI,M25,disjoint_residual_vs_original_residual,residual_to_disjoint_proliferation,residual_to_original_proliferation,0.6125023448411367,0.6125023448411367,20,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,1.0,,no_consistent_positive_support
DFI,M25,weight_adjusted_residual_vs_unadjusted_residual,residual_to_disjoint_proliferation_and_weight,residual_to_disjoint_proliferation,0.6017492842221205,0.6125023448411367,20,100,-0.010753060619016135,-0.009789733206808204,0.003290342698148708,-0.012163916455337691,-0.009411366130692558,0.0,1.9073486328125e-06,1.0,1.9073486328125e-06,1.0,-1.8044059994380277,99.0,0.0742082730342764,0.0059593354391224195,0.26,2.9925642342403016e-06,1.0,0.21084897106961056,no_consistent_positive_support
DFI,M25,disjoint_residual_above_chance,residual_to_disjoint_proliferation,chance_0.50,0.6125023448411367,0.5,20,100,0.1125023448411366,0.11350115299572205,0.009942734377987133,0.10833952854983016,0.11670076569752222,1.0,1.9073486328125e-06,9.5367431640625e-07,1.9073486328125e-06,9.5367431640625e-07,3.478869693058126,99.0,0.0007499977611409363,0.032338763669598855,0.26,2.9925642342403016e-06,2.47955322265625e-06,0.006583313681125996,strong_descriptive_support
