module_label,canine_gene,canine_gene_symbol,human_gene_symbol,ortholog_qc_status,raw_pca_loading,risk_oriented_loading,absolute_risk_loading,is_strict_mapping,is_broad_mapping,human_symbol_duplicate_count,normalized_abs_sum_weight
M34,LGALS9_3,LGALS9,LGALS9,non_strict_human_homolog_review,0.06181003762917099,-0.06181003762917099,0.06181003762917099,False,True,1,-0.004897475197473646
M34,LIPA_3,LIPA,LIPA,one_to_one_low_confidence_review,0.0618461754949698,-0.0618461754949698,0.0618461754949698,False,True,1,-0.004900338556051441
M34,LMO2_3,LMO2,LMO2,one_to_one_low_confidence_review,0.07707484917777543,-0.07707484917777543,0.07707484917777543,False,True,1,-0.006106971887993655
M34,LPAR5_3,LPAR5,LPAR5,strict_symbol_concordant_one_to_one,0.06343921260822288,-0.06343921260822288,0.06343921260822288,True,True,1,-0.005026561740020673
M34,LY96_3,LY96,LY96,strict_symbol_concordant_one_to_one,0.061254181667947855,-0.061254181667947855,0.061254181667947855,True,True,1,-0.004853432338289665
M34,MARCHF1_3,MARCHF1,MARCHF1,strict_symbol_concordant_one_to_one,0.07539020881176084,-0.07539020881176084,0.07539020881176084,True,True,1,-0.005973490584217105
M34,MCTP1_3,MCTP1,MCTP1,strict_symbol_concordant_one_to_one,0.0599621281460907,-0.0599621281460907,0.0599621281460907,True,True,1,-0.0047510573791435876
M34,MEST_3,MEST,MEST,non_strict_human_homolog_review,-0.03608128239183545,0.03608128239183545,0.03608128239183545,False,True,1,0.002858875231029798
M34,MILR1_3,MILR1,MILR1,strict_symbol_concordant_one_to_one,0.08330960559715458,-0.08330960559715458,0.08330960559715458,True,True,1,-0.006600978461964553
M34,MOSPD2_3,MOSPD2,MOSPD2,strict_symbol_concordant_one_to_one,0.054643151038396336,-0.054643151038396336,0.054643151038396336,True,True,1,-0.004329611939858346
M34,MS4A7_3,MS4A7,MS4A7,strict_symbol_concordant_one_to_one,0.06687443233088115,-0.06687443233088115,0.06687443233088115,True,True,1,-0.00529874897748081
M34,MYO1G_3,MYO1G,MYO1G,strict_symbol_concordant_one_to_one,0.07965617441524005,-0.07965617441524005,0.07965617441524005,True,True,1,-0.006311501391808897
M34,NCF4_3,NCF4,NCF4,strict_symbol_concordant_one_to_one,0.07363912941410493,-0.07363912941410493,0.07363912941410493,True,True,1,-0.005834745030132867
M34,NCKAP1L_3,NCKAP1L,NCKAP1L,strict_symbol_concordant_one_to_one,0.07834892706807137,-0.07834892706807137,0.07834892706807137,True,True,1,-0.006207922560517256
M34,NFAM1_3,NFAM1,NFAM1,strict_symbol_concordant_one_to_one,0.08013433624006046,-0.08013433624006046,0.08013433624006046,True,True,1,-0.006349388210313785
M34,OAS1_3,OAS1,OAS1,strict_symbol_concordant_one_to_one,0.05014621769925631,-0.05014621769925631,0.05014621769925631,True,True,1,-0.003973300564912076
