analysis_set,initial_factors,module_label,n_frozen_genes,n_naturally_selected_module_genes,natural_coverage_fraction,subspace_name,n_subspace_factors,subspace_factors,observed_capture,n_random_valid,random_mean_capture,random_q95_capture,observed_percentile,empirical_p_greater_equal,empirical_q_global,empirical_q_within_subspace
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,all_retained,11,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10;Factor11,0.07193279571361819,2000,0.02088626615519898,0.03335289809170515,1.0,0.0004997501249375312,0.000742347272965459,0.000642535874919683
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,shared_two_or_more,10,Factor1;Factor2;Factor3;Factor4;Factor6;Factor7;Factor8;Factor9;Factor10;Factor11,0.07105925484047106,2000,0.019085299569135992,0.03089215708428283,1.0,0.0004997501249375312,0.000742347272965459,0.000642535874919683
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,ubiquitous_all_groups,8,Factor1;Factor2;Factor3;Factor4;Factor6;Factor8;Factor9;Factor11,0.036683157443266494,2000,0.015913412050240956,0.025779933047004763,0.9965,0.00399800099950025,0.0054615549368173056,0.005140286999357464
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,partially_shared,2,Factor7;Factor10,0.03514304251913967,2000,0.003419510913739203,0.010790401492330211,0.9995,0.0009995002498750624,0.001402968240650317,0.0029985007496251873
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,shared_non_ffpe_only,2,Factor7;Factor10,0.03514304251913967,2000,0.003419510913739203,0.010790401492330211,0.9995,0.0009995002498750624,0.001402968240650317,0.0029985007496251873
four_cohort_detection_aware_variable_only_700,16,M11,7,5,0.7142857142857143,gse39055_shared,8,Factor1;Factor2;Factor3;Factor4;Factor6;Factor8;Factor9;Factor11,0.036683157443266494,2000,0.015913412050240956,0.025779933047004763,0.9965,0.00399800099950025,0.0054615549368173056,0.005140286999357464
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,all_retained,11,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10;Factor11,0.3132874417955217,2000,0.031011915326102032,0.044025217404756116,1.0,0.0004997501249375312,0.000742347272965459,0.000642535874919683
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,shared_two_or_more,10,Factor1;Factor2;Factor3;Factor4;Factor6;Factor7;Factor8;Factor9;Factor10;Factor11,0.30716415552115744,2000,0.02951107939345692,0.04232598699139574,1.0,0.0004997501249375312,0.000742347272965459,0.000642535874919683
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,ubiquitous_all_groups,8,Factor1;Factor2;Factor3;Factor4;Factor6;Factor8;Factor9;Factor11,0.3054726543337301,2000,0.026665564029756932,0.03818216351694202,1.0,0.0004997501249375312,0.000742347272965459,0.0007496251874062968
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,partially_shared,2,Factor7;Factor10,0.0011873762500842345,2000,0.003209952742080876,0.009870930422702033,0.3125,0.6876561719140429,0.7206259883756752,0.7736131934032983
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,shared_non_ffpe_only,2,Factor7;Factor10,0.0011873762500842345,2000,0.003209952742080876,0.009870930422702033,0.3125,0.6876561719140429,0.7206259883756752,0.7736131934032983
four_cohort_detection_aware_variable_only_700,16,M40,111,29,0.26126126126126126,gse39055_shared,8,Factor1;Factor2;Factor3;Factor4;Factor6;Factor8;Factor9;Factor11,0.3054726543337301,2000,0.026665564029756932,0.03818216351694202,1.0,0.0004997501249375312,0.000742347272965459,0.0007496251874062968
three_cohort_no_ffpe_variable_only_1500,8,M34,162,92,0.5679012345679012,all_retained,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.31160405107010497,2000,0.051424092945832056,0.060539436818404326,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,8,M34,162,92,0.5679012345679012,shared_two_or_more,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.31160405107010497,2000,0.051424092945832056,0.060539436818404326,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,8,M34,162,92,0.5679012345679012,ubiquitous_all_groups,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.31160405107010497,2000,0.051424092945832056,0.060539436818404326,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,8,M34,162,92,0.5679012345679012,shared_non_ffpe_only,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.31160405107010497,2000,0.051424092945832056,0.060539436818404326,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,8,M11,7,6,0.8571428571428571,all_retained,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.028438778318905417,2000,0.007143021454715473,0.011799395786476609,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,8,M11,7,6,0.8571428571428571,shared_two_or_more,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.028438778318905417,2000,0.007143021454715473,0.011799395786476609,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,8,M11,7,6,0.8571428571428571,ubiquitous_all_groups,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.028438778318905417,2000,0.007143021454715473,0.011799395786476609,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,8,M11,7,6,0.8571428571428571,shared_non_ffpe_only,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.028438778318905417,2000,0.007143021454715473,0.011799395786476609,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,8,M40,111,63,0.5675675675675675,all_retained,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.31121751653813584,2000,0.02282946530174521,0.029452575169486944,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,8,M40,111,63,0.5675675675675675,shared_two_or_more,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.31121751653813584,2000,0.02282946530174521,0.029452575169486944,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,8,M40,111,63,0.5675675675675675,ubiquitous_all_groups,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.31121751653813584,2000,0.02282946530174521,0.029452575169486944,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,8,M40,111,63,0.5675675675675675,shared_non_ffpe_only,7,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7,0.31121751653813584,2000,0.02282946530174521,0.029452575169486944,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,all_retained,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.3184396209291741,2000,0.05472953750567436,0.06334444555531898,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,shared_two_or_more,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9;Factor10,0.31593501695071474,2000,0.05413561744384555,0.06284734577440944,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,ubiquitous_all_groups,8,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9,0.3130890026819735,2000,0.05283863857647241,0.061479518330822325,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,partially_shared,1,Factor10,0.009825916801059107,2000,0.001567629229071823,0.004952056514754092,0.9985,0.001999000499750125,0.002780427967834265,0.005997001499250375
three_cohort_no_ffpe_variable_only_1500,12,M34,162,92,0.5679012345679012,shared_non_ffpe_only,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9;Factor10,0.31593501695071474,2000,0.05413561744384555,0.06284734577440944,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,all_retained,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.03528301744099678,2000,0.009230055417603456,0.014778882654002162,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,shared_two_or_more,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9;Factor10,0.035100831428720634,2000,0.008579667392152022,0.013961461046284842,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,ubiquitous_all_groups,8,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9,0.03509833875186753,2000,0.00785613904105029,0.01290042532448419,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,partially_shared,1,Factor10,3.266427002919852e-05,2000,0.0007279450700532466,0.002808068440768354,0.1645,0.8355822088955522,0.851206846907672,0.8355822088955523
three_cohort_no_ffpe_variable_only_1500,12,M11,7,6,0.8571428571428571,shared_non_ffpe_only,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9;Factor10,0.035100831428720634,2000,0.008579667392152022,0.013961461046284842,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M40,111,63,0.5675675675675675,all_retained,10,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10,0.33841314262255734,2000,0.025626305844346144,0.03293684084175606,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M40,111,63,0.5675675675675675,shared_two_or_more,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9;Factor10,0.3267122775319514,2000,0.02494812531169382,0.032026043507855095,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M40,111,63,0.5675675675675675,ubiquitous_all_groups,8,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9,0.3264793322359663,2000,0.023890435714540734,0.031168865412317764,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,12,M40,111,63,0.5675675675675675,partially_shared,1,Factor10,0.0045754960914487835,2000,0.0011883855898042047,0.0039372864590676605,0.967,0.033483258370814596,0.04269115442278861,0.0502248875562219
three_cohort_no_ffpe_variable_only_1500,12,M40,111,63,0.5675675675675675,shared_non_ffpe_only,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor8;Factor9;Factor10,0.3267122775319514,2000,0.02494812531169382,0.032026043507855095,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M34,162,92,0.5679012345679012,all_retained,13,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10;Factor11;Factor12;Factor13,0.3287600736130333,2000,0.06110194495793132,0.06928921746725654,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M34,162,92,0.5679012345679012,shared_two_or_more,11,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9;Factor10;Factor11;Factor13,0.3235899055572329,2000,0.05931877046023331,0.06745626412382351,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M34,162,92,0.5679012345679012,ubiquitous_all_groups,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9;Factor10,0.3139680660575475,2000,0.052461304849214,0.061709670710123385,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M34,162,92,0.5679012345679012,partially_shared,2,Factor11;Factor13,0.014817770686021798,2000,0.009577105188698006,0.018108761498724237,0.8695,0.13093453273363317,0.1577400276239833,0.1571214392803598
three_cohort_no_ffpe_variable_only_1500,16,M34,162,92,0.5679012345679012,shared_non_ffpe_only,11,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9;Factor10;Factor11;Factor13,0.3235899055572329,2000,0.05931877046023331,0.06745626412382351,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M11,7,6,0.8571428571428571,all_retained,13,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10;Factor11;Factor12;Factor13,0.05261769287013153,2000,0.011783612553758345,0.017929492100440442,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M11,7,6,0.8571428571428571,shared_two_or_more,11,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9;Factor10;Factor11;Factor13,0.04980176531915007,2000,0.010452093794484467,0.015936750298093046,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M11,7,6,0.8571428571428571,ubiquitous_all_groups,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9;Factor10,0.03494239914947678,2000,0.008508840143711218,0.013713930940455492,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M11,7,6,0.8571428571428571,partially_shared,2,Factor11;Factor13,0.017413134605605344,2000,0.0021276999178525195,0.0064266945079881396,1.0,0.0004997501249375312,0.000742347272965459,0.0029985007496251873
three_cohort_no_ffpe_variable_only_1500,16,M11,7,6,0.8571428571428571,shared_non_ffpe_only,11,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9;Factor10;Factor11;Factor13,0.04980176531915007,2000,0.010452093794484467,0.015936750298093046,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M40,111,63,0.5675675675675675,all_retained,13,Factor1;Factor2;Factor3;Factor4;Factor5;Factor6;Factor7;Factor8;Factor9;Factor10;Factor11;Factor12;Factor13,0.34955671328288107,2000,0.02890696545475152,0.03597419029325541,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M40,111,63,0.5675675675675675,shared_two_or_more,11,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9;Factor10;Factor11;Factor13,0.34378857780572253,2000,0.02725641511862356,0.0342458886137855,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M40,111,63,0.5675675675675675,ubiquitous_all_groups,9,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9;Factor10,0.331383467399197,2000,0.02435116154252825,0.03183612073624152,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
three_cohort_no_ffpe_variable_only_1500,16,M40,111,63,0.5675675675675675,partially_shared,2,Factor11;Factor13,0.010186615077461818,2000,0.0038498620078198246,0.009122093687643966,0.975,0.025487256371814093,0.032769329620903835,0.0502248875562219
three_cohort_no_ffpe_variable_only_1500,16,M40,111,63,0.5675675675675675,shared_non_ffpe_only,11,Factor1;Factor2;Factor3;Factor4;Factor5;Factor7;Factor8;Factor9;Factor10;Factor11;Factor13,0.34378857780572253,2000,0.02725641511862356,0.0342458886137855,1.0,0.0004997501249375312,0.000742347272965459,0.0004997501249375312
