,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
SFRP2,0.016310200730154115,0.03901269603643075,0.027966704060527366,-0.006024517231802789,0.0027655229616318317,0.0008278236624690693,-0.01813394227114478,-0.004658709012467939,-0.011386834201217647,0.03488304067218152,0.02788553699229976,0.025205725713460136,-0.008904128694994538,-0.011764341477123677,-0.01716509789985528,0.022182679307775125
MMP13,0.002219974720511578,-0.03742214026792695,0.021816820441578157,0.003484215664900496,0.025225280888680604,0.028880514318551882,-0.046643083553262965,0.015188709876473274,-0.01942922455228726,-0.026314875311269716,-0.018002852355171274,-0.014707327977858063,0.034934822908678505,0.014432423654082167,0.03627916972314484,-0.001684653766958579
POSTN,0.005202962980502305,0.05551273182748134,0.015760403835907016,0.0020174102631664794,0.030852916816302433,0.014107138001340145,-0.031184611231728537,0.008248984128064957,0.018833733950711872,-0.03520945153441612,0.014615023160646185,-0.04089919179653716,0.038530827581162254,0.007213144785730229,0.00021307528053686464,0.009806599636812238
SLC36A2,-0.031061129919818412,-0.04141111494726414,0.02508623041037667,0.006928481163248186,-0.03945953064923307,0.020194045571320613,-0.03292967879466402,-0.020303526914318273,0.06638336327684252,0.007947889531411664,0.006953846623600762,0.010444428278704326,-0.0050893896511398865,0.04881342081504296,0.01236576249171396,-0.005075379690873115
DKK1,-0.011424222563705367,-0.01855929457969803,0.025962979660456548,0.010553667223602525,-0.04605621639642794,0.011699339636346184,-0.01690559335172245,-0.04863973352715712,-0.016500517598800682,-0.005126207041856389,-0.016822873718059267,-0.020022155808061055,0.022721781009907512,-0.009428904710657753,0.026436699427547707,0.051089876700774736
IBSP,-0.01829253001625825,-0.04139238796272784,0.022337953413713193,0.0029120223278808906,-0.017973542722083485,0.04130644467546338,-0.05838602076230945,-0.027048217439698215,0.026837384398593806,-0.006376436000409708,-0.008183827786524836,-0.02037043623618267,0.011600726499813073,0.05664599648625417,0.042663159236736414,-0.004940934265185521
THBS2,0.01636989598111643,0.06287129738283719,0.017209514371144662,-0.001826848920156361,0.03030707021363283,0.017752553569987405,-0.026458816594293052,-0.025688207643906984,0.02134532073009597,-0.009852419520875632,-0.022896663720864532,-0.005443784203777959,-0.019012651553591522,-0.008470364210360369,0.049095939194984506,0.006944422228622609
ACP5,0.018685898127315262,-0.05670477738996497,0.015738275173310914,-0.01566760341183148,0.042877450570567334,0.05052839099579887,-0.051762561591026005,0.010932144448187518,-0.02005392400595208,-3.891526443697106e-05,-0.009821837779500782,0.005301245328355637,0.024068809758013822,-0.02249950923226093,-0.005382913428917581,0.011826090959410297
CXCL14,0.027966709356077188,0.03459018291673014,0.03293051648387322,-0.030028496508087046,-0.00024570100558945606,-0.008917351862135946,-0.013357493068652394,-0.00857107356472835,0.02093852952621338,0.02514518238215918,0.05122997355418034,0.018064892436874144,-0.008748549124464102,-0.011808786902321095,-0.02675632453407301,-0.006562945494238196
IGFBP2,0.009311500239474156,-0.007377954077796006,0.021028183752605248,0.00315380420902739,-0.016698661072068483,-0.03627478207140461,-0.02283782461278225,-0.026427401390999385,-0.03961724058188451,0.017050697144653338,0.020914012734444373,-0.00034212626927553687,-0.006432215121028491,-0.007827678374679455,-0.07127868676381417,0.019908241522377863
FBN2,-0.00787627441709389,0.0155557643764659,0.020991563334068656,0.048078592295731915,-0.020792364462039536,0.020693816108593895,-0.02200952207169395,-0.032499382264717956,-0.026240514887139434,-0.03478047207074417,-0.00031429138479406246,-0.024751549516517892,-0.03606518006266082,-0.021354749603342764,-0.02404372211821096,0.007496199294333853
