,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
LUM,0.0041037877,0.15208274,0.19555783,-0.2837195,-0.09186721,-0.0023909078,-0.14382793,0.1033736,0.028837059,0.24305919,0.048804548,-0.10422307,0.0066332524
GBP1,0.23350024,-0.011652188,0.028852582,-0.008001863,-0.0073879645,0.053293355,0.0118856225,0.1006183,-0.22284387,-0.11212443,0.023174176,-0.003241017,0.32250005
LHX2,-0.1346885,0.020371787,0.03148551,-0.10213391,0.1466019,-0.026798239,0.012322449,-0.18115409,-0.12525946,0.032340396,0.010847043,0.08220111,0.047828767
HAS2,0.012144068,0.2362444,-0.024511507,-0.15186645,0.10042627,0.24582519,-0.0053896517,-0.1514175,0.007594355,0.0311199,-0.048802942,-0.00836631,-0.06815663
CRISPLD1,-0.032805573,0.11754146,0.13354217,-0.06481224,0.09975671,-0.014519139,-0.019379389,-0.11897269,-0.19594522,-0.25940868,-0.017652646,-0.043257557,-0.10480209
OMD,-0.120732136,-0.05950141,0.18157767,-0.09661642,0.0009511991,-0.006081289,-0.009167096,-0.16559052,0.003522812,0.35296392,-0.07065237,0.0015247797,0.14950532
REEP1,-0.094463736,0.035458926,0.052286956,0.29342347,0.08762802,-0.040378585,-0.09902074,-0.024741668,-0.036147345,0.019860355,0.041455436,-0.033485435,-0.12915084
NCAM1,-0.12083481,-0.13530137,0.20597364,0.16810453,0.07564964,-0.015698364,-0.01985807,-0.04201214,0.018438786,0.077946626,-0.10368673,-0.010759707,-0.11915264
SPON1,-0.08272955,0.17988588,0.11416536,-0.08877085,0.000615679,-0.038719885,0.005367825,-0.19916143,-0.04290599,0.11659078,-0.013629782,0.055011123,0.018443346
APOC1,0.25798,-0.036467467,-0.107191935,0.027048098,0.0073449733,0.0034137333,-0.065627865,-0.04809697,-0.14860086,0.115122415,0.009465533,0.03459116,0.03364038
TNFSF10,0.24286367,0.055759806,0.08129085,-0.04908946,-0.05754518,0.03867042,-0.0021132382,0.14460209,-0.108843654,-0.044705298,0.009227824,0.19331603,0.21481295
GPRC5C,-0.118002556,-0.0773246,0.075489074,0.041554727,0.023611799,-0.11524603,0.033296783,-0.2550618,0.020830236,0.35295048,-0.017049862,-0.10070616,0.0037801368
SEMA4B,0.025464421,-0.25797525,0.111440994,0.013832387,0.10151384,-0.0137217045,-0.013014639,-0.02411773,0.0294831,0.07770888,0.015898285,0.005990893,-0.010979206
MYOM1,0.011927584,-0.009129526,0.12886493,0.2650209,0.0013537986,-0.061292145,0.050975587,0.0058500506,0.04694796,-0.07829065,-0.12972976,-0.32597113,-0.1851618
PRSS23,0.08900593,0.1588131,0.08254152,-0.28358853,-0.044765424,0.12510632,0.0678268,0.0382527,0.07525303,-0.00027703133,0.12953313,-0.097060725,0.0013603409
AIF1,0.3178201,0.0025721362,-0.060412243,0.00246066,-0.031175347,-0.013730391,-0.003475592,-0.010820657,-0.22157608,0.15258604,0.002682798,-0.050294437,-0.16847591
COL12A1,0.0019912866,0.209729,0.11801562,-0.20296182,0.014760376,0.0067387824,-0.10538131,-0.13151895,0.14599535,0.20671248,-0.015618291,0.06764572,-0.038921904
SLC7A8,0.22022769,0.10206328,0.05028679,-0.13558978,0.09757897,-0.016130444,-0.03572653,0.022027656,-0.124979414,0.090689614,-0.118894905,-0.122948244,-0.20971498
VWF,0.09987857,0.1871678,-0.0066638347,0.09070986,0.0015779096,-0.10774142,0.26352432,-0.005402001,0.16009855,0.030363359,0.09946734,-0.009748525,-0.06397117
SCARA5,0.05594685,0.079134494,0.13785174,-0.0017432232,0.0013298081,0.016729139,0.0034904897,-0.114234954,0.13975401,0.07866048,0.11017412,-0.2598255,0.06771383
WFDC1,-0.03830815,0.024085803,0.012320287,0.08319473,-0.015122682,-0.08343876,0.07301926,-0.22442973,0.0052610976,0.32268074,0.0530998,-0.041401964,-0.022532761
RHPN2,-0.1305888,-0.039140757,0.04517301,0.28887644,0.06792471,-0.04727472,0.014290742,-0.20557243,-0.16730434,0.019418238,-0.00060539506,0.025510559,-0.15562913
BMP4,-0.090029955,-0.24421974,0.090978004,0.044427283,0.051653,-0.016621735,0.006406726,0.024299448,-0.17076439,0.15176237,0.18151633,-0.014244099,-0.05236003
OAS2,0.1818959,-0.057194427,0.063098274,-0.13834006,-0.002788191,-0.008070931,0.015911644,0.12467067,-0.16825235,0.109596886,0.17758785,0.03135604,0.44900194
GLDN,0.013884743,-0.1633869,0.25538772,-0.1361756,-0.041607954,-0.025229938,0.07740791,0.022489429,-0.041893013,0.06626367,0.09449288,-0.030131176,0.13742448
THBS1,0.06588546,0.179237,0.08041918,0.084390916,-0.012549199,-0.00095047,-0.0167314,0.05974518,0.07385877,0.11361458,0.11229978,0.28455675,-0.066562
PRICKLE1,0.033104062,0.24499401,0.008709366,0.13506484,0.058618795,0.006820121,0.006777169,-0.17877237,0.080953926,-0.018611366,0.0046892287,0.20735022,0.017992083
SRPX2,0.07712924,0.027894026,0.106389105,-0.19750711,-0.050831303,-0.032298565,-0.09694414,0.16616794,0.14943326,0.025290018,0.31885204,0.149895,-0.094627954
TFAP2A,-0.055982266,0.0075005325,0.016535321,0.13299245,0.039702177,0.18071665,-0.00015994952,-0.18968761,-0.1294965,-0.053968582,0.135975,0.17988299,0.026182039
APOE,0.22714613,-0.030339707,-0.016219938,-0.030729339,-0.07175298,-0.026836324,-0.005316023,-0.17494848,-0.11230123,0.058048468,0.11167445,-0.027290165,2.0917334e-05
SNX10,0.16583139,-0.22265136,0.03449705,-0.074498385,0.00412468,-0.06205833,-0.18086736,-0.13131446,0.27159378,-0.13445897,0.016766913,-0.09266082,-0.047089532
CSF1R,0.26084274,-0.17481333,0.079156354,-0.102403134,0.00020242561,-0.012843297,-0.11477562,-0.14326371,0.1605395,0.028652215,-0.09143195,0.15018502,-0.038564302
CCND2,0.08512012,0.14161928,0.073513046,0.20451905,-0.015375023,-0.0121839605,0.028375173,-0.29114556,-0.10194435,-0.15288362,-0.004745604,0.17699161,0.042504195
DHCR24,-0.08917245,-0.10489608,0.019877905,0.060700968,0.22420517,-0.03797863,-0.08064399,0.028437024,0.024417099,0.07471326,-0.003647648,0.22213942,0.10263871
LYZ,0.29967365,0.028330814,-0.02010955,0.103125535,0.009059706,0.0003975479,0.0819669,0.0049116863,-0.0022603641,0.028222986,-0.016240438,-0.008465204,-0.046637844
ALPL,-0.11259765,-0.2320943,0.09996082,0.03419098,0.08815834,0.00050124025,0.023188835,-0.093344726,-0.0027747205,0.32637665,0.011599741,-0.012325709,-0.017839227
SEMA3A,-0.012110649,0.2112544,-0.010843402,-0.05994359,0.09500857,0.007593216,-0.013437363,-0.19139723,0.004405965,-0.026760858,-0.038497597,-0.013341055,-0.13327491
CAV1,0.14342418,0.21558627,-0.0006973409,-0.12796476,0.060988285,-0.06294619,0.18398552,0.20241447,0.14303528,-0.12740114,0.16760363,0.046052683,-0.05205537
BIRC3,0.202698,-0.16188964,-0.009328804,0.003379218,0.005164435,0.034723315,-0.083719805,-0.049475294,0.21007,-0.18595545,0.0070050643,0.103502795,0.31575522
TCIRG1,0.15049812,-0.24666578,0.045296147,-0.11700299,-0.0005492669,-0.043305464,-0.13068762,-0.22847985,0.33501402,-0.023094278,0.060407463,0.010389859,0.07311224
OAS1,0.16638707,-0.09349743,0.04685992,-0.1562788,0.0028674458,-0.044771224,-0.0010776123,0.06114137,-0.25605062,0.1344187,0.14097358,-0.018774806,0.40283749
LRRN1,-0.020569671,0.03673688,0.14868203,0.1137487,0.04433331,0.00148091,0.0026984962,-0.14009707,-0.0037896123,0.023757543,-0.15832736,-0.14913046,0.024309421
TNC,-0.046565905,0.022313029,0.19017477,-0.2420091,0.12333853,-0.10576541,-0.0038226768,-0.0040271617,-0.016118445,0.1395904,-0.008914713,-0.067654274,-0.04169999
GPM6B,-0.02057222,-0.04794024,0.09455576,-0.02403432,0.144878,0.017023692,0.09303305,-0.22794269,-0.1008545,-0.03366165,-0.16681084,0.04263779,-0.028328743
CD2,0.28370944,0.006223092,-0.035735827,0.068880126,0.0027192987,-0.0024354467,0.0060805418,-0.018832268,-0.2733645,0.027118035,-0.05784633,0.059194826,0.14964879
COCH,-0.010050426,-0.025411062,0.063985355,0.35551843,0.021363523,0.06734943,-0.048422694,-0.020395115,-0.029458294,-0.06232858,0.030106595,0.009656006,0.20250481
COL5A3,0.043528896,0.040399756,0.10507804,-0.19008595,0.0045374054,0.006924659,0.26915106,-0.09726467,0.11817966,0.040717315,0.13757971,-0.023085598,-0.005730939
HSPA12B,0.04843977,0.23178561,0.062774904,0.0040136687,0.00047482652,-0.03626582,0.099633895,-0.2260286,0.08521301,0.023358986,-0.046373796,-0.13472423,0.14316095
WASF3,0.03913079,0.17510864,0.08136059,0.19226252,0.009966042,-0.03846275,0.020071467,-0.14225277,0.03655384,-0.104061104,-0.0018784887,-0.040789206,-0.0949583
COL6A3,-0.0062796483,0.22661832,0.12099449,-0.28726673,0.016398005,0.022078728,0.0011059635,-0.053902347,0.06301775,0.023577664,0.18684113,0.18648396,-0.07822806
ENPEP,-0.0336005,0.024599856,0.12936683,-0.11726132,0.12030217,0.1988227,0.06324022,-0.18424083,-0.051676597,-0.07351566,-0.05678355,-0.013465219,-0.09905097
S100A16,0.13934898,0.17936254,0.015224102,-0.07094218,-0.04570281,-0.09032888,0.17831837,-0.07480742,0.17669715,0.06431626,-0.0041790144,-0.2976147,0.16382791
LIFR,-0.034086816,-0.24914686,0.2230138,-0.0011136327,0.08938479,0.302592,0.004091872,0.11663833,-0.03613827,0.034386452,-0.027537914,0.023569243,-0.16388021
ECM2,-0.0027660101,0.1932227,0.14794323,-0.29560637,0.005803221,-0.03347179,0.007270928,-0.08070241,0.0038909276,0.077675946,-0.072574,-0.11274819,0.051483244
RERG,-0.11551062,-0.04216576,0.16205846,0.18831268,0.0355015,0.009025975,-0.00078117714,-0.08354668,-0.006681147,0.15482894,0.007975642,-0.021483926,0.10105241
SLC7A2,-0.019423133,0.183788,0.12271306,0.06389907,0.012730844,-0.0070302137,0.0286611,-0.12606233,0.06482782,-0.021125074,-0.051881257,-0.095775455,0.0034228938
PKIA,0.08524265,0.036367066,0.057061937,0.216197,0.035053696,0.23387814,-0.16376954,-0.08158235,0.25110775,-0.19966424,-0.014565794,-0.3342602,-0.066254996
PTGIS,-0.022450738,-0.028275799,0.20910485,0.00094510993,0.082242355,-0.1164007,0.00680802,-0.059806257,-0.0752253,0.057870455,-0.01462588,0.18396086,-0.010664596
AXL,0.09042829,0.13883622,0.18280318,0.019242408,-0.015470618,-0.09861098,-0.019983063,0.004818235,-0.04339991,-0.11542437,0.03183999,0.15212809,0.16211121
NPTX2,-0.00053568196,-0.02042772,-0.018793004,0.23107493,0.09707442,0.045398656,-0.019772382,-0.15598646,0.04928731,-0.07699986,0.11430477,0.13305551,-0.029772187
SDK2,-0.13526,-0.11070309,0.1813652,0.21377935,0.062866144,-0.005098133,-0.0038521707,-0.05918002,-0.025174469,0.18192281,-0.016917594,0.028830258,0.0072750524
LRRC17,-0.0046788706,0.18892011,0.08354197,-0.06475447,0.050896175,-0.09860133,-0.023834646,-0.07607468,0.12108111,0.20767416,-0.046410628,-0.05104072,-0.19071463
GAS1,0.06926075,0.17397115,0.11133617,-0.15547624,-0.01861955,0.08878141,-0.0070121167,-0.015214511,0.05591451,-0.102515064,0.15188962,-0.28725943,0.0051867566
ITGA11,-0.0095352745,0.07744034,0.19170067,-0.37105563,-0.012955725,-0.020408735,-0.12369491,-0.1028668,0.00891812,0.037685245,0.07189424,0.2623229,-0.015766166
ALDH1A1,0.10996265,-0.038792696,-0.05394267,0.014664478,0.11765294,-0.06807859,0.036977354,-0.14094578,-0.019966863,-0.02488057,-0.02678074,-0.1061502,-0.1926759
AQP1,0.01228394,0.01440947,0.26667643,-0.018030562,-0.09457692,-0.12601435,0.090938434,0.031515114,-0.05234281,0.025723087,0.20752428,-0.047198247,0.13658398
EPHA3,-0.08827223,-0.025537772,0.1380698,-0.21040265,0.08349656,0.15784577,0.017252183,-0.16193096,-0.14144887,-0.047638025,0.00785856,0.03752571,-0.17952737
BAALC,0.026332056,0.05365886,0.05830328,-0.025172936,-0.027817462,-0.023046453,0.11275408,0.033817433,0.041871548,0.016818509,0.17555793,0.042315923,-0.16096528
ZNF469,0.025801685,0.24212441,0.056657653,-0.19850345,0.043646462,-0.003252318,-0.0026018047,-0.12876739,0.069367886,0.06821553,0.0315149,0.19747362,-0.09653556
GEM,0.024509735,0.2794012,0.011166033,-0.14724037,0.044209693,-0.1429559,-0.0059519354,0.007926682,0.042329643,-0.05098614,0.25926253,-0.01657612,-0.052547343
GIMAP4,0.2895427,-0.004789859,-0.054695114,0.056164622,0.0005973877,-0.09599164,0.06682587,-0.0030273239,-0.25689447,0.12235887,-0.014276926,0.07770087,0.08300112
FOS,0.07103324,-0.0037899255,-0.004699716,0.027905362,0.039138075,-0.03278916,0.001402551,0.16072291,0.112584904,-0.022929259,0.39028913,-0.16027567,-0.026509015
FLNC,-0.0030292245,0.22758298,0.04294028,-0.063497335,0.08243842,0.16845022,-0.035216007,0.02564752,-0.0027628846,-0.1710038,0.00365915,-0.23963311,-0.14516957
CDO1,-0.051907893,0.09517887,0.052411094,0.23931184,0.000753419,-0.08518973,-0.0011832467,-0.14489606,0.05449458,0.023478635,0.00025596409,0.0067966254,-0.06919911
THBS3,-0.012066636,0.2818894,0.026607638,0.057505637,-0.0073273554,0.19486962,-0.030709984,-0.17053694,0.06857045,0.054213118,0.054619633,0.0850692,0.16368076
DDIT4L,0.0011312491,0.18304461,0.15606174,-0.01726307,-0.01663578,-0.02812828,-0.00075107586,0.007541364,-0.12414475,-0.11401669,-0.0004048898,-0.26616117,-0.016383437
CD14,0.2575523,-0.14216429,0.008143764,-0.12583172,-0.03943684,-0.009242657,-0.09215948,-0.18682005,0.1277811,-0.0144123,0.08227548,-0.008634725,-0.091450214
COL18A1,0.07888298,0.094500065,0.010297706,-0.017375115,-0.06730702,0.029136684,0.2891599,-0.24019097,0.10494872,-0.026114581,0.32626176,-0.037902113,0.10289271
HSPA2,-0.058421522,-0.08857972,0.147267,-0.0072649475,0.08222758,-0.049932938,-0.00452306,0.022721825,-0.16256292,-0.04730031,0.14044672,-0.053855784,0.115501925
IL7R,0.24211694,-0.050847325,-0.025715485,-0.023785155,0.039334144,0.1322527,-0.0090855975,0.110613905,-0.14553525,0.18616875,0.05988281,0.033242546,0.12504691
NT5E,0.05563547,-0.013885129,0.2025292,-0.1780721,-0.062521234,0.25110933,-0.03610179,0.06286732,0.13925247,-0.10856298,0.18367684,0.035636824,0.090038285
ANPEP,0.07013849,-0.18655843,0.033586677,-0.23648034,0.0955388,-0.05211021,-0.043838967,-0.24080081,0.13870446,0.08731494,0.05728969,0.049999714,-0.16065864
CA2,0.03906246,-0.2255257,0.02617105,-0.007215718,0.06946959,-0.020978265,-0.08700617,-0.13874522,0.30289564,-0.034939673,0.089832306,-0.01873117,-0.030018942
RGS5,0.09062101,0.1353608,0.17451802,0.060748335,-0.019443968,0.10686158,0.19568965,-0.094390705,0.06747174,0.033434287,-0.00020164915,-0.24340284,0.028913274
LGR6,-0.046749994,-0.25773045,0.16524914,0.15656863,-0.0072024553,-0.002586591,-0.05010539,-0.09206819,0.012663002,0.06925637,0.2332172,0.044522706,0.08006677
OGN,-0.060623236,0.21934754,0.08960348,-0.20931263,0.011315804,0.27880183,-0.084817104,-0.21926613,-0.03132883,0.04571065,-0.11090626,-0.01363428,0.050841413
VIT,-0.096706524,-0.06587609,0.15126963,0.16424038,-0.057289556,-0.02923348,-0.00011912104,-0.059510686,0.010671624,0.27005404,0.00046996857,-0.003317515,0.016816102
CCL21,0.09206651,0.07026063,0.04691183,0.0075990157,-0.043883868,0.003688285,0.18072462,-0.018714117,0.15340476,0.021716883,-0.05008339,-0.19126204,0.16056389
RASD1,0.0049525504,0.117858574,0.041355122,-0.100092836,0.048008885,-0.06513741,-0.004451177,-0.12511769,0.030895408,0.033866983,0.25831166,-0.23515064,-0.067080885
EDNRA,0.00499294,0.14059974,0.075891025,-0.20294125,0.05579996,0.005054326,0.16195752,-0.10166967,0.12718649,-0.051120233,0.021060979,0.082628034,-0.31670484
SYTL2,-0.0685598,-0.026062569,0.117277436,-0.036518708,0.05382813,0.06578435,0.011692904,0.20098822,0.055989925,0.2967004,-0.040310875,-0.013748528,-0.1321937
PHEX,0.0192681,-0.16872583,0.1584689,0.17024183,-0.0034862643,-0.010688665,0.0040580747,-0.16879301,0.050549366,0.21714953,-0.0054409946,-0.039200798,-0.12603621
COL21A1,0.05798078,0.04017345,0.14650449,-0.07674521,0.024083499,0.09181015,0.2836954,-0.024279185,0.08596727,0.014281641,-0.057053544,-0.00081586937,-0.14849502
SLCO2B1,0.3246576,0.027766965,0.0676255,-8.708303e-05,0.040872894,0.0039912174,0.026150368,-0.010404485,-0.21088605,0.11729265,-0.096926905,0.10693204,-0.033957567
NID2,0.05434769,0.20004624,-0.008525015,-0.10158666,0.157415,0.3579226,0.10254226,-0.075801745,0.15191898,-0.08448852,0.096285105,0.22068188,-0.1826996
GPC4,-0.05190115,-0.14732021,0.11815464,-0.10073449,0.1262515,0.020604314,0.10982751,-0.15960912,-0.02975561,-0.001822847,-0.0036836416,0.16316229,-0.071426965
SLIT2,-0.0164854,-0.030772211,0.20621635,0.019100156,0.019363692,-0.0037761105,0.078136444,-0.27193332,-0.0066090724,-0.020027937,-0.16028602,0.020017816,-0.026290491
PSTPIP1,0.14576875,-0.24765748,0.028737877,-0.12027213,-0.052365888,-0.17695074,-0.1310529,-0.2751769,0.2422755,-0.093445875,0.025327029,-0.040042277,0.04296464
PTGDS,-0.036862347,0.046135265,0.071900144,0.01356203,0.00362085,0.079924546,0.04404732,-0.32470858,-0.2012632,-0.10404058,0.009192594,-0.18097839,-0.029379513
OSMR,0.14406791,0.11364722,0.11143247,-0.11152555,0.0008150583,-0.08551348,-0.1082687,0.056140915,0.22459006,0.0784188,0.15775792,0.039510846,-0.016118765
EGR1,0.06506735,-0.018155579,0.102691494,0.07600228,0.0009255453,-0.01874303,0.0040805545,0.091406725,0.06366796,-0.07949449,0.31025234,-0.08803346,-0.0017861291
TRIM22,0.26126403,-0.022998378,0.037594985,-0.0252741,-0.0024843928,-0.00043875544,0.004172774,0.05394978,-0.274478,0.17604898,0.0055325017,0.050428692,0.2802581
LGR4,-0.12838589,0.0063027963,0.103193015,0.18798901,0.11966365,0.1298419,0.07121864,-0.012630735,0.008590889,0.10393324,-0.05865247,-0.017377192,-0.15512647
STC1,0.0024350495,0.01935073,-0.089672476,-0.041016556,0.07818687,0.06711797,0.22725561,-0.061656855,0.11519412,-0.09596378,0.3573752,0.14090885,-0.15344635
MSC,0.058451835,0.079764694,0.023945007,-0.3161206,0.013843526,0.0014983754,-0.004485119,-0.0077672214,0.0017028925,-0.19754434,0.16195248,-0.0879075,-0.00024832107
SLC11A1,0.27255327,-0.0051965816,-0.12158553,-0.050415847,0.063769326,0.0027128495,-0.013508716,0.008626579,-0.18810236,0.048938885,0.19698377,-0.10457312,-0.22009996
FZD1,0.0057798745,0.28783652,0.07639668,-0.1347173,0.03972463,0.34701988,-0.08452718,-0.05086508,0.06949859,0.02732353,0.0093873795,-0.00066846475,-0.009188338
GPC3,-0.030315183,0.130123,0.15018843,0.08357879,0.07924641,-0.0746311,-0.004296438,-0.15861604,-0.21002333,-0.18756454,-0.038492654,-0.0044528455,-0.06579013
LRCH2,-0.00037622056,0.17042874,0.020263605,0.2834792,0.0761877,0.011346489,-0.015647879,-0.11098794,0.05330852,0.008519172,0.025762483,-0.060828373,-0.0813623
TGFB3,0.00900254,0.21398577,0.029347867,-0.18905199,0.095988065,0.0156024285,0.10131007,-0.13305862,0.16100518,0.027364217,0.093126625,0.15116347,-0.09489028
COL8A2,-0.08359691,0.112650685,0.13403423,-0.297953,-0.011968901,-0.0005508116,-0.07952203,-0.34439397,-0.15697832,-0.0710345,-0.04700058,0.038488477,0.070683666
RGS4,0.09533645,-0.15267648,0.12067336,-0.14926833,0.043361854,0.05867924,-0.105465226,-0.18147507,0.24549899,-0.27094257,0.07395517,-0.04847049,0.054227702
PSAT1,-0.09752177,0.012364428,-0.06788523,-0.0545613,0.2165337,-0.06102861,0.06693323,-0.0029576537,-0.21070467,-0.03990577,0.026101256,0.019308437,0.0047694296
SERPINE1,0.1223282,0.15027308,-0.010267986,-0.05625585,-0.001638806,-0.13046028,-0.0069025815,0.14200954,0.09161977,-0.14500986,0.37550455,0.23518537,-0.15929571
DACT1,0.034255166,0.28550982,0.10908894,0.010830696,0.066226326,0.07326908,0.026785728,-0.03552072,0.009634452,-0.08739586,-0.01730257,0.040969554,-0.040098533
SLC7A5,-0.08193957,-0.021716177,-0.035890244,0.07143294,0.16820641,-0.14914046,-0.010770819,0.09968273,-0.049632497,0.04293282,0.20108418,0.27529454,0.08251866
TFRC,0.0013660485,-0.06342974,0.09335745,0.06527643,0.17223753,0.011214006,-0.15216301,0.09351038,0.21535364,0.008785432,-0.007539157,0.2173097,0.07400551
SLC6A15,-0.06795279,-0.06971095,-0.025054248,0.22198252,0.06487135,0.046455517,-0.0219088,-0.04247781,-0.107406035,-0.10094161,0.043028433,0.03795921,-0.12855165
CPE,-0.15407184,-0.13419099,0.16041495,0.17752296,0.004478744,0.18777844,0.010207692,-0.083186075,-0.018938338,0.26684862,-0.026200792,0.08703432,-0.05643179
CTSS,0.3222341,0.02718111,-0.059848327,-0.009159395,0.02611862,0.048094206,-0.033760663,0.03779418,-0.23051386,0.19028994,0.045235056,-0.011675335,-0.118521295
TSPAN33,0.020993985,-0.12436594,-0.009715892,0.1459217,0.112352096,-0.1980489,0.1019777,-0.1644438,-0.17747581,0.09479118,-0.0025639578,-0.006231384,-0.19321129
SERPINI1,-0.013414333,-0.090259194,0.03266812,0.04543925,0.10418729,-0.014786273,0.03954878,-0.100933075,-0.09282489,-0.14810003,-0.010930668,-0.1110908,0.014942221
TRIM9,-0.038098853,-0.018575406,0.173761,-0.20858979,0.065768115,-0.008056438,0.0048860568,0.012106836,-0.07446117,-0.31567895,0.13171427,0.037255533,0.016378349
IL1R2,0.14667684,-0.11273068,-0.04224269,-0.15984479,0.0096755605,0.015951583,-0.027848331,0.031296276,0.09133277,-0.087929085,0.12503389,-0.15900804,-0.004575346
BAMBI,-0.11137012,-0.2577506,0.08559764,0.19065866,0.026522089,0.03594306,-0.001390635,-0.15347412,0.015502819,0.23095486,0.0286449,0.04611272,-0.03225978
SLC16A3,-0.04088937,0.018011069,-0.0790777,-0.048823714,0.0021623874,0.24809456,-0.18918338,-0.080891564,0.062177785,0.019273506,0.41924107,0.099040076,-0.020290304
CKM,0.06202036,0.02658553,0.0049582194,0.15234122,-0.006688184,0.042105585,0.00016910046,-0.040534753,0.026766598,0.050523583,0.13651095,-0.52172524,-0.03817877
MAPK13,0.12408774,-0.044983163,-0.06342405,0.008246657,0.08115741,-0.16659054,-0.10090942,-0.21637385,0.22729738,0.035006747,0.047316354,0.082120076,-0.26810277
F5,0.15740316,-0.03945821,0.12451633,0.008402742,-0.07498413,-0.12489067,-0.09275448,0.07643775,0.22992724,0.10634819,0.19766389,0.046700694,-0.039046742
LRIG3,-0.015302724,0.2373144,0.115842216,-0.06708909,0.09092034,0.027385587,-0.006024917,-0.0890134,-0.019763727,-0.04343133,-0.032122422,0.0106044365,-0.027776795
LRP4,-0.08177266,-0.18857367,0.17125088,0.12071065,0.102959044,-0.064594746,0.009481285,-0.0324585,-0.018656539,0.1511534,-0.021311855,0.055165455,0.06043245
IL2RB,0.23588559,-0.005904974,-0.0055470425,0.10435074,0.031443633,-0.011365483,0.008853894,-0.022829749,-0.20454556,0.0035838457,0.0064376458,0.10143638,0.23774174
