,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
SP100,0.06491293595810317,-0.02790506757452118,0.019630822725966404,-0.006038217327476914,-0.02958406814164639,0.1251517013213298,-0.02158697546232609,0.08310028088592807,-0.009678752327250219,-0.003519672150727831,-0.04195339921036746,-0.007710930953104724,0.038251275521524956,-0.08355287993920216,-0.03342967771136027,0.015989498679533587
SRM,-0.0426924942354572,0.03131916708152612,-0.021659146224580587,0.06990038699008527,0.006458185037421335,-0.04221086748343189,-0.08491630100147157,0.03875530605908915,0.10362001842968592,0.05145858369142346,0.04817357644253357,-0.011893788070562279,0.04109035292722843,-0.0177823063586978,-0.04688597023483562,0.009614960737090766
SUSD1,0.03271123916006172,-0.08136945186676367,0.03840575361626371,0.008251677731246717,-0.024814951662431466,0.004940733374995038,0.0034145147400716433,0.04816469247758247,-0.039860208584861015,0.008135453678180605,0.057548321444826016,0.06008914278113518,0.06912804986535726,0.04812812065579068,-0.023614843905449625,0.050998393414640436
TAPBPL,0.07256821290519376,-0.05214795923106416,0.022984841496450394,-0.0049649550618545,-0.020031638109250023,0.05743177080313396,-0.02737329652610523,0.008624717346113992,0.02176891726437407,-0.010506927921019737,0.037392020617703664,0.02364358024578202,-0.03233335064026171,-0.026440510647152006,-0.056731421935298454,0.01121839580135357
TBC1D9,0.0458337182685292,-0.06433969731692088,0.053812618633574436,0.05785251806409264,0.04548910115808585,-0.03833837176069991,0.027774747650179406,0.03294985562718121,-0.10782113993850959,-0.026883296297076788,-0.09603321950958102,-0.029005068113357433,0.07446151988041805,-0.03450140078103107,-0.040897391589800436,0.04983556572586432
TMEM123,0.024270006437914417,-0.0448720083829424,0.03259860877962856,0.0026612640539829297,-0.011945986319232948,0.07887026648614966,0.051797314396193485,0.054746780275094956,-0.06737098468494206,-0.04729494940097023,0.06133875289528976,0.024838448603495343,0.01508469480264122,-0.10963474200586605,0.04926052611753332,0.01054698789530746
TOP2A,-0.06059542620726701,0.003902131576532237,0.009618892759755353,0.14131570073452698,0.05361078241474333,0.08132120120135053,0.007462501285405824,0.01414590567130177,-0.002521529293153672,-0.03773289734532404,0.05196341336640695,0.002348891718955079,0.07596244539568679,-0.042248647250553745,-0.04965127585725578,0.015050835172928838
TRIP13,-0.05302019552072632,-0.0014153944351890167,-0.009619165288918511,0.11021246661681512,0.061352727302921045,0.04784430981882081,0.004421792806303199,0.026668122387862044,0.06916777548813792,0.010114796168356957,0.014470066797164933,0.024154808901715303,0.09715877741903342,-0.023037076181806688,-0.051063418036921555,0.005605710831253508
TSPAN33,-0.018917880287207943,-0.0483653628957966,0.021226268181240886,0.07790099916722559,-0.07344639214634192,0.0076879080109548276,-0.05612868347109448,-0.03798021561049603,0.06174664243889891,-0.003210427445592911,0.06353131355248073,0.0036570010604210653,-0.05926637717657757,0.02375660730762088,0.05354766594586401,-0.03544202713908949
TYMS,-0.06509485774319632,-0.018529144466977853,0.009685171894291451,0.09600169551485606,0.02144598641875978,0.05476995198647731,0.029827324444611954,0.0432561085322625,0.005882892580055191,-0.02253999661725586,0.02746720145242491,0.02951678758520855,-6.366718878172937e-05,-0.02423970350413509,-0.08871037463845349,-0.09509048371148812
