,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9
TP53INP1,0.1305605,-0.000631576,0.09860775,0.037049063,-0.00069112825,0.06878618,0.07105442,0.28894746,-0.12159751
TPM2,0.05759893,0.07101132,-0.041699983,-0.0068358635,0.011059323,-0.023411594,0.012077076,-0.19736809,0.02015491
TSC22D3,0.054027233,0.118372574,-0.006171684,-0.07821477,-0.07155747,0.24246092,-0.007859907,0.1781955,0.043773983
UNC5B,-0.07675412,-0.005664324,0.348633,0.08450764,0.12024065,0.25302643,-0.004674502,-0.0055114934,0.032788116
VCAM1,0.17607014,0.22155821,0.0015610836,-0.07710109,0.022737969,0.025471654,0.053604286,0.14585187,0.045049954
VDR,0.031960037,0.027813721,0.2038211,0.10836738,0.15598965,-0.0014391143,-0.058965478,0.1446246,0.13731618
VWF,0.12537974,0.0982221,0.090292804,-0.1960844,-0.003134398,-0.20717248,0.31084245,-0.02229309,0.064774804
WNT5A,-0.0637441,0.12594794,-0.009642303,0.04489865,0.19487432,0.047674898,-0.0043258937,0.011744992,-0.030792236
XPR1,0.056721903,0.013038713,0.17597044,0.41024065,0.17173836,0.031587474,0.093617275,-0.0072928234,-0.2795687
ZNF521,-0.0027681442,0.3299885,-0.06468703,-0.22870095,0.08145118,-0.13090956,0.000678174,0.18641216,-0.1337332
